Id	MachineId	CollectionDateTime	RestockUtcDateTime	LastCollectionDateTime	PreviousRestockUtcDateTime	IsRecentCreatedDateTime	IsRecentUtcCreatedDateTime	CreatedBy	Deleted	PrepickId	CollectedBillsCount	CollectedCoinsCount	RefundAmountInCents	BagNumber	AllSalesAmountInCents	LastRestockAllSalesAmountInCents	CashSalesQuantity	LastRestockCashSalesQuantity	CashSalesAmountInCents	LastRestockCashSalesAmountInCents	CardSalesQuantity	LastRestockCardSalesQuantity	CardSalesAmountInCents	LastRestockCardSalesAmountInCents	TokenSalesQuantity	LastRestockTokenSalesQuantity	TokenSalesAmountInCents	LastRestockTokenSalesAmountInCents	FreeSalesQuantity	LastRestockFreeSalesQuantity	FreeSalesAmountInCents	LastRestockFreeSalesAmountInCents	CashInAmountInCents	LastRestockCashInAmountInCents	BillsInAmount	LastRestockBillsInAmount	CoinsToTubeAmountInCents	LastRestockCoinsToTubesAmountInCents	CoinsToBoxAmountInCents	LastRestockCoinsToBoxAmountInCents	CashDispensedAmountInCents	LastRestockCashDispensedAmountInCents	CoinRefillAmountInCents	CoinsInTubeAmountInCents	CollectedTokensCount	CollectedTokensValueInCents	LastRestockTestVendAmountInCents	CreatedByUserId	RestockedByUserId	LastRestockAllSalesQuantity	AllSalesQuantity	ScheduleDate	ScheduleId	RestockSummaryFrozen	
=16790	=1157751	=12/16/2013 08:57:07	=12/16/2013 16:57:07	=12/09/2013 13:06:34	=12/09/2013 21:06:34	=False	=False	[NULL]	=False	=1987	=152	=1860	=0	[NULL]	=2720635	=17185	=31011	=192	=2720635	=17185	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=3070860	=19795	=23640	=152	=331170	=2745	=375690	=1850	=350500	=2610	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=12/16/2013 00:00:00	=2385	=False	
=16791	=1014674	=12/16/2013 09:31:20	=12/16/2013 17:31:20	=12/11/2013 13:58:28	=12/11/2013 21:58:28	=False	=False	[NULL]	=False	=1987	=207	=195	=0	[NULL]	=8348970	=20905	=118505	=233	=8348970	=20905	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=11764570	=27955	=82276	=224	=3059940	=5445	=477030	=110	=3416675	=7050	=1700	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=12/16/2013 00:00:00	=2385	=False	
=16792	=1137203	=12/16/2013 09:32:25	=12/16/2013 17:32:25	=11/22/2013 09:38:58	=11/22/2013 17:38:58	=False	=False	[NULL]	=False	=1986	=46	=2150	=0	=139	=8554515	=6370	=136313	=67	=8554515	=6370	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=13079070	=7265	=89633	=46	=3661210	=590	=454560	=2075	=4530115	=895	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=12/16/2013 00:00:00	=2384	=False	
=16793	=1146952	=12/16/2013 09:57:00	=12/16/2013 17:57:00	=12/09/2013 12:21:17	=12/09/2013 20:21:17	=False	=False	[NULL]	=False	=1987	=111	=140	=0	[NULL]	=1218135	=11020	=14022	=125	=1218135	=11020	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=1430780	=13380	=10221	=111	=207850	=2140	=200830	=140	=214970	=2360	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=12/16/2013 00:00:00	=2385	=False	
=16796	=1180471	=12/16/2013 10:47:52	=12/16/2013 18:47:52	=11/20/2013 13:31:59	=11/20/2013 21:31:59	=False	=False	[NULL]	=False	=1987	=28	=3520	=0	[NULL]	=3217950	=6300	=41197	=180	=3217950	=6300	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=4027465	=8430	=26883	=28	=644350	=2110	=694815	=3520	=807390	=2130	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=12/16/2013 00:00:00	=2385	=False	
=16798	=1180284	=12/16/2013 11:08:43	=12/16/2013 19:08:43	=12/09/2013 10:48:27	=12/09/2013 18:48:27	=False	=False	[NULL]	=False	=1987	=49	=1970	=0	[NULL]	=652490	=6165	=18774	=176	=652490	=6165	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=996795	=10195	=4274	=49	=337735	=3360	=231660	=1935	=344625	=4030	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=12/16/2013 00:00:00	=2385	=False	
=16799	=1037295	=12/16/2013 11:39:59	=12/16/2013 19:39:59	=12/10/2013 06:23:29	=12/10/2013 14:23:29	=False	=False	[NULL]	=False	=1986	=0	=0	=0	=999	=6269880	=0	=76636	=143	=5052175	=0	=12400	=0	=1217705	=0	=0	=0	=0	=0	=0	=0	=0	=0	=6075720	=0	=35983	=0	=1000964	=0	=1476460	=0	=1019354	=0	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=12/16/2013 00:00:00	=2384	=False	
=16800	=999972	=12/16/2013 11:50:12	=12/16/2013 19:50:12	=12/11/2013 10:42:22	=12/11/2013 18:42:22	=False	=False	[NULL]	=False	=1986	=0	=0	=0	=998	=1011925	=0	=31400	=83	=1011925	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=1344710	=0	=6572	=0	=336560	=0	=350950	=0	=365475	=0	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=12/16/2013 00:00:00	=2384	=False	
=16801	=1142313	=12/16/2013 11:56:38	=12/16/2013 19:56:38	=12/10/2013 06:14:31	=12/10/2013 14:14:31	=False	=False	[NULL]	=False	=1986	=0	=0	=0	=997	=0	=0	=8064	=167	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=12/16/2013 00:00:00	=2384	=False	
=16804	=1192850	=12/16/2013 08:00:00	=12/16/2013 16:00:00	=12/13/2013 08:00:00	=12/13/2013 16:00:00	=False	=False	=george@gulpitvending.com	=False	[NULL]	=0	=0	=0	=888	=0	=0	=0	=0	=0	=0	=0	[NULL]	=0	[NULL]	=0	[NULL]	=0	[NULL]	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	[NULL]	=0	[NULL]	=0	=0	[NULL]	=2398	[NULL]	[NULL]	[NULL]	=12/16/2013 00:00:00	[NULL]	=False	
=16805	=999977	=12/17/2013 06:15:54	=12/17/2013 14:15:54	=12/11/2013 11:07:02	=12/11/2013 19:07:02	=False	=False	[NULL]	=False	=1988	=0	=0	=0	=999	=587310	=0	=28667	=152	=-7801298	=0	=0	=0	=0	=0	=0	=0	=8388608	=0	=0	=0	=0	=0	=955795	=0	=487	=0	=495610	=0	=378720	=0	=366615	=0	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=12/17/2013 00:00:00	=2389	=False	
=16806	=1182012	=12/17/2013 07:04:10	=12/17/2013 15:04:10	=12/02/2013 12:54:41	=12/02/2013 20:54:41	=False	=False	[NULL]	=False	=1988	=55	=1245	=0	=108	=788085	=6850	=10764	=137	=788085	=6850	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=1086320	=10250	=6792	=55	=238435	=3505	=168685	=1245	=298960	=3400	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=12/17/2013 00:00:00	=2389	=False	
=16812	=1181967	=12/17/2013 09:34:01	=12/17/2013 17:34:01	=12/09/2013 08:37:44	=12/09/2013 16:37:44	=False	=False	[NULL]	=False	=1988	=59	=2880	=0	=140	=727145	=8725	=26092	=349	=727145	=8725	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=978310	=13650	=2632	=59	=248005	=4895	=467105	=2855	=241065	=4295	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=12/17/2013 00:00:00	=2389	=False	
=16813	=999989	=12/17/2013 10:16:15	=12/17/2013 18:16:15	=12/10/2013 09:55:23	=12/10/2013 17:55:23	=False	=False	[NULL]	=False	=1989	=31	=2815	=0	=131	=675865	=5875	=20112	=235	=675865	=5875	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=873000	=8295	=4048	=31	=198245	=2370	=269955	=2825	=197725	=2420	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=12/17/2013 00:00:00	=2392	=False	
=16816	=999990	=12/17/2013 11:01:15	=12/17/2013 19:01:15	=11/25/2013 10:00:50	=11/25/2013 18:00:50	=False	=False	[NULL]	=False	=1989	=35	=260	=0	=141	=4677510	=4050	=126789	=162	=4677510	=4050	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=6669875	=6790	=25648	=35	=1994280	=3030	=2110795	=260	=1941885	=2515	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=12/17/2013 00:00:00	=2392	=False	
=16818	=999948	=12/17/2013 11:44:26	=12/17/2013 19:44:26	=12/12/2013 10:03:14	=12/12/2013 18:03:14	=False	=False	[NULL]	=False	=1989	=0	=0	=0	=1005	=635055	=0	=9489	=194	=635055	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=759930	=0	=4252	=0	=150240	=0	=184490	=0	=119785	=0	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=12/17/2013 00:00:00	=2392	=False	
=16819	=1150790	=12/17/2013 11:54:54	=12/17/2013 19:54:54	=12/05/2013 12:34:22	=12/05/2013 20:34:22	=False	=False	[NULL]	=False	=1988	=67	=1865	=0	=105	=4688195	=8425	=43911	=76	=4688195	=8425	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=5076385	=9145	=38496	=67	=327885	=780	=898900	=1665	=401210	=720	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=12/17/2013 00:00:00	=2389	=False	
=16820	=1037537	=12/17/2013 12:20:37	=12/17/2013 20:20:37	=12/05/2013 12:53:49	=12/05/2013 20:53:49	=False	=False	[NULL]	=False	=1988	=126	=2390	=0	=95	=124920	=14520	=1624	=189	=124920	=14520	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=159615	=18380	=946	=128	=32395	=3190	=32620	=2390	=34840	=3860	=200	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=12/17/2013 00:00:00	=2389	=False	
=16821	=1150590	=12/17/2013 12:42:00	=12/17/2013 20:42:00	=12/05/2013 12:20:13	=12/05/2013 20:20:13	=False	=False	[NULL]	=False	=1988	=123	=185	=0	=147	=3964140	=12480	=37996	=192	=3964140	=12480	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=4658420	=19545	=31795	=138	=682800	=5620	=796120	=125	=701940	=7065	=1500	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=12/17/2013 00:00:00	=2389	=False	
=16825	=1028250	=12/17/2013 09:25:41	=12/17/2013 17:25:41	=12/05/2013 10:59:19	=12/05/2013 18:59:19	=False	=False	=george@gulpitvending.com	=False	=1988	=118	=2510	=0	=89	=2888570	=13005	=37349	=148	=2888570	=13005	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=4268350	=16225	=28908	=117	=892230	=2015	=485320	=2510	=1380830	=3220	=0	=0	=0	=0	=0	=2398	[NULL]	[NULL]	[NULL]	=12/17/2013 00:00:00	=2389	=False	
=16826	=999955	=12/18/2013 06:05:37	=12/18/2013 14:05:37	=12/13/2013 12:21:45	=12/13/2013 20:21:45	=False	=False	[NULL]	=False	=1990	=0	=0	=0	=990	=2520805	=0	=26164	=98	=2520805	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=2736240	=0	=18774	=0	=209075	=0	=649765	=0	=215155	=0	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=12/18/2013 00:00:00	=2393	=False	
=16827	=999976	=12/18/2013 06:13:22	=12/18/2013 14:13:22	=12/12/2013 10:55:45	=12/12/2013 18:55:45	=False	=False	[NULL]	=False	=1990	=0	=0	=0	=991	=213300	=0	=10772	=62	=213300	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=232150	=0	=1510	=0	=35555	=0	=45595	=0	=17360	=0	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=12/18/2013 00:00:00	=2393	=False	
=16828	=999946	=12/18/2013 07:55:20	=12/18/2013 15:55:20	=12/10/2013 09:24:55	=12/10/2013 17:24:55	=False	=False	[NULL]	=False	=1990	=32	=885	=0	=116	=12575	=4250	=241	=78	=12575	=4250	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=16545	=5790	=72	=32	=7535	=1705	=1810	=885	=4045	=1515	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=12/18/2013 00:00:00	=2393	=False	
=16829	=1142314	=12/18/2013 08:40:25	=12/18/2013 16:40:25	=12/05/2013 13:05:46	=12/05/2013 21:05:46	=False	=False	[NULL]	=False	=1991	=112	=3355	=0	=146	=1935650	=14860	=26075	=198	=1935650	=14860	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=2464520	=18130	=14654	=112	=517450	=3575	=481670	=3355	=530880	=3270	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=12/18/2013 00:00:00	=2394	=False	
=16842	=1180283	=12/18/2013 11:37:34	=12/18/2013 19:37:34	=12/11/2013 10:28:25	=12/11/2013 18:28:25	=False	=False	[NULL]	=False	=1991	=90	=1535	=0	=133	=822850	=11155	=10670	=146	=822850	=11155	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=1129615	=14115	=7230	=95	=240060	=3080	=166555	=1535	=314415	=2960	=500	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=12/18/2013 00:00:00	=2394	=False	
=16843	=1180468	=12/18/2013 12:00:35	=12/18/2013 20:00:35	=12/11/2013 10:49:43	=12/11/2013 18:49:43	=False	=False	[NULL]	=False	=1991	=97	=2620	=0	=83	=3440840	=13285	=54494	=142	=3440840	=13285	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=4173800	=14800	=20981	=97	=706815	=2480	=1368885	=2620	=687480	=1115	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=12/18/2013 00:00:00	=2394	=False	
=16844	=1011774	=12/18/2013 12:27:14	=12/18/2013 20:27:14	=12/06/2013 13:01:35	=12/06/2013 21:01:35	=False	=False	[NULL]	=False	=1990	=0	=0	=0	=999	=13570860	=0	=137405	=152	=13570860	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=14061930	=0	=100474	=0	=534185	=0	=3480345	=0	=496225	=0	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=12/18/2013 00:00:00	=2393	=False	
=16845	=1146935	=12/18/2013 12:40:07	=12/18/2013 20:40:07	=12/06/2013 13:10:29	=12/06/2013 21:10:29	=False	=False	[NULL]	=False	=1990	=0	=0	=0	=998	=1385800	=0	=22929	=246	=1385800	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=1509940	=0	=10565	=0	=121705	=0	=331735	=0	=126475	=0	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=12/18/2013 00:00:00	=2393	=False	
=16849	=999968	=12/19/2013 07:00:55	=12/19/2013 15:00:55	=12/10/2013 08:56:42	=12/10/2013 16:56:42	=False	=False	[NULL]	=False	=1992	=65	=1240	=0	=89	=815530	=15155	=7810	=94	=631905	=7620	=2168	=92	=183625	=7535	=0	=0	=0	=0	=0	=0	=0	=0	=794795	=9655	=4766	=65	=156780	=1940	=161415	=1215	=162640	=2035	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=12/19/2013 00:00:00	=2396	=False	
=16850	=1047479	=12/19/2013 07:24:04	=12/19/2013 15:24:04	=12/12/2013 07:16:37	=12/12/2013 15:16:37	=False	=False	[NULL]	=False	=1993	=116	=2030	=0	=140	=3160215	=13670	=32407	=139	=3160215	=13670	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=3492825	=14835	=25419	=116	=358815	=1330	=592110	=1905	=333520	=1165	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=12/19/2013 00:00:00	=2397	=False	
=16851	=999994	=12/19/2013 07:29:43	=12/19/2013 15:29:43	=12/02/2013 08:38:40	=12/02/2013 16:38:40	=False	=False	[NULL]	=False	=1992	=74	=410	=0	=108	=948275	=7925	=12992	=92	=948275	=7925	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=1287755	=10540	=6281	=76	=322155	=2530	=337500	=410	=279745	=2140	=200	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=12/19/2013 00:00:00	=2396	=False	
=16852	=1114526	=12/19/2013 07:30:43	=12/19/2013 15:30:43	=12/12/2013 07:20:28	=12/12/2013 15:20:28	=False	=False	[NULL]	=False	=1993	=106	=3000	=0	=113	=3738785	=13825	=32238	=93	=3738785	=13825	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=4495380	=15465	=29433	=108	=751385	=1665	=800695	=3000	=758975	=1640	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=12/19/2013 00:00:00	=2397	=False	
=16853	=1114505	=12/19/2013 07:46:21	=12/19/2013 15:46:21	=12/12/2013 07:52:25	=12/12/2013 15:52:25	=False	=False	[NULL]	=False	=1993	=87	=1155	=0	=142	=2005675	=10515	=20789	=109	=2005675	=10515	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=2409975	=12975	=18031	=87	=386110	=3220	=220765	=1055	=405125	=2460	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=12/19/2013 00:00:00	=2397	=False	
=16854	=1114499	=12/19/2013 07:49:36	=12/19/2013 15:49:36	=12/05/2013 08:30:38	=12/05/2013 16:30:38	=False	=False	[NULL]	=False	=1993	=76	=3520	=0	=90	=9558750	=10825	=90676	=75	=9558750	=10825	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=10288695	=12525	=78353	=76	=614860	=1405	=1838535	=3520	=720385	=1700	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=12/19/2013 00:00:00	=2397	=False	
=16861	=1027835	=12/19/2013 10:38:05	=12/19/2013 18:38:05	=12/06/2013 12:09:37	=12/06/2013 20:09:37	=False	=False	[NULL]	=False	=1993	=92	=2005	=0	=163	=1060070	=11300	=11766	=132	=1060070	=11300	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=1060070	=11300	=8562	=92	=0	=0	=197190	=1895	=0	=0	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=12/19/2013 00:00:00	=2397	=False	
=16862	=1014674	=12/19/2013 10:43:33	=12/19/2013 18:43:33	=12/16/2013 09:31:20	=12/16/2013 17:31:20	=False	=False	[NULL]	=False	=1993	=156	=175	=0	=145	=8365370	=16400	=118693	=188	=8365370	=16400	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=11786085	=21515	=82449	=173	=3064055	=4115	=477130	=100	=3421790	=5115	=1700	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=12/19/2013 00:00:00	=2397	=False	
=16863	=1157801	=12/19/2013 11:30:51	=12/19/2013 19:30:51	=12/16/2013 07:47:15	=12/16/2013 15:47:15	=False	=False	[NULL]	=False	=1993	=167	=3110	=0	=132	=4729520	=19770	=53876	=228	=4729520	=19770	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=5384845	=21985	=41880	=167	=656510	=2200	=540335	=3085	=656315	=2215	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=12/19/2013 00:00:00	=2397	=False	
=16864	=999974	=12/19/2013 11:40:10	=12/19/2013 19:40:10	=12/06/2013 12:37:00	=12/06/2013 20:37:00	=False	=False	[NULL]	=False	=1992	=0	=0	=0	=999	=1570225	=0	=22662	=120	=1570225	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=1639850	=0	=12695	=0	=43000	=0	=327350	=0	=8210255	=0	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=12/19/2013 00:00:00	=2396	=False	
=16866	=999972	=12/19/2013 11:47:50	=12/19/2013 19:47:50	=12/16/2013 11:50:12	=12/16/2013 19:50:12	=False	=False	[NULL]	=False	=1992	=0	=0	=0	=998	=1011925	=0	=31494	=94	=1011925	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=1344710	=0	=6572	=0	=336560	=0	=350950	=0	=365475	=0	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=12/19/2013 00:00:00	=2396	=False	
=16867	=1142313	=12/19/2013 12:05:31	=12/19/2013 20:05:31	=12/16/2013 11:56:38	=12/16/2013 19:56:38	=False	=False	[NULL]	=False	=1992	=0	=0	=0	=997	=0	=0	=8197	=133	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=12/19/2013 00:00:00	=2396	=False	
=16868	=1037533	=12/19/2013 12:17:41	=12/19/2013 20:17:41	=12/11/2013 10:19:15	=12/11/2013 18:19:15	=False	=False	[NULL]	=False	=1992	=0	=0	=0	=996	=18639115	=0	=361205	=168	=18639115	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=25261130	=0	=137974	=0	=5521915	=0	=5941815	=0	=6677800	=0	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=12/19/2013 00:00:00	=2396	=False	
=16873	=1047477	=12/19/2013 13:06:54	=12/19/2013 21:06:54	=11/25/2013 11:52:12	=11/25/2013 19:52:12	=False	=False	[NULL]	=False	=1993	=84	=2355	=0	=741	=802920	=10800	=9437	=115	=802920	=10800	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=962980	=12305	=6063	=84	=159685	=1550	=196995	=2355	=160275	=1505	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=12/19/2013 00:00:00	=2397	=False	
=16875	=999965	=12/20/2013 08:15:38	=12/20/2013 16:15:38	=12/13/2013 08:27:38	=12/13/2013 16:27:38	=False	=False	[NULL]	=False	=1994	=82	=2580	=0	=139	=331450	=10775	=3439	=121	=331450	=10775	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=378730	=11555	=2493	=83	=65035	=1975	=78795	=2480	=62880	=1980	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=12/20/2013 00:00:00	=2398	=False	
=16876	=1157751	=12/20/2013 08:32:26	=12/20/2013 16:32:26	=12/16/2013 08:57:07	=12/16/2013 16:57:07	=False	=False	[NULL]	=False	=1995	=123	=1525	=0	=162	=2734825	=14190	=31173	=162	=2734825	=14190	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=3086835	=15975	=23765	=125	=333120	=1950	=377215	=1525	=352285	=1785	=200	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=12/20/2013 00:00:00	=2399	=False	
=16877	=1150618	=12/20/2013 08:33:34	=12/20/2013 16:33:34	=12/09/2013 13:14:11	=12/09/2013 21:14:11	=False	=False	[NULL]	=False	=1994	=103	=2835	=0	=81	=1904455	=13130	=40315	=157	=1904455	=13130	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=2518075	=16260	=12971	=105	=663255	=2950	=557720	=2810	=664865	=3165	=200	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=12/20/2013 00:00:00	=2398	=False	
=16878	=1150816	=12/20/2013 09:05:26	=12/20/2013 17:05:26	=12/09/2013 12:47:49	=12/09/2013 20:47:49	=False	=False	[NULL]	=False	=1994	=86	=785	=0	=121	=865045	=9610	=10974	=109	=865045	=9610	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=1190770	=12450	=8346	=86	=263215	=3065	=92955	=785	=332780	=2840	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=12/20/2013 00:00:00	=2398	=False	
=16879	=1146952	=12/20/2013 09:20:59	=12/20/2013 17:20:59	=12/16/2013 09:57:00	=12/16/2013 17:57:00	=False	=False	[NULL]	=False	=1995	=117	=1485	=0	=138	=1231220	=13085	=14170	=148	=1231220	=13085	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=1445925	=15145	=10338	=117	=209810	=1960	=202315	=1485	=217030	=2060	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=12/20/2013 00:00:00	=2399	=False	
=16883	=999955	=12/20/2013 09:56:27	=12/20/2013 17:56:27	=12/18/2013 06:05:37	=12/18/2013 14:05:37	=False	=False	[NULL]	=False	=1994	=0	=0	=0	[NULL]	=2520805	=0	=26257	=93	=2520805	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=2736240	=0	=18774	=0	=209075	=0	=649765	=0	=215155	=0	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=12/20/2013 00:00:00	=2398	=False	
=16884	=999952	=12/20/2013 10:41:53	=12/20/2013 18:41:53	=12/10/2013 12:39:26	=12/10/2013 20:39:26	=False	=False	[NULL]	=False	=1995	=210	=2755	=0	=125	=609440	=22620	=5250	=237	=609440	=22620	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=764790	=31155	=4920	=214	=147085	=7000	=125705	=2755	=149625	=8535	=400	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=12/20/2013 00:00:00	=2399	=False	
=16885	=1171504	=12/20/2013 10:44:04	=12/20/2013 18:44:04	=12/09/2013 09:13:57	=12/09/2013 17:13:57	=False	=False	[NULL]	=False	=1994	=103	=4335	=0	=124	=1416760	=14990	=15584	=160	=1416760	=14990	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=1557995	=16130	=11083	=103	=141275	=1545	=308420	=4285	=141990	=1140	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=12/20/2013 00:00:00	=2398	=False	
=16888	=999975	=12/20/2013 11:52:28	=12/20/2013 19:52:28	=12/12/2013 11:33:40	=12/12/2013 19:33:40	=False	=False	[NULL]	=False	=1994	=0	=0	=0	=999	=222800	=0	=8823	=86	=222800	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=250415	=0	=6	=0	=26535	=0	=223280	=0	=29520	=0	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=12/20/2013 00:00:00	=2398	=False	
=16890	=1037295	=12/20/2013 12:05:23	=12/20/2013 20:05:23	=12/16/2013 11:39:59	=12/16/2013 19:39:59	=False	=False	[NULL]	=False	=1994	=0	=0	=0	=998	=6269880	=0	=76768	=132	=5052175	=0	=12400	=0	=1217705	=0	=0	=0	=0	=0	=0	=0	=0	=0	=6075720	=0	=35983	=0	=1000964	=0	=1476460	=0	=1019354	=0	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=12/20/2013 00:00:00	=2398	=False	
