TaxCommissionPeriodId	MachineId	CommissionPlanDetailId	IsNoCommission	RestockId	TaxCommissionRuleId	ItemId	SalesQuantity	AllocatedSalesAmountInCents	AdjustedAllocatedSalesAmountInCents	TaxAmountInCents	DepositAmountInCents	AllocatedRefundAmountInCents	AllocatedCashlessAmountInCents	AllocatedDoNotDeductCashlessAmountInCents	UnitCostInCents	CommissionAmountInCents	AllocatedGuaranteeAmountInCents	
=1	=1142314	=1	=True	=16186	=1	=395	=1	=222	=222.00000	=26.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16186	=1	=404	=2	=340	=340.00000	=39.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16186	=1	=409	=4	=679	=679.00000	=78.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16186	=1	=415	=1	=222	=222.00000	=26.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16186	=1	=423	=1	=169	=169.00000	=19.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16186	=1	=441	=3	=588	=588.00000	=67.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16186	=1	=455	=3	=470	=470.00000	=54.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16186	=1	=467	=2	=418	=418.00000	=48.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16186	=1	=481	=4	=836	=836.00000	=96.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16186	=1	=528	=6	=1253	=1253.00000	=144.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16186	=1	=671	=5	=979	=979.00000	=113.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16186	=1	=678	=2	=418	=418.00000	=48.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16186	=1	=687	=1	=222	=222.00000	=25.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16186	=1	=899	=2	=339	=339.00000	=39.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16186	=1	=925	=3	=509	=509.00000	=59.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16186	=1	=930	=3	=665	=665.00000	=76.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16186	=1	=981	=2	=391	=391.00000	=45.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16186	=1	=1010	=2	=339	=339.00000	=39.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16406	=1	=280	=5	=487	=487.00000	=56.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16406	=1	=281	=5	=372	=372.00000	=43.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16406	=1	=282	=11	=1071	=1071.00000	=123.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16406	=1	=283	=1	=98	=98.00000	=11.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16406	=1	=286	=6	=584	=584.00000	=68.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16406	=1	=289	=1	=97	=97.00000	=11.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16406	=1	=308	=9	=619	=619.00000	=71.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16406	=1	=319	=2	=138	=138.00000	=16.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16406	=1	=330	=4	=275	=275.00000	=32.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16406	=1	=331	=1	=69	=69.00000	=8.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16406	=1	=351	=2	=171	=171.00000	=20.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16406	=1	=353	=1	=85	=85.00000	=10.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16406	=1	=356	=4	=298	=298.00000	=34.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16406	=1	=376	=2	=114	=114.00000	=13.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16406	=1	=389	=4	=390	=390.00000	=45.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16406	=1	=395	=5	=487	=487.00000	=56.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16406	=1	=404	=9	=670	=670.00000	=77.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16406	=1	=409	=11	=819	=819.00000	=95.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16406	=1	=423	=6	=447	=447.00000	=52.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16406	=1	=425	=1	=75	=75.00000	=8.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16406	=1	=427	=1	=98	=98.00000	=12.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16406	=1	=441	=1	=86	=86.00000	=10.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16406	=1	=455	=3	=207	=207.00000	=24.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16406	=1	=467	=7	=641	=641.00000	=74.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16406	=1	=481	=3	=275	=275.00000	=31.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16406	=1	=528	=4	=367	=367.00000	=43.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16406	=1	=543	=5	=458	=458.00000	=53.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16406	=1	=583	=2	=286	=286.00000	=33.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16406	=1	=589	=1	=68	=68.00000	=8.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16406	=1	=590	=1	=69	=69.00000	=8.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16406	=1	=671	=8	=688	=688.00000	=79.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16406	=1	=678	=6	=549	=549.00000	=63.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16406	=1	=687	=7	=682	=682.00000	=79.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16406	=1	=749	=2	=149	=149.00000	=17.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16406	=1	=761	=5	=487	=487.00000	=56.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16406	=1	=899	=2	=149	=149.00000	=17.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16406	=1	=925	=3	=223	=223.00000	=26.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16406	=1	=930	=6	=585	=585.00000	=67.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16406	=1	=972	=3	=292	=292.00000	=34.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16406	=1	=981	=1	=86	=86.00000	=10.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16406	=1	=1010	=11	=819	=819.00000	=94.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16640	=1	=280	=8	=703	=703.00000	=81.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16640	=1	=281	=9	=604	=604.00000	=69.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16640	=1	=282	=3	=263	=263.00000	=30.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16640	=1	=283	=3	=263	=263.00000	=30.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16640	=1	=286	=12	=1054	=1054.00000	=121.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16640	=1	=289	=3	=264	=264.00000	=31.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16640	=1	=301	=6	=526	=526.00000	=60.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16640	=1	=308	=10	=619	=619.00000	=71.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16640	=1	=324	=5	=310	=310.00000	=36.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16640	=1	=330	=3	=186	=186.00000	=22.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16640	=1	=331	=7	=433	=433.00000	=50.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16640	=1	=351	=7	=542	=542.00000	=63.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16640	=1	=353	=3	=232	=232.00000	=27.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16640	=1	=356	=3	=201	=201.00000	=23.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16640	=1	=376	=4	=207	=207.00000	=24.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16640	=1	=377	=1	=51	=51.00000	=6.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16640	=1	=381	=1	=52	=52.00000	=6.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16640	=1	=385	=5	=439	=439.00000	=51.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16640	=1	=395	=8	=702	=702.00000	=80.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16640	=1	=404	=6	=403	=403.00000	=46.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16640	=1	=409	=18	=1208	=1208.00000	=139.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16640	=1	=423	=6	=403	=403.00000	=46.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16640	=1	=427	=5	=439	=439.00000	=50.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16640	=1	=441	=10	=775	=775.00000	=90.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16640	=1	=467	=8	=662	=662.00000	=76.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16640	=1	=481	=4	=331	=331.00000	=38.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16640	=1	=528	=10	=826	=826.00000	=95.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16640	=1	=543	=8	=661	=661.00000	=76.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16640	=1	=583	=4	=517	=517.00000	=59.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16640	=1	=589	=1	=62	=62.00000	=7.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16640	=1	=590	=1	=62	=62.00000	=7.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16640	=1	=619	=12	=743	=743.00000	=85.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16640	=1	=671	=7	=543	=543.00000	=62.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16640	=1	=678	=7	=578	=578.00000	=66.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16640	=1	=687	=8	=702	=702.00000	=81.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16640	=1	=749	=1	=67	=67.00000	=7.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16640	=1	=761	=4	=351	=351.00000	=40.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16640	=1	=763	=4	=351	=351.00000	=40.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16640	=1	=899	=3	=201	=201.00000	=23.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16640	=1	=925	=2	=135	=135.00000	=16.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16640	=1	=930	=5	=439	=439.00000	=51.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16640	=1	=981	=4	=310	=310.00000	=36.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16640	=1	=1010	=9	=605	=605.00000	=70.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16829	=1	=280	=7	=554	=554.00000	=64.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16829	=1	=281	=3	=181	=181.00000	=21.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16829	=1	=282	=16	=1266	=1266.00000	=146.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16829	=1	=283	=2	=158	=158.00000	=18.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16829	=1	=286	=9	=712	=712.00000	=82.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16829	=1	=301	=7	=554	=554.00000	=63.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16829	=1	=308	=6	=335	=335.00000	=38.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16829	=1	=324	=3	=168	=168.00000	=20.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16829	=1	=330	=3	=167	=167.00000	=19.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16829	=1	=331	=3	=168	=168.00000	=19.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16829	=1	=351	=5	=349	=349.00000	=41.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16829	=1	=353	=8	=559	=559.00000	=64.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16829	=1	=356	=5	=302	=302.00000	=35.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16829	=1	=376	=1	=47	=47.00000	=5.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16829	=1	=377	=2	=93	=93.00000	=10.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16829	=1	=395	=7	=553	=553.00000	=64.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16829	=1	=404	=13	=787	=787.00000	=90.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16829	=1	=409	=9	=545	=545.00000	=63.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16829	=1	=423	=5	=303	=303.00000	=34.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16829	=1	=426	=4	=242	=242.00000	=28.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16829	=1	=427	=5	=395	=395.00000	=45.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16829	=1	=441	=7	=489	=489.00000	=56.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16829	=1	=467	=1	=75	=75.00000	=9.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16829	=1	=481	=5	=372	=372.00000	=42.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16829	=1	=527	=6	=447	=447.00000	=51.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16829	=1	=528	=9	=670	=670.00000	=77.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16829	=1	=543	=7	=521	=521.00000	=60.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16829	=1	=583	=3	=349	=349.00000	=40.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16829	=1	=590	=1	=55	=55.00000	=6.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16829	=1	=619	=9	=503	=503.00000	=58.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16829	=1	=671	=2	=140	=140.00000	=16.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16829	=1	=687	=4	=317	=317.00000	=36.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16829	=1	=749	=1	=60	=60.00000	=7.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16829	=1	=761	=1	=79	=79.00000	=9.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16829	=1	=899	=5	=302	=302.00000	=35.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16829	=1	=930	=5	=396	=396.00000	=46.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16829	=1	=972	=5	=396	=396.00000	=46.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16829	=1	=981	=4	=280	=280.00000	=32.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16829	=1	=1010	=10	=605	=605.00000	=70.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16829	=1	=1013	=1	=61	=61.00000	=7.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16995	=1	=280	=3	=259	=259.00000	=30.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16995	=1	=281	=1	=66	=66.00000	=8.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16995	=1	=282	=8	=691	=691.00000	=80.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16995	=1	=283	=2	=173	=173.00000	=19.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16995	=1	=286	=4	=346	=346.00000	=39.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16995	=1	=291	=1	=87	=87.00000	=10.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16995	=1	=301	=2	=173	=173.00000	=20.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16995	=1	=308	=6	=365	=365.00000	=42.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16995	=1	=324	=3	=183	=183.00000	=21.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16995	=1	=330	=2	=122	=122.00000	=14.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16995	=1	=331	=2	=122	=122.00000	=14.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16995	=1	=351	=2	=152	=152.00000	=18.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16995	=1	=353	=6	=458	=458.00000	=52.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16995	=1	=356	=5	=330	=330.00000	=38.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16995	=1	=376	=1	=50	=50.00000	=6.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16995	=1	=377	=1	=51	=51.00000	=6.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16995	=1	=381	=1	=51	=51.00000	=6.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16995	=1	=395	=5	=431	=431.00000	=49.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16995	=1	=404	=12	=792	=792.00000	=91.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16995	=1	=409	=11	=727	=727.00000	=84.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16995	=1	=423	=3	=198	=198.00000	=23.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16995	=1	=427	=7	=604	=604.00000	=70.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16995	=1	=441	=1	=76	=76.00000	=9.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16995	=1	=467	=5	=407	=407.00000	=47.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16995	=1	=481	=4	=325	=325.00000	=38.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16995	=1	=527	=5	=406	=406.00000	=47.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16995	=1	=528	=7	=569	=569.00000	=66.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16995	=1	=543	=5	=407	=407.00000	=47.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16995	=1	=583	=2	=254	=254.00000	=29.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16995	=1	=619	=3	=182	=182.00000	=21.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16995	=1	=686	=3	=229	=229.00000	=26.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
=1	=1142314	=1	=True	=16995	=1	=687	=6	=518	=518.00000	=60.00000	=0	=0	=0.00000	=0.00000	=0.00000	=0.00000	=0.00000	
