TaxCommissionPeriodId	MachineId	RestockId	ItemId	TaxCommissionRuleId	CalculatedCommissionAdjustmentRestockItemAllocatedAmountInCents	CommissionAdjustmentTaxCommissionPeriodId	CommissionAdjustmentMachineId	CommissionAdjustmentAmountInCents	CommissionAdjustmentEffectiveDate	CommissionAdjustmentCreatedBy	CommissionAdjustmentReason	
=1	=1047479	=16623	=1013	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16623	=1019	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16623	=1027	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16623	=1028	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16743	=280	=318	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16743	=281	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16743	=282	=318	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16743	=283	=318	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16743	=286	=318	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16743	=289	=318	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16743	=296	=318	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16743	=329	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16743	=343	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16743	=350	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16743	=351	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16743	=375	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16743	=376	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16743	=385	=317	=1.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16743	=423	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16743	=425	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16743	=441	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16743	=467	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16743	=480	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16743	=481	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16743	=527	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16743	=528	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16743	=590	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16743	=604	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16743	=609	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16743	=611	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16743	=618	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16743	=637	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16743	=686	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16743	=757	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16743	=899	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16743	=972	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16743	=981	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16743	=1010	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16743	=1013	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16743	=1019	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16743	=1028	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16850	=281	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16850	=282	=318	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16850	=283	=318	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16850	=286	=318	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16850	=296	=318	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16850	=329	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16850	=343	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16850	=350	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16850	=351	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16850	=375	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16850	=385	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16850	=389	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16850	=395	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16850	=400	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16850	=417	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16850	=423	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16850	=441	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16850	=467	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16850	=480	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16850	=481	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16850	=528	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16850	=590	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16850	=604	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16850	=609	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16850	=618	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16850	=637	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16850	=678	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16850	=686	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16850	=899	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16850	=930	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16850	=972	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16850	=981	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16850	=1010	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1047479	=16850	=1013	=317	=0.00000	=1	=1047479	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114499	=16343	=458	=317	=0.00000	=1	=1114499	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114499	=16343	=570	=317	=0.00000	=1	=1114499	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114499	=16343	=571	=317	=0.00000	=1	=1114499	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114499	=16343	=572	=317	=0.00000	=1	=1114499	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114499	=16343	=573	=317	=0.00000	=1	=1114499	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114499	=16343	=575	=317	=0.00000	=1	=1114499	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114499	=16343	=577	=317	=0.00000	=1	=1114499	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114499	=16343	=580	=317	=1.00000	=1	=1114499	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114499	=16343	=735	=317	=0.00000	=1	=1114499	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114499	=16627	=458	=317	=0.00000	=1	=1114499	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114499	=16627	=570	=317	=0.00000	=1	=1114499	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114499	=16627	=571	=317	=0.00000	=1	=1114499	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114499	=16627	=572	=317	=0.00000	=1	=1114499	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114499	=16627	=573	=317	=0.00000	=1	=1114499	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114499	=16627	=575	=317	=0.00000	=1	=1114499	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114499	=16627	=577	=317	=0.00000	=1	=1114499	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114499	=16627	=580	=317	=0.00000	=1	=1114499	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114499	=16627	=735	=317	=0.00000	=1	=1114499	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114499	=16854	=458	=317	=0.00000	=1	=1114499	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114499	=16854	=570	=317	=0.00000	=1	=1114499	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114499	=16854	=571	=317	=0.00000	=1	=1114499	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114499	=16854	=572	=317	=0.00000	=1	=1114499	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114499	=16854	=573	=317	=0.00000	=1	=1114499	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114499	=16854	=575	=317	=0.00000	=1	=1114499	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114499	=16854	=577	=317	=0.00000	=1	=1114499	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114499	=16854	=580	=317	=0.00000	=1	=1114499	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114499	=16854	=735	=317	=0.00000	=1	=1114499	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16215	=282	=318	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16215	=286	=318	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16215	=291	=318	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16215	=329	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16215	=347	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16215	=350	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16215	=351	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16215	=352	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16215	=376	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16215	=380	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16215	=382	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16215	=389	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16215	=407	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16215	=415	=318	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16215	=423	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16215	=441	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16215	=467	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16215	=498	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16215	=527	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16215	=528	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16215	=543	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16215	=611	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16215	=637	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16215	=678	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16215	=761	=318	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16215	=899	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16215	=972	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16215	=980	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16215	=981	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16215	=1015	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16342	=282	=318	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16342	=286	=318	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16342	=291	=318	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16342	=347	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16342	=350	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16342	=351	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16342	=352	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16342	=377	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16342	=380	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16342	=389	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16342	=395	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16342	=421	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16342	=423	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16342	=441	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16342	=467	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16342	=498	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16342	=527	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16342	=528	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16342	=543	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16342	=611	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16342	=678	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16342	=761	=318	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16342	=899	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16342	=972	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16342	=980	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16342	=981	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16342	=1015	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16452	=282	=318	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16452	=286	=318	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16452	=291	=318	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16452	=329	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16452	=347	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16452	=350	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16452	=352	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16452	=376	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16452	=380	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16452	=389	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16452	=395	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16452	=407	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16452	=415	=318	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16452	=421	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16452	=423	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16452	=441	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16452	=467	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16452	=498	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16452	=527	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16452	=528	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16452	=543	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16452	=589	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16452	=611	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16452	=686	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16452	=761	=318	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16452	=899	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16452	=930	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16452	=954	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16452	=972	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16452	=980	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16452	=981	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16452	=1015	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16625	=282	=318	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16625	=286	=318	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16625	=291	=318	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16625	=329	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16625	=343	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16625	=347	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16625	=350	=317	=1.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16625	=351	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16625	=352	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16625	=376	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16625	=380	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16625	=389	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16625	=395	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16625	=400	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16625	=407	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16625	=421	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16625	=423	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16625	=441	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16625	=467	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16625	=480	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16625	=498	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16625	=527	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16625	=528	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16625	=543	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16625	=589	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16625	=611	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16625	=637	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16625	=686	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
