Id	CanteenDownloadRequestId	MachineId	SelectionName	ProductId	Need	ExtraSystem	Extra	
=21883	=162	=1427381	=702	=488	=0	=0	[NULL]	
=21884	=162	=1427381	=703	=488	=5	=0	[NULL]	
=21885	=162	=1427381	=705	=576	=1	=0	[NULL]	
=21886	=162	=1427381	=707	=1604	=0	=0	[NULL]	
=21887	=162	=1427381	=709	=77	=5	=0	[NULL]	
=21888	=162	=1427381	=711	=3105	=14	=0	[NULL]	
=21889	=162	=1427384	=A1	=105	=8	=0	[NULL]	
=21890	=162	=1427384	=A2	=105	=8	=0	[NULL]	
=21891	=162	=1427384	=A3	=105	=8	=0	[NULL]	
=21892	=162	=1427384	=A4	=105	=8	=0	[NULL]	
=21893	=162	=1427384	=A5	=105	=8	=0	[NULL]	
=21894	=162	=1427384	=A6	=105	=8	=0	[NULL]	
=21895	=162	=1427384	=A7	=105	=8	=0	[NULL]	
=21896	=162	=1427384	=A8	=105	=8	=0	[NULL]	
=21897	=162	=1427384	=A9	=105	=8	=0	[NULL]	
=21898	=162	=1427384	=B1	=110	=6	=0	[NULL]	
=21899	=162	=1427384	=B2	=110	=8	=0	[NULL]	
=21900	=162	=1427384	=B3	=1496	=8	=0	[NULL]	
=21901	=162	=1427384	=B4	=1496	=8	=0	[NULL]	
=21902	=162	=1427384	=B5	=1496	=8	=0	[NULL]	
=21903	=162	=1427384	=B6	=1497	=8	=0	[NULL]	
=21904	=162	=1427384	=B7	=1497	=8	=0	[NULL]	
=21905	=162	=1427384	=B8	=104	=4	=0	[NULL]	
=21906	=162	=1427384	=B9	=111	=8	=0	[NULL]	
=21907	=162	=1427384	=C1	=140	=8	=0	[NULL]	
=21908	=162	=1427384	=C2	=140	=8	=0	[NULL]	
=21909	=162	=1427384	=C3	=140	=8	=0	[NULL]	
=21910	=162	=1427384	=C4	=1149	=8	=0	[NULL]	
=21911	=162	=1427384	=C5	=1149	=4	=0	[NULL]	
=21912	=162	=1427384	=C6	=1149	=5	=0	[NULL]	
=21913	=162	=1427384	=C7	=123	=9	=0	[NULL]	
=21914	=162	=1427384	=C8	=123	=8	=0	[NULL]	
=21915	=162	=1427384	=C9	=123	=8	=0	[NULL]	
=21916	=162	=1427384	=D1	=516	=4	=0	[NULL]	
=21917	=162	=1427384	=D2	=516	=8	=0	[NULL]	
=21918	=162	=1427384	=D3	=516	=8	=0	[NULL]	
=21919	=162	=1427384	=D4	=104	=5	=0	[NULL]	
=21920	=162	=1427384	=D5	=104	=5	=0	[NULL]	
=21921	=162	=1427384	=D6	=104	=8	=0	[NULL]	
=21922	=162	=1427384	=D7	=104	=7	=0	[NULL]	
=21923	=162	=1427384	=D8	=104	=5	=0	[NULL]	
=21924	=162	=1427384	=D9	=4949	=7	=0	[NULL]	
=21925	=162	=1427384	=E1	=104	=8	=0	[NULL]	
=21926	=162	=1427384	=E2	=104	=4	=0	[NULL]	
=21927	=162	=1427384	=E3	=104	=0	=0	[NULL]	
=21928	=162	=1427384	=E4	=1149	=5	=0	[NULL]	
=21929	=162	=1427384	=E5	=108	=6	=0	[NULL]	
=21930	=162	=1427384	=E6	=108	=5	=0	[NULL]	
=21931	=162	=1427384	=E7	=108	=0	=0	[NULL]	
=21932	=162	=1427384	=E8	=255	=8	=0	[NULL]	
=21933	=162	=1427384	=E9	=255	=0	=0	[NULL]	
=21934	=162	=1427385	=A1	=133	=0	=0	[NULL]	
=21935	=162	=1427385	=A2	=133	=0	=0	[NULL]	
=21936	=162	=1427385	=A3	=133	=0	=0	[NULL]	
=21937	=162	=1427385	=A4	=133	=0	=0	[NULL]	
=21938	=162	=1427385	=A5	=133	=0	=0	[NULL]	
=21939	=162	=1427385	=A6	=133	=0	=0	[NULL]	
=21940	=162	=1427385	=A7	=133	=0	=0	[NULL]	
=21941	=162	=1427385	=A8	=133	=0	=0	[NULL]	
=21942	=162	=1427385	=A9	=133	=0	=0	[NULL]	
=21943	=162	=1427385	=B1	=129	=0	=0	[NULL]	
=21944	=162	=1427385	=B2	=129	=0	=0	[NULL]	
=21945	=162	=1427385	=B3	=129	=0	=0	[NULL]	
=21946	=162	=1427385	=B4	=115	=0	=0	[NULL]	
=21947	=162	=1427385	=B5	=115	=0	=0	[NULL]	
=21948	=162	=1427385	=B6	=115	=0	=0	[NULL]	
=21949	=162	=1427385	=B7	=133	=0	=0	[NULL]	
=21950	=162	=1427385	=B8	=133	=0	=0	[NULL]	
=21951	=162	=1427385	=B9	=133	=0	=0	[NULL]	
=21952	=162	=1427385	=C1	=252	=0	=0	[NULL]	
=21953	=162	=1427385	=C2	=252	=0	=0	[NULL]	
=21954	=162	=1427385	=C3	=252	=0	=0	[NULL]	
=21955	=162	=1427385	=C4	=7982	=0	=0	[NULL]	
=21956	=162	=1427385	=C5	=7982	=0	=0	[NULL]	
=21957	=162	=1427385	=C6	=7982	=0	=0	[NULL]	
=21958	=162	=1427385	=C7	=254	=0	=0	[NULL]	
=21959	=162	=1427385	=C8	=254	=0	=0	[NULL]	
=21960	=162	=1427385	=C9	=254	=0	=0	[NULL]	
=21961	=162	=1427385	=D1	=105	=0	=0	[NULL]	
=21962	=162	=1427385	=D2	=105	=0	=0	[NULL]	
=21963	=162	=1427385	=D3	=105	=0	=0	[NULL]	
=21964	=162	=1427385	=D4	=140	=0	=0	[NULL]	
=21965	=162	=1427385	=D5	=140	=0	=0	[NULL]	
=21966	=162	=1427385	=D6	=140	=0	=0	[NULL]	
=21967	=162	=1427385	=D7	=654	=0	=0	[NULL]	
=21968	=162	=1427385	=D8	=654	=0	=0	[NULL]	
=21969	=162	=1427385	=D9	=654	=0	=0	[NULL]	
=21970	=162	=1427385	=E1	=140	=0	=0	[NULL]	
=21971	=162	=1427385	=E2	=1149	=0	=0	[NULL]	
=21972	=162	=1427385	=E3	=1149	=0	=0	[NULL]	
=21973	=162	=1427385	=E4	=123	=0	=0	[NULL]	
=21974	=162	=1427385	=E5	=516	=0	=0	[NULL]	
=21975	=162	=1427385	=E6	=123	=0	=0	[NULL]	
=21976	=162	=1427385	=E7	=123	=0	=0	[NULL]	
=21977	=162	=1427385	=E8	=132	=0	=0	[NULL]	
=21978	=162	=1427385	=E9	=132	=0	=0	[NULL]	
=21979	=162	=1427386	=A1	=133	=8	=0	[NULL]	
=21980	=162	=1427386	=A2	=133	=8	=0	[NULL]	
=21981	=162	=1427386	=A3	=133	=5	=0	[NULL]	
=21982	=162	=1427386	=A4	=133	=6	=0	[NULL]	
=21983	=162	=1427386	=A5	=133	=8	=0	[NULL]	
=21984	=162	=1427386	=A6	=133	=8	=0	[NULL]	
=21985	=162	=1427386	=A7	=649	=8	=0	[NULL]	
=21986	=162	=1427386	=A8	=649	=8	=0	[NULL]	
=21987	=162	=1427386	=A9	=649	=4	=0	[NULL]	
=21988	=162	=1427386	=B1	=254	=0	=0	[NULL]	
=21989	=162	=1427386	=B2	=254	=0	=0	[NULL]	
=21990	=162	=1427386	=B3	=129	=4	=0	[NULL]	
=21991	=162	=1427386	=B4	=129	=8	=0	[NULL]	
=21992	=162	=1427386	=B5	=129	=7	=0	[NULL]	
=21993	=162	=1427386	=B6	=129	=8	=0	[NULL]	
=21994	=162	=1427386	=B7	=129	=5	=0	[NULL]	
=21995	=162	=1427386	=B8	=129	=5	=0	[NULL]	
=21996	=162	=1427386	=B9	=129	=0	=0	[NULL]	
=21997	=162	=1427386	=C1	=7982	=7	=0	[NULL]	
=21998	=162	=1427386	=C2	=7982	=6	=0	[NULL]	
=21999	=162	=1427386	=C3	=7982	=8	=0	[NULL]	
=22000	=162	=1427386	=C4	=113	=7	=0	[NULL]	
=22001	=162	=1427386	=C5	=129	=6	=0	[NULL]	
=22002	=162	=1427386	=C6	=129	=7	=0	[NULL]	
=22003	=162	=1427386	=C7	=252	=5	=0	[NULL]	
=22004	=162	=1427386	=C8	=252	=4	=0	[NULL]	
=22005	=162	=1427386	=C9	=252	=8	=0	[NULL]	
=22006	=162	=1427386	=D1	=137	=0	=0	[NULL]	
=22007	=162	=1427386	=D2	=137	=6	=0	[NULL]	
=22008	=162	=1427386	=D3	=137	=7	=0	[NULL]	
=22009	=162	=1427386	=D4	=137	=5	=0	[NULL]	
=22010	=162	=1427386	=D5	=137	=6	=0	[NULL]	
=22011	=162	=1427386	=D6	=115	=8	=0	[NULL]	
=22012	=162	=1427386	=D7	=115	=0	=0	[NULL]	
=22013	=162	=1427386	=D8	=115	=0	=0	[NULL]	
=22014	=162	=1427386	=D9	=115	=8	=0	[NULL]	
=22015	=162	=1427386	=E1	=132	=7	=0	[NULL]	
=22016	=162	=1427386	=E2	=132	=8	=0	[NULL]	
=22017	=162	=1427386	=E3	=132	=4	=0	[NULL]	
=22018	=162	=1427386	=E4	=594	=4	=0	[NULL]	
=22019	=162	=1427386	=E5	=594	=5	=0	[NULL]	
=22020	=162	=1427386	=E6	=252	=0	=0	[NULL]	
=22021	=162	=1427386	=E7	=254	=0	=0	[NULL]	
=22022	=162	=1427386	=E8	=654	=8	=0	[NULL]	
=22023	=162	=1427386	=E9	=654	=8	=0	[NULL]	
=22024	=162	=1434276	=101	=355	=9	=0	[NULL]	
=22025	=162	=1434276	=103	=379	=7	=0	[NULL]	
=22026	=162	=1434276	=105	=383	=9	=0	[NULL]	
=22027	=162	=1434276	=107	=367	=9	=0	[NULL]	
=22028	=162	=1434276	=109	=1008	=7	=0	[NULL]	
=22029	=162	=1434276	=111	=1961	=6	=0	[NULL]	
=22030	=162	=1434276	=201	=356	=11	=0	[NULL]	
=22031	=162	=1434276	=203	=367	=9	=0	[NULL]	
=22032	=162	=1434276	=205	=1003	=8	=0	[NULL]	
=22033	=162	=1434276	=207	=366	=9	=0	[NULL]	
=22034	=162	=1434276	=209	=8725	=8	=0	[NULL]	
=22035	=162	=1434276	=211	=355	=9	=0	[NULL]	
=22036	=162	=1434276	=301	=1961	=5	=0	[NULL]	
=22037	=162	=1434276	=303	=1013	=9	=0	[NULL]	
=22038	=162	=1434276	=305	=1013	=9	=0	[NULL]	
=22039	=162	=1434276	=307	=593	=9	=0	[NULL]	
=22040	=162	=1434276	=309	=8200	=9	=0	[NULL]	
=22041	=162	=1434276	=311	=906	=9	=0	[NULL]	
=22042	=162	=1434276	=401	=1139	=9	=0	[NULL]	
=22043	=162	=1434276	=403	=4603	=7	=0	[NULL]	
=22044	=162	=1434276	=405	=83	=8	=0	[NULL]	
=22045	=162	=1434276	=407	=453	=11	=0	[NULL]	
=22046	=162	=1434276	=409	=1147	=13	=0	[NULL]	
=22047	=162	=1434276	=411	=752	=11	=0	[NULL]	
=22048	=162	=1434276	=501	=465	=17	=0	[NULL]	
=22049	=162	=1434276	=502	=5147	=17	=0	[NULL]	
=22050	=162	=1434276	=503	=469	=6	=0	[NULL]	
=22051	=162	=1434276	=504	=450	=5	=0	[NULL]	
=22052	=162	=1434276	=505	=5155	=5	=0	[NULL]	
=22053	=162	=1434276	=506	=994	=10	=0	[NULL]	
=22054	=162	=1434276	=507	=223	=13	=0	[NULL]	
=22055	=162	=1434276	=508	=190	=4	=0	[NULL]	
=22056	=162	=1434276	=509	=7375	=13	=0	[NULL]	
=22057	=162	=1434276	=510	=240	=13	=0	[NULL]	
=22058	=162	=1434276	=511	=1633	=8	=0	[NULL]	
=22059	=162	=1434276	=512	=213	=9	=0	[NULL]	
=22060	=162	=1434276	=601	=4581	=11	=0	[NULL]	
=22061	=162	=1434276	=603	=1237	=11	=0	[NULL]	
=22062	=162	=1434276	=605	=4802	=6	=0	[NULL]	
=22063	=162	=1434276	=607	=1237	=11	=0	[NULL]	
=22064	=162	=1434276	=609	=4802	=6	=0	[NULL]	
=22065	=162	=1434276	=611	=752	=5	=0	[NULL]	
=22066	=162	=1434276	=702	=488	=7	=0	[NULL]	
=22067	=162	=1434276	=703	=576	=12	=0	[NULL]	
=22068	=162	=1434276	=705	=83	=8	=0	[NULL]	
=22069	=162	=1434276	=707	=1604	=15	=0	[NULL]	
=22070	=162	=1434276	=709	=77	=9	=0	[NULL]	
=22071	=162	=1434276	=711	=3105	=8	=0	[NULL]	
=22072	=162	=1464993	=110	=476	=8	=0	[NULL]	
=22073	=162	=1464993	=112	=1008	=3	=0	[NULL]	
=22074	=162	=1464993	=114	=906	=8	=0	[NULL]	
=22075	=162	=1464993	=116	=948	=8	=0	[NULL]	
=22076	=162	=1464993	=120	=593	=6	=0	[NULL]	
=22077	=162	=1464993	=122	=402	=4	=1	[NULL]	
=22078	=162	=1464993	=124	=383	=3	=0	[NULL]	
=22079	=162	=1464993	=126	=355	=9	=0	[NULL]	
=22080	=162	=1464993	=130	=8200	=8	=0	[NULL]	
=22081	=162	=1464993	=132	=1013	=10	=0	[NULL]	
=22082	=162	=1464993	=134	=379	=8	=0	[NULL]	
=22083	=162	=1464993	=136	=396	=8	=0	[NULL]	
=22084	=162	=1464993	=140	=366	=9	=0	[NULL]	
=22085	=162	=1464993	=142	=367	=9	=0	[NULL]	
=22086	=162	=1464993	=144	=4536	=12	=0	[NULL]	
=22087	=162	=1464993	=146	=635	=12	=0	[NULL]	
=22088	=162	=1464993	=150	=215	=15	=0	[NULL]	
=22089	=162	=1464993	=151	=465	=18	=0	[NULL]	
=22090	=162	=1464993	=152	=7374	=9	=0	[NULL]	
=22091	=162	=1464993	=153	=591	=12	=0	[NULL]	
=22092	=162	=1464993	=154	=190	=18	=0	[NULL]	
=22093	=162	=1464993	=155	=223	=18	=0	[NULL]	
=22094	=162	=1464993	=156	=213	=14	=0	[NULL]	
=22095	=162	=1464993	=157	=5147	=18	=0	[NULL]	
=22096	=162	=1464993	=160	=1581	=8	=0	[NULL]	
=22097	=162	=1464993	=162	=752	=8	=0	[NULL]	
=22098	=162	=1464993	=164	=1016	=10	=0	[NULL]	
=22099	=162	=1464993	=166	=1961	=8	=0	[NULL]	
=22100	=162	=1464994	=1	=252	=0	=0	[NULL]	
=22101	=162	=1464994	=10	=802	=0	=0	[NULL]	
=22102	=162	=1464994	=11	=2122	=0	=0	[NULL]	
=22103	=162	=1464994	=12	=2009	=0	=0	[NULL]	
=22104	=162	=1464994	=2	=252	=0	=0	[NULL]	
=22105	=162	=1464994	=3	=588	=0	=0	[NULL]	
=22106	=162	=1464994	=4	=588	=0	=0	[NULL]	
=22107	=162	=1464994	=5	=1279	=0	=0	[NULL]	
=22108	=162	=1464994	=6	=115	=0	=0	[NULL]	
=22109	=162	=1464994	=7	=115	=0	=0	[NULL]	
=22110	=162	=1464994	=8	=594	=0	=0	[NULL]	
=22111	=162	=1464994	=9	=113	=0	=0	[NULL]	
=22112	=162	=1475047	=A1	=133	=0	=0	[NULL]	
=22113	=162	=1475047	=A2	=133	=0	=0	[NULL]	
=22114	=162	=1475047	=A3	=133	=0	=0	[NULL]	
=22115	=162	=1475047	=A4	=133	=7	=0	[NULL]	
=22116	=162	=1475047	=A5	=133	=0	=0	[NULL]	
=22117	=162	=1475047	=A6	=133	=0	=0	[NULL]	
=22118	=162	=1475047	=A7	=133	=0	=0	[NULL]	
=22119	=162	=1475047	=A8	=133	=5	=0	[NULL]	
=22120	=162	=1475047	=A9	=133	=2	=0	[NULL]	
=22121	=162	=1475047	=B1	=649	=0	=0	[NULL]	
=22122	=162	=1475047	=B2	=649	=0	=0	[NULL]	
=22123	=162	=1475047	=B3	=649	=0	=0	[NULL]	
=22124	=162	=1475047	=B4	=649	=3	=0	[NULL]	
=22125	=162	=1475047	=B5	=649	=4	=0	[NULL]	
=22126	=162	=1475047	=B6	=649	=2	=0	[NULL]	
=22127	=162	=1475047	=B7	=649	=7	=0	[NULL]	
=22128	=162	=1475047	=B8	=649	=3	=0	[NULL]	
=22129	=162	=1475047	=B9	=649	=1	=0	[NULL]	
=22130	=162	=1475047	=C1	=129	=5	=0	[NULL]	
=22131	=162	=1475047	=C2	=129	=2	=0	[NULL]	
=22132	=162	=1475047	=C3	=129	=3	=0	[NULL]	
=22133	=162	=1475047	=C4	=571	=0	=0	[NULL]	
=22134	=162	=1475047	=C5	=571	=0	=0	[NULL]	
=22135	=162	=1475047	=C6	=571	=0	=0	[NULL]	
=22136	=162	=1475047	=C7	=571	=0	=0	[NULL]	
=22137	=162	=1475047	=C8	=571	=4	=0	[NULL]	
=22138	=162	=1475047	=C9	=571	=0	=0	[NULL]	
=22139	=162	=1475047	=D1	=254	=4	=0	[NULL]	
=22140	=162	=1475047	=D2	=254	=1	=0	[NULL]	
=22141	=162	=1475047	=D3	=7982	=0	=0	[NULL]	
=22142	=162	=1475047	=D4	=7982	=4	=0	[NULL]	
=22143	=162	=1475047	=D5	=7982	=2	=0	[NULL]	
=22144	=162	=1475047	=D6	=7982	=0	=0	[NULL]	
=22145	=162	=1475047	=D7	=252	=3	=0	[NULL]	
=22146	=162	=1475047	=D8	=252	=5	=0	[NULL]	
=22147	=162	=1475047	=D9	=252	=1	=0	[NULL]	
=22148	=162	=1475047	=E1	=113	=0	=0	[NULL]	
=22149	=162	=1475047	=E2	=113	=1	=0	[NULL]	
=22150	=162	=1475047	=E3	=113	=4	=0	[NULL]	
=22151	=162	=1475047	=E4	=115	=0	=0	[NULL]	
=22152	=162	=1475047	=E5	=115	=0	=0	[NULL]	
=22153	=162	=1475047	=E6	=115	=0	=0	[NULL]	
=22154	=162	=1475047	=E7	=132	=0	=0	[NULL]	
=22155	=162	=1475047	=E8	=132	=0	=0	[NULL]	
=22156	=162	=1475047	=E9	=132	=4	=0	[NULL]	
=22157	=162	=1496724	=A1	=252	=0	=0	[NULL]	
=22158	=162	=1496724	=A2	=252	=0	=0	[NULL]	
=22159	=162	=1496724	=A3	=252	=0	=0	[NULL]	
=22160	=162	=1496724	=A4	=252	=0	=0	[NULL]	
=22161	=162	=1496724	=A5	=252	=0	=0	[NULL]	
=22162	=162	=1496724	=A6	=252	=2	=0	[NULL]	
=22163	=162	=1496724	=A7	=649	=1	=0	[NULL]	
=22164	=162	=1496724	=A8	=649	=1	=0	[NULL]	
=22165	=162	=1496724	=A9	=649	=0	=0	[NULL]	
=22166	=162	=1496724	=B1	=115	=1	=0	[NULL]	
=22167	=162	=1496724	=B2	=115	=0	=0	[NULL]	
=22168	=162	=1496724	=B3	=133	=0	=0	[NULL]	
=22169	=162	=1496724	=B4	=133	=1	=0	[NULL]	
=22170	=162	=1496724	=B5	=133	=0	=0	[NULL]	
=22171	=162	=1496724	=B6	=133	=0	=0	[NULL]	
=22172	=162	=1496724	=B7	=129	=1	=0	[NULL]	
=22173	=162	=1496724	=B8	=129	=1	=0	[NULL]	
=22174	=162	=1496724	=B9	=129	=0	=0	[NULL]	
=22175	=162	=1496724	=C1	=254	=0	=0	[NULL]	
=22176	=162	=1496724	=C2	=254	=2	=0	[NULL]	
=22177	=162	=1496724	=C3	=254	=6	=0	[NULL]	
=22178	=162	=1496724	=C4	=104	=1	=0	[NULL]	
=22179	=162	=1496724	=C5	=630	=0	=0	[NULL]	
=22180	=162	=1496724	=C6	=630	=0	=0	[NULL]	
=22181	=162	=1496724	=C7	=108	=3	=0	[NULL]	
=22182	=162	=1496724	=C8	=108	=1	=0	[NULL]	
=22183	=162	=1496724	=C9	=108	=1	=0	[NULL]	
=22184	=162	=1496724	=D1	=105	=1	=0	[NULL]	
=22185	=162	=1496724	=D2	=105	=1	=0	[NULL]	
=22186	=162	=1496724	=D3	=105	=2	=0	[NULL]	
=22187	=162	=1496724	=D4	=137	=1	=0	[NULL]	
=22188	=162	=1496724	=D5	=137	=5	=0	[NULL]	
=22189	=162	=1496724	=D6	=1149	=0	=0	[NULL]	
=22190	=162	=1496724	=D7	=132	=1	=0	[NULL]	
=22191	=162	=1496724	=D8	=132	=0	=0	[NULL]	
=22192	=162	=1496724	=D9	=132	=1	=0	[NULL]	
=22193	=162	=1496724	=E1	=32	=0	=0	[NULL]	
=22194	=162	=1496724	=E2	=32	=1	=0	[NULL]	
=22195	=162	=1496724	=E3	=32	=1	=0	[NULL]	
=22196	=162	=1496724	=E4	=32	=0	=0	[NULL]	
=22197	=162	=1496724	=E5	=19	=2	=0	[NULL]	
=22198	=162	=1496724	=E6	=21	=3	=0	[NULL]	
=22199	=162	=1496724	=E7	=19	=3	=0	[NULL]	
=22200	=162	=1496724	=E8	=29	=0	=0	[NULL]	
=22201	=162	=1496724	=E9	=29	=0	=0	[NULL]	
=22202	=162	=1613531	=110	=355	=8	=0	[NULL]	
=22203	=162	=1613531	=112	=365	=5	=0	[NULL]	
=22204	=162	=1613531	=114	=367	=8	=0	[NULL]	
=22205	=162	=1613531	=116	=383	=5	=0	[NULL]	
=22206	=162	=1613531	=118	=402	=6	=0	[NULL]	
=22207	=162	=1613531	=120	=948	=2	=0	[NULL]	
=22208	=162	=1613531	=122	=1003	=5	=0	[NULL]	
=22209	=162	=1613531	=124	=593	=3	=0	[NULL]	
=22210	=162	=1613531	=126	=366	=5	=0	[NULL]	
=22211	=162	=1613531	=128	=1008	=10	=0	[NULL]	
=22212	=162	=1613531	=130	=752	=5	=0	[NULL]	
=22213	=162	=1613531	=132	=356	=5	=0	[NULL]	
=22214	=162	=1613531	=134	=1013	=3	=0	[NULL]	
=22215	=162	=1613531	=136	=8200	=9	=0	[NULL]	
=22216	=162	=1613531	=138	=476	=3	=0	[NULL]	
=22217	=162	=1613531	=140	=4603	=9	=0	[NULL]	
=22218	=162	=1613531	=142	=1139	=0	=0	[NULL]	
=22219	=162	=1613531	=144	=1147	=11	=0	[NULL]	
=22220	=162	=1613531	=146	=453	=12	=0	[NULL]	
=22221	=162	=1613531	=148	=488	=1	=0	[NULL]	
=22222	=162	=1613531	=150	=5147	=5	=0	[NULL]	
=22223	=162	=1613531	=151	=465	=10	=0	[NULL]	
=22224	=162	=1613531	=152	=1633	=3	=0	[NULL]	
=22225	=162	=1613531	=153	=190	=5	=0	[NULL]	
=22226	=162	=1613531	=154	=223	=7	=0	[NULL]	
=22227	=162	=1613531	=155	=994	=6	=1	[NULL]	
=22228	=162	=1613531	=156	=240	=5	=0	[NULL]	
=22229	=162	=1613531	=157	=591	=5	=0	[NULL]	
=22230	=162	=1613531	=158	=7375	=6	=0	[NULL]	
=22231	=162	=1613531	=159	=213	=5	=0	[NULL]	
=22232	=162	=1613531	=160	=1237	=9	=0	[NULL]	
=22233	=162	=1613531	=162	=1016	=1	=0	[NULL]	
=22234	=162	=1613531	=164	=488	=4	=0	[NULL]	
=22235	=162	=1613531	=166	=4802	=5	=0	[NULL]	
=22236	=162	=1613531	=168	=77	=4	=0	[NULL]	
=22237	=162	=1615562	=1	=105	=46	=2	[NULL]	
=22238	=162	=1615562	=2	=110	=19	=0	[NULL]	
=22239	=162	=1615562	=3	=4949	=0	=0	[NULL]	
=22240	=162	=1615562	=4	=123	=0	=0	[NULL]	
=22241	=162	=1615562	=5	=1148	=21	=1	[NULL]	
=22242	=162	=1615562	=6	=140	=24	=0	[NULL]	
=22243	=162	=1615562	=7	=1149	=22	=1	[NULL]	
=22244	=162	=1615562	=8	=111	=24	=0	[NULL]	
=22245	=162	=1637622	=A1	=105	=0	=0	[NULL]	
=22246	=162	=1637622	=A2	=105	=0	=0	[NULL]	
=22247	=162	=1637622	=A3	=105	=0	=0	[NULL]	
=22248	=162	=1637622	=A4	=105	=0	=0	[NULL]	
=22249	=162	=1637622	=A5	=105	=0	=0	[NULL]	
=22250	=162	=1637622	=A6	=105	=0	=0	[NULL]	
=22251	=162	=1637622	=A7	=108	=2	=0	[NULL]	
=22252	=162	=1637622	=A8	=108	=1	=0	[NULL]	
=22253	=162	=1637622	=A9	=108	=0	=0	[NULL]	
=22254	=162	=1637622	=B1	=110	=0	=0	[NULL]	
=22255	=162	=1637622	=B2	=110	=0	=0	[NULL]	
=22256	=162	=1637622	=B3	=110	=0	=0	[NULL]	
=22257	=162	=1637622	=B4	=110	=0	=0	[NULL]	
=22258	=162	=1637622	=B5	=110	=0	=0	[NULL]	
=22259	=162	=1637622	=B6	=110	=0	=0	[NULL]	
=22260	=162	=1637622	=B7	=140	=0	=0	[NULL]	
=22261	=162	=1637622	=B8	=140	=0	=0	[NULL]	
=22262	=162	=1637622	=B9	=140	=0	=0	[NULL]	
=22263	=162	=1637622	=C1	=255	=0	=0	[NULL]	
=22264	=162	=1637622	=C2	=255	=0	=0	[NULL]	
=22265	=162	=1637622	=C3	=255	=0	=0	[NULL]	
=22266	=162	=1637622	=C4	=255	=0	=0	[NULL]	
=22267	=162	=1637622	=C5	=255	=0	=0	[NULL]	
=22268	=162	=1637622	=C6	=255	=0	=0	[NULL]	
=22269	=162	=1637622	=C7	=4949	=0	=0	[NULL]	
=22270	=162	=1637622	=C8	=4949	=1	=0	[NULL]	
=22271	=162	=1637622	=C9	=4949	=0	=0	[NULL]	
=22272	=162	=1637622	=D1	=104	=0	=0	[NULL]	
=22273	=162	=1637622	=D2	=104	=0	=0	[NULL]	
=22274	=162	=1637622	=D3	=104	=0	=0	[NULL]	
=22275	=162	=1637622	=D4	=123	=0	=0	[NULL]	
=22276	=162	=1637622	=D5	=123	=0	=0	[NULL]	
=22277	=162	=1637622	=D6	=123	=0	=0	[NULL]	
=22278	=162	=1637622	=D7	=111	=0	=0	[NULL]	
=22279	=162	=1637622	=D8	=111	=0	=0	[NULL]	
=22280	=162	=1637622	=D9	=111	=0	=0	[NULL]	
=22281	=162	=1637622	=E1	=13	=0	=0	[NULL]	
=22282	=162	=1637622	=E2	=13	=3	=0	[NULL]	
=22283	=162	=1637622	=E3	=13	=1	=0	[NULL]	
=22284	=162	=1637622	=E4	=16	=1	=0	[NULL]	
=22285	=162	=1637622	=E5	=16	=0	=0	[NULL]	
=22286	=162	=1637622	=E6	=16	=3	=0	[NULL]	
=22287	=162	=1637622	=E7	=1149	=2	=0	[NULL]	
=22288	=162	=1637622	=E8	=1149	=0	=0	[NULL]	
=22289	=162	=1637622	=E9	=1149	=0	=0	[NULL]	
=22290	=162	=1637623	=A1	=252	=0	=0	[NULL]	
=22291	=162	=1637623	=A2	=252	=0	=0	[NULL]	
=22292	=162	=1637623	=A3	=252	=0	=0	[NULL]	
=22293	=162	=1637623	=A4	=115	=0	=0	[NULL]	
=22294	=162	=1637623	=A5	=115	=0	=0	[NULL]	
=22295	=162	=1637623	=A6	=115	=0	=0	[NULL]	
=22296	=162	=1637623	=A7	=129	=0	=0	[NULL]	
=22297	=162	=1637623	=A8	=129	=0	=0	[NULL]	
=22298	=162	=1637623	=A9	=129	=0	=0	[NULL]	
=22299	=162	=1637623	=B1	=133	=0	=0	[NULL]	
=22300	=162	=1637623	=B2	=133	=0	=0	[NULL]	
=22301	=162	=1637623	=B3	=133	=0	=0	[NULL]	
=22302	=162	=1637623	=B4	=105	=0	=0	[NULL]	
=22303	=162	=1637623	=B5	=105	=0	=0	[NULL]	
=22304	=162	=1637623	=B6	=105	=0	=0	[NULL]	
=22305	=162	=1637623	=B7	=110	=0	=0	[NULL]	
=22306	=162	=1637623	=B8	=110	=0	=0	[NULL]	
=22307	=162	=1637623	=B9	=110	=0	=0	[NULL]	
=22308	=162	=1637623	=C1	=140	=0	=0	[NULL]	
=22309	=162	=1637623	=C2	=140	=0	=0	[NULL]	
=22310	=162	=1637623	=C3	=140	=0	=0	[NULL]	
=22311	=162	=1637623	=C4	=108	=0	=0	[NULL]	
=22312	=162	=1637623	=C5	=108	=0	=0	[NULL]	
=22313	=162	=1637623	=C6	=108	=0	=0	[NULL]	
=22314	=162	=1637623	=C7	=254	=0	=0	[NULL]	
=22315	=162	=1637623	=C8	=254	=0	=0	[NULL]	
=22316	=162	=1637623	=C9	=254	=0	=0	[NULL]	
=22317	=162	=1637623	=D1	=802	=0	=0	[NULL]	
=22318	=162	=1637623	=D2	=802	=0	=0	[NULL]	
=22319	=162	=1637623	=D3	=802	=0	=0	[NULL]	
