RestockId	DeliveryOrderId	SaleId	MachineId	EffectiveDate	TaxJurisdictionDetailId	TaxCommissionRuleId	ItemId	AllocatedSalesAmountInCents	TaxableAllocatedSalesAmountInCents	TaxableAllocatedNetSalesAmountInCents	TaxBasisInCents	TaxAmountInCents	DepositAmountInCents	
=16566	[NULL]	[NULL]	=1180284	=12/02/2013 00:00:00	=41	=328	=423	=158	=158	=158	=151.74070	=0.00000	=0	
=16566	[NULL]	[NULL]	=1180284	=12/02/2013 00:00:00	=41	=328	=427	=222	=222	=222	=213.20528	=1.00000	=0	
=16566	[NULL]	[NULL]	=1180284	=12/02/2013 00:00:00	=41	=328	=441	=95	=95	=95	=91.23649	=1.00000	=0	
=16566	[NULL]	[NULL]	=1180284	=12/02/2013 00:00:00	=41	=328	=480	=217	=217	=217	=208.40336	=1.00000	=0	
=16566	[NULL]	[NULL]	=1180284	=12/02/2013 00:00:00	=41	=328	=498	=217	=217	=217	=208.40336	=2.00000	=0	
=16566	[NULL]	[NULL]	=1180284	=12/02/2013 00:00:00	=41	=328	=527	=362	=362	=362	=347.65906	=2.00000	=0	
=16566	[NULL]	[NULL]	=1180284	=12/02/2013 00:00:00	=41	=328	=594	=163	=163	=163	=156.54262	=1.00000	=0	
=16566	[NULL]	[NULL]	=1180284	=12/02/2013 00:00:00	=41	=328	=618	=64	=64	=64	=61.46459	=0.00000	=0	
=16566	[NULL]	[NULL]	=1180284	=12/02/2013 00:00:00	=41	=328	=619	=190	=190	=190	=182.47299	=1.00000	=0	
=16566	[NULL]	[NULL]	=1180284	=12/02/2013 00:00:00	=41	=328	=686	=95	=95	=95	=91.23649	=1.00000	=0	
=16566	[NULL]	[NULL]	=1180284	=12/02/2013 00:00:00	=41	=328	=757	=31	=31	=31	=29.77191	=0.00000	=0	
=16566	[NULL]	[NULL]	=1180284	=12/02/2013 00:00:00	=41	=328	=899	=221	=221	=221	=212.24490	=1.00000	=0	
=16566	[NULL]	[NULL]	=1180284	=12/02/2013 00:00:00	=41	=328	=980	=325	=325	=325	=312.12485	=2.00000	=0	
=16566	[NULL]	[NULL]	=1180284	=12/02/2013 00:00:00	=41	=328	=981	=126	=126	=126	=121.00840	=1.00000	=0	
=16566	[NULL]	[NULL]	=1180284	=12/02/2013 00:00:00	=41	=328	=1010	=32	=32	=32	=30.73229	=1.00000	=0	
=16566	[NULL]	[NULL]	=1180284	=12/02/2013 00:00:00	=41	=328	=1013	=127	=127	=127	=121.96879	=0.00000	=0	
=16566	[NULL]	[NULL]	=1180284	=12/02/2013 00:00:00	=41	=328	=1015	=284	=284	=284	=272.74910	=2.00000	=0	
=16569	[NULL]	[NULL]	=999952	=12/02/2013 00:00:00	=26	=274	=247	=5304	=5304	=5304	=4683.44371	=293.00000	=0	
=16569	[NULL]	[NULL]	=999952	=12/02/2013 00:00:00	=26	=274	=248	=985	=985	=985	=869.75717	=55.00000	=0	
=16569	[NULL]	[NULL]	=999952	=12/02/2013 00:00:00	=26	=274	=250	=833	=833	=833	=735.54084	=46.00000	=0	
=16569	[NULL]	[NULL]	=999952	=12/02/2013 00:00:00	=26	=274	=264	=379	=379	=379	=334.65784	=21.00000	=0	
=16569	[NULL]	[NULL]	=999952	=12/02/2013 00:00:00	=26	=274	=348	=7578	=7578	=7578	=6691.39073	=419.00000	=0	
=16569	[NULL]	[NULL]	=999952	=12/02/2013 00:00:00	=26	=274	=707	=406	=406	=406	=358.49890	=22.00000	=0	
=16569	[NULL]	[NULL]	=999952	=12/02/2013 00:00:00	=26	=274	=726	=910	=910	=910	=803.53201	=50.00000	=0	
=16569	[NULL]	[NULL]	=999952	=12/02/2013 00:00:00	=26	=274	=739	=1440	=1440	=1440	=1271.52318	=80.00000	=0	
=16569	[NULL]	[NULL]	=999952	=12/02/2013 00:00:00	=28	=282	=247	=5304	=5304	=5304	=4683.44371	=47.00000	=0	
=16569	[NULL]	[NULL]	=999952	=12/02/2013 00:00:00	=28	=282	=248	=985	=985	=985	=869.75717	=9.00000	=0	
=16569	[NULL]	[NULL]	=999952	=12/02/2013 00:00:00	=28	=282	=250	=833	=833	=833	=735.54084	=7.00000	=0	
=16569	[NULL]	[NULL]	=999952	=12/02/2013 00:00:00	=28	=282	=264	=379	=379	=379	=334.65784	=3.00000	=0	
=16569	[NULL]	[NULL]	=999952	=12/02/2013 00:00:00	=28	=282	=348	=7578	=7578	=7578	=6691.39073	=66.00000	=0	
=16569	[NULL]	[NULL]	=999952	=12/02/2013 00:00:00	=28	=282	=707	=406	=406	=406	=358.49890	=3.00000	=0	
=16569	[NULL]	[NULL]	=999952	=12/02/2013 00:00:00	=28	=282	=726	=910	=910	=910	=803.53201	=8.00000	=0	
=16569	[NULL]	[NULL]	=999952	=12/02/2013 00:00:00	=28	=282	=739	=1440	=1440	=1440	=1271.52318	=12.00000	=0	
=16569	[NULL]	[NULL]	=999952	=12/02/2013 00:00:00	=31	=293	=247	=5304	=5304	=5304	=4683.44371	=234.00000	=0	
=16569	[NULL]	[NULL]	=999952	=12/02/2013 00:00:00	=31	=293	=248	=985	=985	=985	=869.75717	=44.00000	=0	
=16569	[NULL]	[NULL]	=999952	=12/02/2013 00:00:00	=31	=293	=250	=833	=833	=833	=735.54084	=37.00000	=0	
=16569	[NULL]	[NULL]	=999952	=12/02/2013 00:00:00	=31	=293	=264	=379	=379	=379	=334.65784	=16.00000	=0	
=16569	[NULL]	[NULL]	=999952	=12/02/2013 00:00:00	=31	=293	=348	=7578	=7578	=7578	=6691.39073	=335.00000	=0	
=16569	[NULL]	[NULL]	=999952	=12/02/2013 00:00:00	=31	=293	=707	=406	=406	=406	=358.49890	=18.00000	=0	
=16569	[NULL]	[NULL]	=999952	=12/02/2013 00:00:00	=31	=293	=726	=910	=910	=910	=803.53201	=40.00000	=0	
=16569	[NULL]	[NULL]	=999952	=12/02/2013 00:00:00	=31	=293	=739	=1440	=1440	=1440	=1271.52318	=64.00000	=0	
=16569	[NULL]	[NULL]	=999952	=12/02/2013 00:00:00	=41	=327	=247	=5304	=5304	=5304	=4683.44371	=46.00000	=0	
=16569	[NULL]	[NULL]	=999952	=12/02/2013 00:00:00	=41	=327	=248	=985	=985	=985	=869.75717	=9.00000	=0	
=16569	[NULL]	[NULL]	=999952	=12/02/2013 00:00:00	=41	=327	=250	=833	=833	=833	=735.54084	=8.00000	=0	
=16569	[NULL]	[NULL]	=999952	=12/02/2013 00:00:00	=41	=327	=264	=379	=379	=379	=334.65784	=4.00000	=0	
=16569	[NULL]	[NULL]	=999952	=12/02/2013 00:00:00	=41	=327	=348	=7578	=7578	=7578	=6691.39073	=67.00000	=0	
=16569	[NULL]	[NULL]	=999952	=12/02/2013 00:00:00	=41	=327	=707	=406	=406	=406	=358.49890	=4.00000	=0	
=16569	[NULL]	[NULL]	=999952	=12/02/2013 00:00:00	=41	=327	=726	=910	=910	=910	=803.53201	=8.00000	=0	
=16569	[NULL]	[NULL]	=999952	=12/02/2013 00:00:00	=41	=327	=739	=1440	=1440	=1440	=1271.52318	=13.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=26	=274	=282	=153	=153	=153	=140.04577	=9.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=26	=274	=284	=52	=52	=52	=47.59725	=3.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=26	=274	=286	=103	=103	=103	=94.27918	=5.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=26	=274	=301	=256	=256	=256	=234.32494	=14.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=26	=274	=376	=256	=256	=256	=234.32494	=15.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=26	=274	=380	=51	=51	=51	=46.68192	=3.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=26	=274	=589	=51	=51	=51	=46.68192	=3.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=26	=274	=682	=102	=102	=102	=93.36384	=6.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=26	=274	=761	=358	=358	=358	=327.68879	=21.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=26	=275	=309	=153	=153	=153	=134.65347	=4.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=26	=275	=329	=154	=154	=154	=135.53355	=4.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=26	=275	=347	=255	=255	=255	=224.42244	=7.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=26	=275	=350	=409	=409	=409	=359.95600	=11.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=26	=275	=351	=307	=307	=307	=270.18702	=8.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=26	=275	=356	=204	=204	=204	=179.53795	=6.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=26	=275	=357	=51	=51	=51	=44.88449	=1.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=26	=275	=385	=256	=256	=256	=225.30253	=7.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=26	=275	=395	=306	=306	=306	=269.30693	=8.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=26	=275	=414	=153	=153	=153	=134.65347	=4.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=26	=275	=423	=205	=205	=205	=180.41804	=6.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=26	=275	=437	=204	=204	=204	=179.53795	=5.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=26	=275	=455	=153	=153	=153	=134.65347	=5.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=26	=275	=481	=205	=205	=205	=180.41804	=5.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=26	=275	=527	=255	=255	=255	=224.42244	=7.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=26	=275	=528	=357	=357	=357	=314.19142	=10.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=26	=275	=543	=154	=154	=154	=135.53355	=4.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=26	=275	=594	=51	=51	=51	=44.88449	=2.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=26	=275	=671	=153	=153	=153	=134.65347	=4.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=26	=275	=678	=102	=102	=102	=89.76898	=3.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=26	=275	=697	=153	=153	=153	=134.65347	=4.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=26	=275	=892	=256	=256	=256	=225.30253	=7.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=26	=275	=905	=409	=409	=409	=359.95600	=11.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=26	=275	=930	=102	=102	=102	=89.76898	=3.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=26	=275	=954	=358	=358	=358	=315.07151	=10.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=26	=275	=1010	=716	=716	=716	=630.14301	=19.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=26	=275	=1028	=307	=307	=307	=270.18702	=9.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=33	=299	=282	=153	=153	=153	=140.04577	=1.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=33	=299	=284	=52	=52	=52	=47.59725	=0.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=33	=299	=286	=103	=103	=103	=94.27918	=1.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=33	=299	=301	=256	=256	=256	=234.32494	=2.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=33	=299	=376	=256	=256	=256	=234.32494	=3.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=33	=299	=380	=51	=51	=51	=46.68192	=1.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=33	=299	=589	=51	=51	=51	=46.68192	=0.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=33	=299	=682	=102	=102	=102	=93.36384	=1.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=33	=299	=761	=358	=358	=358	=327.68879	=3.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=33	=300	=309	=153	=153	=153	=134.65347	=1.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=33	=300	=329	=154	=154	=154	=135.53355	=1.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=33	=300	=347	=255	=255	=255	=224.42244	=1.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=33	=300	=350	=409	=409	=409	=359.95600	=2.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=33	=300	=351	=307	=307	=307	=270.18702	=1.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=33	=300	=356	=204	=204	=204	=179.53795	=1.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=33	=300	=357	=51	=51	=51	=44.88449	=0.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=33	=300	=385	=256	=256	=256	=225.30253	=1.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=33	=300	=395	=306	=306	=306	=269.30693	=1.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=33	=300	=414	=153	=153	=153	=134.65347	=1.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=33	=300	=423	=205	=205	=205	=180.41804	=1.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=33	=300	=437	=204	=204	=204	=179.53795	=1.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=33	=300	=455	=153	=153	=153	=134.65347	=0.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=33	=300	=481	=205	=205	=205	=180.41804	=1.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=33	=300	=527	=255	=255	=255	=224.42244	=1.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=33	=300	=528	=357	=357	=357	=314.19142	=2.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=33	=300	=543	=154	=154	=154	=135.53355	=0.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=33	=300	=594	=51	=51	=51	=44.88449	=0.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=33	=300	=671	=153	=153	=153	=134.65347	=1.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=33	=300	=678	=102	=102	=102	=89.76898	=1.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=33	=300	=697	=153	=153	=153	=134.65347	=1.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=33	=300	=892	=256	=256	=256	=225.30253	=1.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=33	=300	=905	=409	=409	=409	=359.95600	=2.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=33	=300	=930	=102	=102	=102	=89.76898	=0.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=33	=300	=954	=358	=358	=358	=315.07151	=2.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=33	=300	=1010	=716	=716	=716	=630.14301	=3.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=33	=300	=1028	=307	=307	=307	=270.18702	=2.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=34	=302	=309	=153	=153	=153	=134.65347	=14.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=34	=302	=329	=154	=154	=154	=135.53355	=13.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=34	=302	=347	=255	=255	=255	=224.42244	=23.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=34	=302	=350	=409	=409	=409	=359.95600	=36.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=34	=302	=351	=307	=307	=307	=270.18702	=27.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=34	=302	=356	=204	=204	=204	=179.53795	=18.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=34	=302	=357	=51	=51	=51	=44.88449	=4.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=34	=302	=385	=256	=256	=256	=225.30253	=23.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=34	=302	=395	=306	=306	=306	=269.30693	=27.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=34	=302	=414	=153	=153	=153	=134.65347	=13.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=34	=302	=423	=205	=205	=205	=180.41804	=19.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=34	=302	=437	=204	=204	=204	=179.53795	=17.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=34	=302	=455	=153	=153	=153	=134.65347	=13.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=34	=302	=481	=205	=205	=205	=180.41804	=18.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=34	=302	=527	=255	=255	=255	=224.42244	=22.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=34	=302	=528	=357	=357	=357	=314.19142	=31.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=34	=302	=543	=154	=154	=154	=135.53355	=14.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=34	=302	=594	=51	=51	=51	=44.88449	=5.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=34	=302	=671	=153	=153	=153	=134.65347	=14.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=34	=302	=678	=102	=102	=102	=89.76898	=9.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=34	=302	=697	=153	=153	=153	=134.65347	=13.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=34	=302	=892	=256	=256	=256	=225.30253	=22.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=34	=302	=905	=409	=409	=409	=359.95600	=36.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=34	=302	=930	=102	=102	=102	=89.76898	=9.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=34	=302	=954	=358	=358	=358	=315.07151	=31.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=34	=302	=1010	=716	=716	=716	=630.14301	=63.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=34	=302	=1028	=307	=307	=307	=270.18702	=27.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=34	=303	=282	=153	=153	=153	=140.04577	=0.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=34	=303	=284	=52	=52	=52	=47.59725	=0.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=34	=303	=286	=103	=103	=103	=94.27918	=0.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=34	=303	=301	=256	=256	=256	=234.32494	=0.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=34	=303	=376	=256	=256	=256	=234.32494	=0.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=34	=303	=380	=51	=51	=51	=46.68192	=0.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=34	=303	=589	=51	=51	=51	=46.68192	=0.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=34	=303	=682	=102	=102	=102	=93.36384	=0.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=34	=303	=761	=358	=358	=358	=327.68879	=0.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=35	=304	=282	=153	=153	=153	=140.04577	=3.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=35	=304	=284	=52	=52	=52	=47.59725	=1.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=35	=304	=286	=103	=103	=103	=94.27918	=2.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=35	=304	=301	=256	=256	=256	=234.32494	=5.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=35	=304	=376	=256	=256	=256	=234.32494	=5.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=35	=304	=380	=51	=51	=51	=46.68192	=1.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=35	=304	=589	=51	=51	=51	=46.68192	=1.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=35	=304	=682	=102	=102	=102	=93.36384	=2.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=35	=304	=761	=358	=358	=358	=327.68879	=6.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=35	=306	=309	=153	=153	=153	=134.65347	=0.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=35	=306	=329	=154	=154	=154	=135.53355	=0.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=35	=306	=347	=255	=255	=255	=224.42244	=0.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=35	=306	=350	=409	=409	=409	=359.95600	=0.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=35	=306	=351	=307	=307	=307	=270.18702	=0.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=35	=306	=356	=204	=204	=204	=179.53795	=0.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=35	=306	=357	=51	=51	=51	=44.88449	=0.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=35	=306	=385	=256	=256	=256	=225.30253	=0.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=35	=306	=395	=306	=306	=306	=269.30693	=0.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=35	=306	=414	=153	=153	=153	=134.65347	=0.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=35	=306	=423	=205	=205	=205	=180.41804	=0.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=35	=306	=437	=204	=204	=204	=179.53795	=0.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=35	=306	=455	=153	=153	=153	=134.65347	=0.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=35	=306	=481	=205	=205	=205	=180.41804	=0.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=35	=306	=527	=255	=255	=255	=224.42244	=0.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=35	=306	=528	=357	=357	=357	=314.19142	=0.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=35	=306	=543	=154	=154	=154	=135.53355	=0.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=35	=306	=594	=51	=51	=51	=44.88449	=0.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=35	=306	=671	=153	=153	=153	=134.65347	=0.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=35	=306	=678	=102	=102	=102	=89.76898	=0.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=35	=306	=697	=153	=153	=153	=134.65347	=0.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=35	=306	=892	=256	=256	=256	=225.30253	=0.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=35	=306	=905	=409	=409	=409	=359.95600	=0.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=35	=306	=930	=102	=102	=102	=89.76898	=0.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=35	=306	=954	=358	=358	=358	=315.07151	=0.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=35	=306	=1010	=716	=716	=716	=630.14301	=0.00000	=0	
=16574	[NULL]	[NULL]	=1182012	=12/02/2013 00:00:00	=35	=306	=1028	=307	=307	=307	=270.18702	=0.00000	=0	
=16575	[NULL]	[NULL]	=1047406	=12/02/2013 00:00:00	=26	=274	=280	=394	=394	=394	=363.97229	=23.00000	=0	
=16575	[NULL]	[NULL]	=1047406	=12/02/2013 00:00:00	=26	=274	=282	=1281	=1281	=1281	=1183.37182	=74.00000	=0	
=16575	[NULL]	[NULL]	=1047406	=12/02/2013 00:00:00	=26	=274	=283	=99	=99	=99	=91.45497	=5.00000	=0	
=16575	[NULL]	[NULL]	=1047406	=12/02/2013 00:00:00	=26	=274	=284	=98	=98	=98	=90.53118	=6.00000	=0	
=16575	[NULL]	[NULL]	=1047406	=12/02/2013 00:00:00	=26	=274	=286	=985	=985	=985	=909.93072	=57.00000	=0	
=16575	[NULL]	[NULL]	=1047406	=12/02/2013 00:00:00	=26	=274	=289	=296	=296	=296	=273.44111	=17.00000	=0	
=16575	[NULL]	[NULL]	=1047406	=12/02/2013 00:00:00	=26	=274	=291	=99	=99	=99	=91.45497	=6.00000	=0	
