Id	ScheduleId	MachineId	DriverUserId	Deleted	UserSelected	CurrentSalesAmount	ProjectedSalesAmount	CurrentDepletedQuantity	ProjectedDepletedQuantity	CurrentDaysToMaxInterval	ProjectedDaysToMaxInterval	CurrentSalesQuantity	ProjectedSalesQuantity	DaysToService	DaysToServiceFromRestock	LeadMachineDaysToServiceFromRestock	CashTriggered	DepletionTriggered	ServiceIntervalTriggered	LeadMachineTriggered	LeadMachineId	SaleQuantityLimitTriggered	IsInventoryNeeded	ScheduleType	DynamicDepletionType	DynamicDepletionLimit	DynamicMaxAmount	DynamicMaxServiceIntervalInDays	DynamicSaleQuantityLimit	DynamicSaleQuantityLimitCoilName	StaticMaxServiceIntervalInDays	StaticMaxServiceIntervalFlexibilityInDays	BackForecasted	NextWeeklyScheduleDate	LastRestockDateTime	MovedFromScheduleMachineId	MoveToNextSchedule	UpdatedBy	UpdatedDateTime	CreatedBy	IsCollectionNeeded	
=12415	=5395	=21	[NULL]	=False	=False	=308.5500	=308.5500	=1	=26	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=True	=True	=True	=False	[NULL]	=False	=False	=Dynamic	=Item	=3	=200	=14	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=01/24/2014 11:59:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:16:27	=sema.tereshonok@cantaloupesys.com	=True	
=12416	=5394	=999999	[NULL]	=False	=False	=0.0000	=0.0000	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	[NULL]	=False	=False	=False	=False	[NULL]	=False	=False	=Static	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	=02/19/2014 00:00:00	[NULL]	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:16:23	=sema.tereshonok@cantaloupesys.com	=True	
=12417	=5394	=23	[NULL]	=False	=False	=0.0000	=0.0000	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	[NULL]	=False	=False	=False	=False	[NULL]	=False	=False	=Interval	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=21	=3	=False	[NULL]	=01/22/2014 13:00:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:16:23	=sema.tereshonok@cantaloupesys.com	=True	
=12418	=5394	=999998	[NULL]	=False	=False	=0.0000	=0.0000	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	[NULL]	=False	=False	=False	=False	[NULL]	=False	=False	=Static	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	=02/19/2014 00:00:00	[NULL]	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:16:23	=sema.tereshonok@cantaloupesys.com	=True	
=12419	=5394	=999997	[NULL]	=False	=False	=0.0000	=0.0000	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	[NULL]	=False	=False	=False	=False	[NULL]	=False	=False	=Static	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	=02/19/2014 00:00:00	[NULL]	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:16:23	=sema.tereshonok@cantaloupesys.com	=True	
=12420	=5394	=4	[NULL]	=False	=False	=30.0000	=30.0000	=3	=9	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=False	=True	=True	=False	[NULL]	=False	=True	=Dynamic	=Coil	=2	=200	=10	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=01/28/2014 04:00:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:16:23	=sema.tereshonok@cantaloupesys.com	=True	
=12421	=5394	=1	[NULL]	=False	=False	=463.5500	=463.5500	=0	=34	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=True	=True	=True	=False	[NULL]	=False	=False	=Dynamic	=Item	=3	=300	=14	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=01/28/2014 03:25:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:16:23	=sema.tereshonok@cantaloupesys.com	=True	
=12422	=5394	=22	[NULL]	=False	=False	=116.5000	=116.5000	=0	=7	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=False	=True	=True	=False	[NULL]	=False	=False	=Dynamic	=Item	=1	=200	=21	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=01/08/2014 10:18:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:16:23	=sema.tereshonok@cantaloupesys.com	=True	
=12423	=5394	=11	[NULL]	=False	=False	=434.9000	=434.9000	=3	=34	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=True	=True	=True	=False	[NULL]	=False	=True	=Dynamic	=Item	=4	=200	=14	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=01/22/2014 01:17:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:16:23	=sema.tereshonok@cantaloupesys.com	=True	
=12424	=5394	=13	[NULL]	=False	=False	=158.2500	=158.2500	=0	=5	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=False	=True	=True	=False	[NULL]	=False	=False	=Dynamic	=Item	=1	=200	=21	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=12/11/2013 12:22:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:16:23	=sema.tereshonok@cantaloupesys.com	=True	
=12425	=5394	=12	[NULL]	=False	=False	=78.7500	=78.7500	=0	=1	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=False	=True	=True	=False	[NULL]	=False	=False	=Dynamic	=Item	=1	=200	=21	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=11/27/2013 10:39:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:16:23	=sema.tereshonok@cantaloupesys.com	=True	
=12426	=5394	=6	[NULL]	=False	=False	=341.8000	=341.8000	=1	=32	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=True	=True	=True	=False	[NULL]	=False	=False	=Dynamic	=Item	=3	=200	=14	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=01/27/2014 15:20:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:16:23	=sema.tereshonok@cantaloupesys.com	=True	
=12427	=5394	=5	[NULL]	=False	=False	=372.2000	=372.2000	=5	=31	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=True	=True	=True	=False	[NULL]	=False	=False	=Dynamic	=Item	=3	=300	=21	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=01/27/2014 15:31:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:16:23	=sema.tereshonok@cantaloupesys.com	=True	
=12428	=5394	=3	[NULL]	=False	=False	=249.7500	=249.7500	=2	=4	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=True	=True	=True	=False	[NULL]	=False	=True	=Dynamic	=Item	=1	=200	=21	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=01/15/2014 13:07:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:16:23	=sema.tereshonok@cantaloupesys.com	=True	
=12429	=5394	=10	[NULL]	=False	=False	=128.7500	=128.7500	=0	=1	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=False	=True	=True	=False	[NULL]	=False	=False	=Dynamic	=Item	=1	=200	=21	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=01/10/2014 12:54:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:16:23	=sema.tereshonok@cantaloupesys.com	=True	
=12430	=5394	=9	[NULL]	=False	=False	=157.8500	=157.8500	=0	=10	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=False	=True	=True	=False	[NULL]	=False	=False	=Dynamic	=Item	=2	=200	=14	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=01/27/2014 15:22:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:16:23	=sema.tereshonok@cantaloupesys.com	=True	
=12431	=5394	=7	[NULL]	=False	=False	=230.0000	=230.0000	=1	=9	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=True	=True	=True	=False	[NULL]	=False	=True	=Dynamic	=Item	=2	=200	=14	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=01/14/2014 11:21:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:16:23	=sema.tereshonok@cantaloupesys.com	=True	
=12432	=5396	=33	[NULL]	=False	=False	=0.0000	=0.0000	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	[NULL]	=False	=False	=False	=False	[NULL]	=False	=True	=Static	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=True	=02/19/2014 00:00:00	=01/08/2014 09:00:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:16:19	=sema.tereshonok@cantaloupesys.com	=True	
=12433	=5396	=32	[NULL]	=False	=False	=88.5000	=88.5000	=0	=8	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=False	=True	=True	=False	[NULL]	=False	=True	=Dynamic	=Coil	=2	=200	=10	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=01/27/2014 12:00:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:16:19	=sema.tereshonok@cantaloupesys.com	=True	
=12434	=5396	=54	[NULL]	=False	=False	=151.7500	=151.7500	=0	=5	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=False	=True	=True	=False	[NULL]	=False	=False	=Dynamic	=Item	=1	=200	=10	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=12/09/2013 11:24:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:16:19	=sema.tereshonok@cantaloupesys.com	=True	
=12435	=5396	=51	[NULL]	=False	=False	=190.9000	=190.9000	=0	=7	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=False	=True	=True	=False	[NULL]	=False	=False	=Dynamic	=Item	=1	=200	=21	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=12/10/2013 10:46:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:16:19	=sema.tereshonok@cantaloupesys.com	=True	
=12436	=5396	=50	[NULL]	=False	=False	=233.5500	=233.5500	=0	=10	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=True	=True	=True	=False	[NULL]	=False	=False	=Dynamic	=Item	=1	=200	=21	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=01/27/2014 12:04:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:16:19	=sema.tereshonok@cantaloupesys.com	=True	
=12437	=5396	=34	[NULL]	=False	=False	=422.9000	=422.9000	=0	=31	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=True	=True	=True	=False	[NULL]	=False	=False	=Dynamic	=Item	=3	=200	=14	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=01/23/2014 14:35:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:16:19	=sema.tereshonok@cantaloupesys.com	=True	
=12438	=5396	=35	[NULL]	=False	=False	=179.5000	=179.5000	=2	=10	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=False	=True	=True	=False	[NULL]	=False	=False	=Dynamic	=Item	=1	=200	=21	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=12/11/2013 11:40:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:16:19	=sema.tereshonok@cantaloupesys.com	=True	
=12439	=5397	=31	[NULL]	=False	=False	=315.5500	=315.5500	=0	=17	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=True	=True	=True	=False	[NULL]	=False	=True	=Dynamic	=Item	=3	=200	=14	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=01/27/2014 12:53:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:16:19	=sema.tereshonok@cantaloupesys.com	=True	
=12440	=5397	=41	[NULL]	=False	=False	=438.0000	=438.0000	=0	=16	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=True	=True	=True	=False	[NULL]	=False	=False	=Dynamic	=Item	=3	=300	=21	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=01/27/2014 12:48:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:16:19	=sema.tereshonok@cantaloupesys.com	=True	
=12441	=5397	=16	[NULL]	=False	=False	=199.5000	=199.5000	=0	=5	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=False	=True	=True	=False	[NULL]	=False	=False	=Dynamic	=Item	=1	=200	=10	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=01/14/2014 12:14:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:16:19	=sema.tereshonok@cantaloupesys.com	=True	
=12442	=5397	=14	[NULL]	=False	=False	=43.0000	=43.0000	=0	=7	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=False	=True	=True	=False	[NULL]	=False	=True	=Dynamic	=Item	=3	=250	=14	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=12/09/2013 12:00:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:16:19	=sema.tereshonok@cantaloupesys.com	=True	
=12443	=5397	=15	[NULL]	=False	=False	=231.5000	=231.5000	=1	=19	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=True	=True	=True	=False	[NULL]	=False	=True	=Dynamic	=Item	=3	=200	=14	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=01/23/2014 16:32:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:16:19	=sema.tereshonok@cantaloupesys.com	=True	
=12444	=5393	=38	[NULL]	=False	=False	=90.2500	=90.2500	=2	=5	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=False	=True	=True	=False	[NULL]	=False	=True	=Dynamic	=Item	=1	=200	=21	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=12/09/2013 11:08:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:16:19	=sema.tereshonok@cantaloupesys.com	=True	
=12445	=5393	=53	[NULL]	=False	=False	=191.2000	=191.2000	=0	=5	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=False	=True	=True	=False	[NULL]	=False	=False	=Dynamic	=Item	=1	=200	=21	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=12/09/2013 11:13:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:16:19	=sema.tereshonok@cantaloupesys.com	=True	
=12446	=5393	=52	[NULL]	=False	=False	=153.6000	=153.6000	=0	=3	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=False	=True	=True	=False	[NULL]	=False	=True	=Dynamic	=Item	=1	=200	=21	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=01/27/2014 10:45:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:16:19	=sema.tereshonok@cantaloupesys.com	=True	
=12447	=5393	=36	[NULL]	=False	=False	=248.0500	=248.0500	=0	=16	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=True	=True	=True	=False	[NULL]	=False	=False	=Dynamic	=Item	=3	=200	=14	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=01/27/2014 10:53:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:16:19	=sema.tereshonok@cantaloupesys.com	=True	
=12448	=5393	=37	[NULL]	=False	=False	=130.7500	=130.7500	=0	=5	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=False	=True	=True	=False	[NULL]	=False	=False	=Dynamic	=Item	=1	=200	=10	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=01/14/2014 11:25:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:16:19	=sema.tereshonok@cantaloupesys.com	=True	
=12449	=5398	=25	[NULL]	=False	=False	=0.0000	=0.0000	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=0	=0	[NULL]	=False	=False	=False	=False	[NULL]	=False	=True	=Static	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=True	=02/19/2014 00:00:00	=01/22/2014 15:00:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:16:22	=sema.tereshonok@cantaloupesys.com	=True	
=12450	=5398	=46	[NULL]	=False	=False	=150.0000	=150.0000	=0	=1	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=False	=True	=True	=False	[NULL]	=False	=False	=Dynamic	=Item	=3	=200	=21	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=01/22/2014 15:13:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:16:22	=sema.tereshonok@cantaloupesys.com	=True	
=12451	=5398	=43	[NULL]	=False	=False	=606.6000	=606.6000	=0	=33	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=True	=True	=True	=False	[NULL]	=False	=True	=Dynamic	=Item	=3	=300	=14	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=01/24/2014 13:11:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:16:22	=sema.tereshonok@cantaloupesys.com	=True	
=12452	=5398	=47	[NULL]	=False	=False	=145.1500	=145.1500	=0	=8	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=False	=True	=True	=False	[NULL]	=False	=True	=Dynamic	=Item	=1	=200	=21	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=12/11/2013 14:48:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:16:22	=sema.tereshonok@cantaloupesys.com	=True	
=12453	=5398	=49	[NULL]	=False	=False	=169.6000	=169.6000	=1	=6	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=False	=True	=True	=False	[NULL]	=False	=False	=Dynamic	=Item	=3	=200	=21	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=01/21/2014 15:47:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:16:22	=sema.tereshonok@cantaloupesys.com	=True	
=12454	=5398	=48	[NULL]	=False	=False	=127.2500	=127.2500	=0	=4	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=False	=True	=True	=False	[NULL]	=False	=True	=Dynamic	=Item	=1	=200	=21	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=12/06/2013 14:26:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:16:22	=sema.tereshonok@cantaloupesys.com	=True	
=12455	=5398	=27	[NULL]	=False	=False	=193.5000	=193.5000	=6	=19	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=False	=True	=True	=False	[NULL]	=False	=True	=Dynamic	=Item	=3	=200	=14	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=01/15/2014 11:06:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:16:22	=sema.tereshonok@cantaloupesys.com	=True	
=12456	=5398	=26	[NULL]	=False	=False	=463.0000	=463.0000	=0	=32	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=True	=True	=True	=False	[NULL]	=False	=False	=Dynamic	=Item	=3	=300	=3	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=01/24/2014 13:10:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:16:22	=sema.tereshonok@cantaloupesys.com	=True	
=12457	=5398	=28	[NULL]	=False	=False	=377.0000	=377.0000	=1	=9	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=True	=True	=True	=False	[NULL]	=False	=True	=Dynamic	=Item	=1	=200	=7	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=01/14/2014 15:29:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:16:22	=sema.tereshonok@cantaloupesys.com	=True	
=12458	=5398	=30	[NULL]	=False	=False	=207.5000	=207.5000	=1	=2	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=True	=False	=True	=False	[NULL]	=False	=False	=Dynamic	=Item	=4	=200	=21	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=11/27/2013 14:53:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:16:22	=sema.tereshonok@cantaloupesys.com	=True	
=12459	=5398	=29	[NULL]	=False	=False	=554.0500	=554.0500	=0	=27	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=True	=True	=True	=False	[NULL]	=False	=True	=Dynamic	=Item	=3	=300	=14	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=01/27/2014 16:10:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:16:22	=sema.tereshonok@cantaloupesys.com	=True	
=12460	=5404	=999999	[NULL]	=False	=False	=0.0000	=0.0000	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=0	=1	[NULL]	=False	=False	=False	=False	[NULL]	=False	=False	=Static	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	=02/20/2014 00:00:00	[NULL]	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:18:51	=sema.tereshonok@cantaloupesys.com	=True	
=12461	=5404	=8	[NULL]	=False	=False	=0.0000	=0.0000	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=0	=1	[NULL]	=False	=False	=False	=False	[NULL]	=False	=True	=Static	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=True	=02/20/2014 00:00:00	=01/21/2014 15:50:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:18:51	=sema.tereshonok@cantaloupesys.com	=True	
=12462	=5404	=999998	[NULL]	=False	=False	=0.0000	=0.0000	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=0	=1	[NULL]	=False	=False	=False	=False	[NULL]	=False	=False	=Static	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	=02/20/2014 00:00:00	[NULL]	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:18:51	=sema.tereshonok@cantaloupesys.com	=True	
=12463	=5404	=24	[NULL]	=False	=False	=0.0000	=0.0000	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=0	=1	[NULL]	=False	=False	=False	=False	[NULL]	=False	=False	=Static	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	=02/20/2014 00:00:00	=01/28/2014 01:00:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:18:51	=sema.tereshonok@cantaloupesys.com	=True	
=12464	=5404	=999997	[NULL]	=False	=False	=0.0000	=0.0000	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=0	=1	[NULL]	=False	=False	=False	=False	[NULL]	=False	=False	=Static	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	=02/20/2014 00:00:00	[NULL]	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:18:51	=sema.tereshonok@cantaloupesys.com	=True	
=12465	=5405	=999999	[NULL]	=False	=False	=0.0000	=0.0000	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=0	=1	[NULL]	=False	=False	=False	=False	[NULL]	=False	=False	=Static	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	=02/20/2014 00:00:00	[NULL]	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:20:47	=sema.tereshonok@cantaloupesys.com	=True	
=12466	=5405	=8	[NULL]	=False	=False	=0.0000	=0.0000	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=0	=1	[NULL]	=False	=False	=False	=False	[NULL]	=False	=True	=Static	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=True	=02/20/2014 00:00:00	=01/21/2014 15:50:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:20:47	=sema.tereshonok@cantaloupesys.com	=True	
=12467	=5405	=23	[NULL]	=False	=False	=0.0000	=0.0000	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=0	=1	[NULL]	=False	=False	=False	=False	[NULL]	=False	=False	=Interval	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=21	=3	=False	[NULL]	=01/22/2014 13:00:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:20:47	=sema.tereshonok@cantaloupesys.com	=True	
=12468	=5405	=999998	[NULL]	=False	=False	=0.0000	=0.0000	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=0	=1	[NULL]	=False	=False	=False	=False	[NULL]	=False	=False	=Static	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	=02/20/2014 00:00:00	[NULL]	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:20:47	=sema.tereshonok@cantaloupesys.com	=True	
=12469	=5405	=24	[NULL]	=False	=False	=0.0000	=0.0000	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=0	=1	[NULL]	=False	=False	=False	=False	[NULL]	=False	=False	=Static	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	=02/20/2014 00:00:00	=01/28/2014 01:00:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:20:47	=sema.tereshonok@cantaloupesys.com	=True	
=12470	=5405	=999997	[NULL]	=False	=False	=0.0000	=0.0000	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=0	=1	[NULL]	=False	=False	=False	=False	[NULL]	=False	=False	=Static	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	=02/20/2014 00:00:00	[NULL]	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:20:47	=sema.tereshonok@cantaloupesys.com	=True	
=12471	=5405	=4	[NULL]	=False	=False	=30.0000	=30.6031	=3	=9	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=False	=True	=True	=False	[NULL]	=False	=True	=Dynamic	=Coil	=2	=200	=10	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=01/28/2014 04:00:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:20:47	=sema.tereshonok@cantaloupesys.com	=True	
