Id	ScheduleId	MachineId	Deleted	
=1126789	=30403	=1046990	=False	
=1126790	=30403	=1136432	=False	
=1126791	=30403	=1047217	=False	
=1126792	=30403	=1136275	=False	
=1126793	=30403	=1136276	=False	
=1126794	=30403	=1136072	=False	
=1126795	=30403	=1046424	=False	
=1126796	=30403	=1107433	=False	
=1126797	=30403	=1104376	=False	
=1126798	=30403	=1034661	=False	
=1126799	=30403	=1044506	=False	
=1126800	=30403	=1108905	=False	
=1126801	=30403	=1141608	=False	
=1126855	=30405	=1112585	=True	
=1126856	=30405	=1112801	=False	
=1126857	=30405	=1136261	=False	
=1126858	=30405	=1133666	=False	
=1126859	=30405	=1112494	=False	
=1126860	=30405	=1136728	=False	
=1126861	=30405	=1136331	=True	
=1126862	=30405	=1098619	=True	
=1126863	=30405	=1112330	=False	
=1126864	=30405	=1133591	=False	
=1126865	=30405	=1112523	=False	
=1126866	=30405	=1108413	=True	
=1126867	=30405	=1022224	=True	
=1126868	=30405	=1112612	=True	
=1126869	=30405	=1098830	=False	
=1126870	=30405	=1045138	=False	
=1126871	=30405	=1136415	=False	
=1126872	=30405	=1046432	=False	
=1126873	=30405	=1112397	=False	
=1126874	=30405	=1111960	=True	
=1126875	=30405	=1133607	=False	
=1126876	=30405	=1099008	=False	
=1126877	=30405	=1135976	=True	
=1126878	=30405	=1112520	=False	
=1126879	=30405	=1136333	=True	
=1126880	=30405	=1136389	=True	
=1126881	=30405	=1112635	=True	
=1126882	=30405	=1136273	=True	
=1126883	=30405	=1098753	=False	
=1126884	=30405	=1098777	=False	
=1126885	=30405	=1098989	=False	
=1126886	=30405	=1136534	=False	
=1126887	=30405	=1109532	=False	
=1126888	=30405	=1113849	=False	
=1126889	=30405	=1142904	=False	
=1126890	=30405	=1133779	=False	
=1126891	=30405	=1104335	=False	
=1126892	=30405	=1113848	=True	
=1126893	=30405	=1046216	=False	
=1126894	=30405	=1047213	=False	
=1126895	=30405	=1113768	=False	
=1126896	=30405	=1142883	=False	
=1126897	=30405	=1133799	=False	
=1126898	=30405	=1034758	=False	
=1126899	=30405	=1113914	=True	
=1126900	=30405	=1142905	=False	
=1126901	=30405	=1108674	=True	
=1126902	=30405	=1107445	=False	
=1126903	=30405	=1133807	=False	
=1126904	=30405	=1114697	=False	
=1126905	=30405	=1098548	=False	
=1126906	=30405	=1137559	=False	
=1126907	=30405	=1133601	=False	
=1126908	=30405	=1136555	=False	
=1126938	=30408	=1146206	=True	
=1126939	=30408	=1146503	=False	
=1126940	=30408	=1146505	=False	
=1126941	=30408	=1167092	=False	
=1126942	=30408	=1167094	=False	
=1126943	=30408	=1145926	=True	
=1126944	=30408	=1146124	=True	
=1126945	=30408	=1108761	=False	
=1126946	=30408	=1109952	=True	
=1126947	=30408	=1046881	=False	
=1126948	=30408	=1110073	=False	
=1126949	=30408	=1046864	=False	
=1126950	=30408	=1109993	=False	
=1126951	=30408	=1108797	=False	
=1126952	=30408	=1108854	=False	
=1126953	=30408	=1145928	=False	
=1126954	=30408	=1146508	=True	
=1126955	=30408	=1109434	=True	
=1126956	=30408	=1104245	=True	
=1126957	=30408	=1146208	=True	
=1126958	=30408	=641528	=True	
=1126959	=30408	=1043206	=False	
=1126960	=30408	=635532	=True	
=1126961	=30408	=1108898	=True	
=1126962	=30408	=1109943	=True	
=1126963	=30408	=1046855	=True	
=1126964	=30408	=1146117	=False	
=1126965	=30408	=1112775	=False	
=1126966	=30408	=1145862	=True	
=1126967	=30408	=1109939	=True	
=1126968	=30408	=1108871	=True	
=1126969	=30408	=1108661	=False	
=1126970	=30408	=1109996	=True	
=1126971	=30408	=1108924	=False	
=1126972	=30408	=1145856	=True	
=1126973	=30408	=614605	=True	
=1126974	=30408	=1110194	=True	
=1126975	=30408	=1145920	=False	
=1126976	=30408	=1108753	=False	
=1126977	=30408	=1109633	=True	
=1126978	=30408	=1108810	=False	
=1126979	=30408	=1104298	=True	
=1126980	=30408	=1108895	=True	
=1126981	=30408	=1145855	=True	
=1126982	=30408	=1047171	=True	
=1126983	=30408	=1144526	=False	
=1126984	=30408	=636081	=False	
=1126985	=30408	=603540	=False	
=1126986	=30408	=635946	=False	
=1126987	=30408	=635794	=False	
=1126988	=30408	=635947	=False	
=1126989	=30408	=635798	=False	
=1126990	=30408	=1144544	=False	
=1126991	=30408	=638137	=False	
=1126992	=30408	=1144543	=False	
=1126993	=30408	=635655	=True	
=1126994	=30408	=609287	=False	
=1126995	=30408	=1166876	=True	
=1126996	=30408	=1166877	=True	
=1126997	=30408	=1109112	=True	
=1126998	=30408	=1109659	=True	
=1126999	=30408	=1109468	=True	
=1127000	=30408	=1109651	=True	
=1127001	=30408	=1109162	=True	
=1127002	=30408	=1109154	=True	
=1127003	=30408	=1109463	=True	
=1127004	=30409	=604348	=False	
=1127005	=30409	=1166996	=False	
=1127006	=30409	=1166997	=False	
=1127007	=30409	=603838	=False	
=1127008	=30409	=633628	=True	
=1127009	=30409	=608704	=True	
=1127010	=30409	=635956	=False	
=1127011	=30409	=641468	=False	
=1127012	=30409	=1145882	=False	
=1127013	=30409	=608565	=False	
=1127014	=30409	=635205	=False	
=1127015	=30409	=1166972	=False	
=1127016	=30409	=635025	=False	
=1127017	=30409	=1166973	=False	
=1127018	=30409	=1166981	=False	
=1127019	=30409	=1166975	=False	
=1127020	=30409	=633641	=False	
=1127021	=30409	=1146237	=False	
=1127022	=30409	=642157	=False	
=1127023	=30409	=637425	=False	
=1127024	=30409	=1109393	=False	
=1127025	=30409	=635193	=True	
=1127026	=30409	=635754	=False	
=1127027	=30409	=603567	=False	
=1127028	=30409	=615373	=True	
=1127029	=30409	=637032	=False	
=1127030	=30409	=608605	=False	
=1127031	=30409	=635687	=False	
=1127032	=30409	=635509	=False	
=1127033	=30409	=641568	=False	
=1127034	=30409	=615275	=True	
=1127035	=30409	=639744	=True	
=1127036	=30409	=636445	=True	
=1127037	=30409	=1145609	=True	
=1127038	=30409	=635774	=False	
=1127039	=30409	=635055	=True	
=1127040	=30409	=1146198	=True	
=1127041	=30409	=635764	=True	
=1127042	=30409	=636492	=True	
=1127043	=30409	=1108733	=True	
=1127044	=30409	=609232	=False	
=1127045	=30409	=635792	=True	
=1127046	=30409	=635634	=True	
=1127047	=30409	=635623	=False	
=1127048	=30409	=641574	=False	
=1127049	=30409	=604133	=False	
=1127050	=30409	=636162	=True	
=1127051	=30409	=614842	=False	
=1127052	=30409	=641465	=False	
=1127053	=30409	=636092	=False	
=1127054	=30409	=635932	=False	
=1127055	=30410	=1167141	=False	
=1127056	=30410	=1167143	=False	
=1127057	=30410	=1145765	=False	
=1127058	=30410	=635518	=False	
=1127059	=30410	=1166860	=False	
=1127060	=30410	=1167030	=False	
=1127061	=30410	=1167032	=False	
=1127062	=30410	=637459	=False	
=1127063	=30410	=637456	=False	
=1127064	=30410	=635521	=False	
=1127065	=30410	=635306	=True	
=1127066	=30410	=635564	=True	
=1127067	=30410	=609322	=False	
=1127068	=30410	=1146118	=True	
=1127069	=30410	=603787	=True	
=1127070	=30410	=635517	=False	
=1127071	=30410	=635674	=True	
=1127072	=30410	=603639	=True	
=1127073	=30410	=604256	=False	
=1127074	=30410	=641552	=False	
=1127075	=30410	=1146292	=True	
=1127076	=30410	=636507	=True	
=1127077	=30410	=614615	=True	
=1127078	=30410	=1146293	=True	
=1127079	=30410	=641551	=False	
=1127080	=30410	=641548	=False	
=1127081	=30410	=641558	=False	
=1127082	=30410	=608730	=True	
=1127083	=30410	=609057	=False	
=1127084	=30410	=1110075	=True	
=1127085	=30410	=603988	=True	
=1127086	=30410	=614604	=True	
=1127087	=30410	=614600	=True	
=1127088	=30410	=614850	=True	
=1127089	=30410	=611497	=True	
=1127090	=30410	=603503	=True	
=1127091	=30410	=604377	=True	
=1127092	=30410	=635519	=True	
=1127093	=30410	=615361	=True	
=1127094	=30410	=604458	=True	
=1127095	=30410	=615320	=True	
=1127096	=30410	=611173	=True	
=1127097	=30410	=604459	=True	
=1127098	=30410	=611059	=True	
=1127099	=30410	=614667	=True	
=1127100	=30410	=611205	=True	
=1127101	=30410	=1145817	=True	
=1127102	=30410	=611128	=True	
=1127103	=30410	=614699	=True	
=1127104	=30410	=635515	=True	
=1127105	=30410	=615296	=True	
=1127106	=30410	=614696	=True	
=1127107	=30410	=1146534	=False	
=1127108	=30410	=610777	=True	
=1127109	=30410	=633680	=True	
=1127110	=30410	=639894	=True	
=1127111	=30410	=614591	=True	
=1127112	=30410	=1145802	=False	
=1127113	=30410	=636460	=True	
=1127114	=30410	=610890	=False	
=1127115	=30410	=614800	=True	
=1127116	=30410	=614822	=True	
=1127117	=30410	=1109671	=False	
=1127118	=30410	=614870	=True	
=1127119	=30410	=1109464	=False	
=1127120	=30410	=608635	=True	
=1127121	=30410	=642128	=True	
=1127122	=30410	=1142901	=False	
=1127123	=30410	=614610	=True	
=1127124	=30410	=614629	=True	
=1127125	=30410	=635399	=False	
=1127126	=30410	=635428	=True	
=1127127	=30410	=642129	=True	
=1127128	=30410	=603598	=True	
=1127129	=30410	=636473	=False	
=1127130	=30410	=636446	=False	
=1127131	=30410	=639966	=False	
=1127132	=30410	=1146160	=False	
=1127133	=30410	=635940	=True	
=1127134	=30410	=1167036	=True	
=1127135	=30410	=603484	=False	
=1127136	=30410	=637082	=True	
=1127137	=30410	=639893	=True	
=1127138	=30410	=635436	=True	
=1127139	=30410	=635435	=True	
=1127140	=30410	=603493	=True	
=1127141	=30411	=1167051	=False	
=1127142	=30411	=1167053	=False	
=1127143	=30411	=1167086	=False	
=1127144	=30411	=1167088	=False	
=1127145	=30411	=1146381	=False	
=1127146	=30411	=1146383	=False	
=1127147	=30411	=1146038	=False	
=1127148	=30411	=1146039	=False	
=1127149	=30411	=1146040	=False	
=1127150	=30411	=1146041	=False	
=1127151	=30411	=1146042	=False	
=1127152	=30411	=1146044	=False	
=1127153	=30411	=1146045	=False	
=1127154	=30411	=1146046	=False	
=1127155	=30411	=1146047	=False	
=1127156	=30411	=1166839	=False	
=1127157	=30411	=1166901	=False	
=1127158	=30411	=1145925	=True	
=1127159	=30411	=1108748	=True	
=1127160	=30411	=635502	=False	
=1127161	=30411	=603348	=True	
=1127162	=30411	=635275	=False	
=1127163	=30411	=1109150	=True	
=1127164	=30411	=1109153	=True	
=1127165	=30411	=635504	=False	
=1127166	=30411	=1108860	=True	
=1127167	=30411	=1108885	=True	
=1127168	=30411	=610950	=True	
=1127169	=30411	=1108867	=True	
=1127170	=30411	=635295	=False	
=1127171	=30411	=635580	=False	
=1127172	=30411	=1108745	=True	
=1127173	=30411	=1145923	=False	
=1127174	=30411	=635336	=False	
=1127175	=30411	=635356	=False	
=1127176	=30411	=639958	=False	
=1127177	=30411	=639959	=False	
=1127178	=30411	=1109930	=False	
=1127179	=30411	=1109280	=False	
=1127180	=30411	=1146154	=True	
=1127181	=30411	=1109233	=False	
=1127182	=30411	=1109275	=False	
=1127183	=30411	=1109135	=False	
=1127184	=30411	=1109142	=False	
=1127185	=30411	=1109126	=False	
=1127186	=30411	=603591	=False	
=1127187	=30411	=1109501	=False	
=1127188	=30411	=1109105	=False	
=1127189	=30411	=639954	=False	
=1127190	=30411	=1109592	=False	
=1127191	=30411	=1109131	=False	
=1127192	=30411	=639956	=False	
=1127193	=30411	=1108750	=False	
=1127194	=30411	=1109100	=False	
=1127195	=30411	=1109114	=False	
=1127196	=30411	=639951	=False	
=1127197	=30411	=603609	=False	
=1127198	=30411	=633627	=True	
=1127199	=30411	=636103	=True	
=1127200	=30411	=614633	=True	
=1127201	=30411	=641533	=False	
=1127202	=30411	=604035	=False	
=1127203	=30411	=636089	=False	
=1127204	=30411	=615289	=True	
=1127205	=30411	=615274	=True	
=1127206	=30411	=614876	=True	
=1127227	=30413	=1166843	=False	
=1127228	=30413	=1166925	=False	
=1127229	=30413	=1166926	=False	
=1127230	=30413	=1166927	=True	
=1127231	=30413	=1146440	=True	
=1127232	=30413	=1145917	=False	
=1127233	=30413	=1034569	=True	
=1127234	=30413	=1035256	=True	
=1127235	=30413	=1166831	=False	
=1127236	=30413	=1034942	=False	
=1127237	=30413	=1166824	=True	
=1127238	=30413	=1034727	=False	
=1127239	=30413	=1137422	=False	
=1127240	=30413	=1034648	=True	
=1127241	=30413	=1034709	=False	
=1127242	=30413	=1034788	=False	
=1127243	=30413	=1034789	=True	
=1127244	=30413	=1136603	=False	
=1127245	=30413	=1034531	=False	
=1127246	=30413	=1034609	=True	
=1127247	=30414	=1167105	=False	
=1127248	=30414	=1167106	=False	
=1127249	=30414	=1146524	=False	
=1127250	=30414	=1146526	=False	
=1127251	=30414	=1177951	=False	
=1127252	=30414	=1177952	=False	
=1127253	=30414	=1166805	=False	
=1127254	=30414	=1166807	=False	
=1127255	=30414	=610919	=False	
=1127256	=30414	=611489	=False	
=1127257	=30414	=611240	=False	
=1127258	=30414	=611052	=False	
=1127259	=30414	=611057	=False	
=1127260	=30414	=611102	=False	
=1127261	=30414	=610834	=False	
=1127262	=30414	=635188	=False	
=1127263	=30414	=609328	=True	
=1127264	=30414	=610980	=True	
=1127265	=30414	=610942	=True	
=1127266	=30414	=611109	=True	
=1127267	=30414	=615433	=True	
=1127268	=30414	=610937	=True	
=1127269	=30414	=610768	=True	
=1127270	=30414	=610976	=True	
=1127271	=30414	=610963	=True	
=1127272	=30414	=611482	=False	
=1127273	=30414	=611111	=False	
=1127274	=30414	=611096	=False	
=1127275	=30414	=614724	=False	
=1127276	=30414	=1166796	=False	
=1127277	=30413	=1032741	=False	
=1127278	=30413	=1034657	=False	
=1127279	=30413	=1034724	=False	
=1127280	=30413	=1034962	=False	
=1127281	=30413	=1035164	=False	
=1127282	=30413	=1166916	=False	
=1127283	=30413	=1034929	=False	
=1127284	=30413	=1034930	=False	
=1127285	=30413	=1034637	=False	
=1127286	=30413	=1034654	=False	
=1127287	=30413	=1034732	=False	
=1127288	=30413	=1035121	=False	
=1127289	=30413	=1034862	=False	
=1127290	=30413	=1034793	=False	
=1127291	=30413	=1034726	=False	
=1127292	=30413	=1034540	=False	
=1127293	=30413	=635438	=False	
=1127294	=30413	=1098886	=False	
=1127295	=30413	=1098992	=False	
=1127296	=30413	=1104328	=False	
=1127297	=30413	=1136063	=False	
=1127298	=30413	=1112342	=False	
=1127299	=30413	=1166828	=False	
=1127300	=30413	=1137052	=False	
=1127301	=30413	=1137426	=False	
=1127339	=30416	=1035207	=False	
=1127340	=30416	=1034638	=False	
=1127341	=30416	=1098976	=False	
=1127342	=30416	=1035183	=False	
=1127343	=30416	=1035179	=False	
=1127344	=30416	=1035201	=False	
=1127345	=30416	=1035068	=False	
=1127346	=30416	=1140158	=False	
=1127347	=30416	=1035184	=True	
=1127348	=30416	=1034911	=False	
=1127349	=30416	=1035225	=False	
=1127350	=30416	=1146411	=False	
=1127351	=30416	=1035008	=False	
=1127352	=30416	=1177964	=True	
=1127353	=30416	=1177963	=True	
=1127354	=30416	=1034702	=False	
=1127355	=30416	=1034757	=False	
=1127356	=30416	=1035061	=False	
=1127357	=30416	=1137562	=True	
=1127358	=30416	=1137563	=True	
=1127359	=30416	=1046874	=False	
=1127360	=30416	=1034813	=False	
=1127361	=30416	=1034819	=False	
=1127362	=30416	=1035054	=False	
=1127363	=30416	=1035048	=False	
=1127364	=30416	=1034815	=False	
=1127365	=30416	=1034619	=False	
=1127366	=30416	=1034816	=False	
=1127367	=30416	=1099022	=False	
=1127368	=30416	=1035265	=False	
=1127369	=30416	=1034844	=False	
=1127370	=30416	=1113831	=False	
=1127371	=30416	=1136644	=True	
=1127372	=30416	=1034554	=False	
=1127373	=30416	=1034698	=False	
=1127374	=30416	=1034652	=False	
=1127375	=30416	=1112642	=False	
=1127376	=30417	=635796	=False	
=1127377	=30417	=611009	=True	
=1127378	=30417	=635503	=False	
=1127379	=30417	=611153	=True	
=1127380	=30417	=1145591	=True	
=1127381	=30417	=635922	=False	
=1127382	=30417	=1145615	=True	
=1127383	=30417	=1145536	=False	
=1127384	=30417	=636083	=False	
=1127385	=30417	=635496	=False	
=1127386	=30417	=1145614	=True	
=1127387	=30417	=644517	=False	
=1127388	=30417	=644519	=False	
=1127389	=30417	=633914	=False	
=1127390	=30417	=1146512	=False	
=1127391	=30417	=1167155	=False	
=1127392	=30417	=636096	=False	
=1127393	=30417	=635214	=False	
=1127394	=30417	=635658	=False	
=1127395	=30417	=644513	=False	
=1127396	=30417	=1146110	=False	
=1127397	=30417	=635179	=False	
=1127398	=30417	=1177965	=False	
=1127399	=30417	=1177967	=False	
=1127400	=30417	=1177968	=False	
=1127401	=30417	=1177970	=False	
=1127402	=30417	=1166812	=False	
=1127403	=30417	=635090	=False	
=1127404	=30417	=1145795	=False	
=1127405	=30417	=1145804	=False	
=1127406	=30417	=1145793	=False	
=1127407	=30417	=1145803	=False	
=1127408	=30417	=1145800	=False	
=1127409	=30417	=1144553	=True	
=1127410	=30417	=614657	=True	
=1127411	=30417	=1145801	=False	
=1127412	=30417	=1145797	=False	
=1127413	=30417	=1145791	=False	
=1127414	=30417	=633879	=True	
=1127415	=30417	=635676	=True	
=1127416	=30416	=1035224	=False	
=1127417	=30416	=1035174	=False	
=1127418	=30416	=1034653	=False	
=1127419	=30416	=1034741	=False	
=1127420	=30416	=1035172	=False	
=1127421	=30416	=1034918	=False	
=1127422	=30416	=1177962	=False	
=1127423	=30418	=1035072	=False	
=1127424	=30418	=1035093	=False	
=1127425	=30418	=1035160	=False	
=1127426	=30418	=1035074	=True	
=1127427	=30418	=1035107	=True	
=1127428	=30418	=1146460	=True	
=1127429	=30418	=1035232	=False	
=1127430	=30418	=1035091	=False	
=1127431	=30418	=1035116	=True	
=1127432	=30418	=1035153	=True	
=1127433	=30418	=1035221	=False	
=1127434	=30418	=1035231	=False	
=1127435	=30418	=1136643	=True	
=1127436	=30418	=1034704	=False	
=1127437	=30418	=1136153	=False	
=1127438	=30418	=1034790	=False	
=1127439	=30418	=1034581	=False	
=1127440	=30418	=1034884	=True	
=1127441	=30418	=1136423	=False	
=1127442	=30418	=1034864	=False	
=1127443	=30418	=1136301	=False	
=1127444	=30418	=1034641	=False	
=1127445	=30418	=1098571	=False	
=1127446	=30418	=1136576	=False	
=1127447	=30418	=1035011	=False	
=1127448	=30418	=1133777	=False	
=1127449	=30418	=1034646	=False	
=1127450	=30418	=1034618	=True	
=1127451	=30418	=1136648	=False	
=1127452	=30418	=1136577	=True	
=1127453	=30418	=1034891	=True	
=1127454	=30418	=1136485	=True	
=1127455	=30418	=1034851	=True	
=1127456	=30418	=1136053	=True	
=1127457	=30417	=635207	=False	
=1127458	=30417	=644515	=False	
=1127459	=30417	=611215	=False	
=1127460	=30419	=635208	=True	
=1127461	=30419	=635413	=True	
=1127462	=30419	=635501	=True	
=1127463	=30419	=635490	=True	
=1127464	=30419	=635565	=True	
=1127465	=30419	=635732	=True	
=1127466	=30419	=635175	=True	
=1127467	=30419	=635948	=True	
=1127468	=30419	=635191	=True	
=1127469	=30419	=635189	=True	
=1127470	=30419	=635683	=True	
=1127471	=30419	=635699	=True	
=1127472	=30419	=635495	=True	
=1127473	=30419	=635180	=True	
=1127474	=30419	=614705	=True	
=1127475	=30419	=635287	=True	
=1127476	=30419	=615290	=True	
=1127477	=30419	=641547	=True	
=1127478	=30419	=608396	=True	
=1127479	=30419	=603448	=True	
=1127480	=30419	=642151	=True	
=1127481	=30419	=608792	=True	
=1127482	=30419	=608806	=True	
=1127483	=30419	=1109925	=True	
=1127484	=30419	=608789	=True	
=1127485	=30419	=614586	=True	
=1127486	=30419	=636117	=True	
=1127487	=30419	=608591	=True	
=1127488	=30419	=1166993	=False	
=1127489	=30419	=1166994	=False	
=1127490	=30419	=1167026	=False	
=1127491	=30419	=1167028	=False	
=1127492	=30419	=1167083	=False	
=1127493	=30419	=1167085	=False	
=1127494	=30419	=614775	=False	
=1127495	=30419	=614636	=False	
=1127496	=30419	=614735	=False	
=1127497	=30419	=614666	=True	
=1127498	=30419	=636465	=False	
=1127499	=30419	=636475	=False	
=1127500	=30419	=636462	=False	
=1127501	=30419	=633585	=False	
=1127502	=30419	=615280	=False	
=1127503	=30419	=636454	=True	
=1127504	=30419	=633649	=False	
=1127505	=30419	=603552	=False	
=1127506	=30419	=633647	=False	
=1127507	=30419	=633613	=True	
=1127508	=30419	=636461	=False	
=1127509	=30419	=633896	=False	
=1127510	=30419	=609291	=True	
=1127511	=30419	=603565	=True	
=1127512	=30419	=614778	=False	
=1127513	=30419	=633655	=False	
=1127514	=30419	=614746	=False	
=1127515	=30419	=614723	=True	
=1127516	=30419	=639760	=False	
=1127517	=30419	=639762	=False	
=1127518	=30419	=614826	=False	
=1127519	=30419	=610921	=False	
=1127520	=30419	=603423	=False	
=1127521	=30419	=636452	=True	
=1127522	=30419	=633700	=False	
=1127523	=30419	=637559	=False	
=1127524	=30419	=614819	=True	
=1127525	=30419	=636470	=True	
=1127526	=30419	=614836	=False	
=1127527	=30419	=641561	=False	
=1127528	=30419	=639739	=True	
=1127529	=30419	=636477	=True	
=1127530	=30419	=636471	=True	
=1127531	=30419	=614743	=True	
=1127532	=30419	=603458	=True	
=1127533	=30419	=610778	=True	
=1127534	=30419	=610955	=True	
=1127535	=30418	=1034617	=False	
=1127536	=30418	=1035071	=False	
=1127537	=30418	=1035128	=False	
=1127538	=30418	=1035271	=False	
=1127539	=30418	=1034885	=False	
=1127540	=30418	=1034838	=False	
=1127541	=30418	=1033131	=False	
=1127542	=30418	=1034826	=False	
=1127543	=30418	=1034802	=False	
=1127544	=30420	=1166942	=False	
=1127545	=30420	=1166944	=False	
=1127546	=30420	=1177932	=False	
=1127547	=30420	=1177933	=False	
=1127548	=30420	=614767	=False	
=1127549	=30420	=603549	=True	
=1127550	=30420	=603773	=False	
=1127551	=30420	=1145870	=False	
=1127552	=30420	=604462	=False	
=1127553	=30420	=1108782	=False	
=1127554	=30420	=642149	=True	
=1127555	=30420	=1108931	=False	
=1127556	=30420	=1146531	=False	
=1127557	=30420	=610773	=False	
=1127558	=30420	=634998	=False	
=1127559	=30420	=641463	=False	
=1127560	=30420	=1108417	=False	
=1127561	=30420	=635366	=False	
=1127562	=30420	=1145878	=False	
=1127563	=30420	=1167069	=False	
=1127564	=30420	=1167071	=False	
=1127565	=30420	=1166960	=False	
=1127566	=30420	=1166962	=False	
=1127567	=30420	=1166969	=False	
=1127568	=30420	=1166971	=False	
=1127569	=30420	=1109736	=True	
=1127570	=30420	=639768	=True	
=1127571	=30420	=1109407	=False	
=1127572	=30420	=633618	=False	
=1127573	=30420	=636002	=True	
=1127574	=30420	=614757	=False	
=1127575	=30420	=614642	=False	
=1127576	=30420	=604329	=False	
=1127577	=30420	=1109728	=False	
=1127578	=30420	=1109912	=False	
=1127579	=30420	=1109429	=True	
=1127580	=30420	=1109844	=True	
=1127581	=30420	=1109830	=True	
=1127582	=30420	=1177974	=False	
=1127583	=30420	=635241	=True	
=1127584	=30420	=1144515	=False	
=1127585	=30421	=1166885	=False	
=1127586	=30421	=1166886	=False	
=1127587	=30421	=1146537	=False	
=1127588	=30421	=1108695	=True	
=1127589	=30421	=1109667	=True	
=1127590	=30421	=1109606	=True	
=1127591	=30421	=1146556	=True	
=1127592	=30421	=614640	=True	
=1127593	=30421	=611030	=True	
=1127594	=30421	=635154	=True	
=1127595	=30421	=1146178	=True	
=1127596	=30421	=610861	=False	
=1127597	=30421	=635153	=False	
=1127598	=30421	=633887	=True	
=1127599	=30421	=635150	=False	
=1127600	=30421	=611179	=False	
=1127601	=30421	=635142	=True	
=1127602	=30421	=611053	=False	
=1127603	=30421	=1146134	=True	
=1127604	=30421	=611250	=True	
=1127605	=30421	=1108542	=True	
=1127606	=30421	=1109455	=True	
=1127607	=30421	=611029	=True	
=1127608	=30421	=614584	=True	
=1127609	=30421	=614731	=True	
=1127610	=30421	=1109635	=True	
=1127611	=30421	=633632	=True	
=1127612	=30421	=615372	=True	
=1127613	=30421	=614718	=True	
=1127614	=30421	=603387	=False	
=1127615	=30421	=603438	=False	
=1127616	=30421	=603619	=True	
=1127617	=30421	=1109655	=True	
=1127618	=30421	=1108335	=True	
=1127619	=30421	=635147	=False	
=1127620	=30421	=1109630	=True	
=1127621	=30421	=1177946	=False	
=1127622	=30421	=1177948	=False	
=1127623	=30421	=633852	=False	
=1127624	=30421	=633754	=False	
=1127625	=30421	=633755	=False	
=1127626	=30421	=604402	=False	
=1127627	=30421	=1146514	=False	
=1127628	=30421	=1146516	=False	
=1127629	=30421	=1146518	=False	
=1127630	=30421	=1146520	=False	
=1127631	=30421	=614874	=True	
=1127632	=30421	=614748	=False	
=1127633	=30421	=615378	=False	
=1127634	=30421	=603369	=False	
=1127635	=30421	=642145	=False	
=1127636	=30421	=642146	=False	
=1127637	=30421	=615277	=False	
=1127638	=30421	=642144	=False	
=1127639	=30421	=615370	=False	
=1127640	=30421	=633817	=False	
=1127641	=30421	=615319	=False	
=1127642	=30421	=615400	=True	
=1127643	=30422	=1166882	=False	
=1127644	=30422	=1166883	=False	
=1127645	=30422	=1166922	=False	
=1127646	=30422	=1166919	=False	
=1127647	=30422	=1166921	=False	
=1127648	=30422	=1166924	=False	
=1127649	=30422	=639848	=True	
=1127650	=30422	=637593	=False	
=1127651	=30422	=635977	=True	
=1127652	=30422	=608650	=False	
=1127653	=30422	=637616	=False	
=1127654	=30422	=642150	=False	
=1127655	=30422	=633737	=False	
=1127656	=30422	=635157	=False	
=1127657	=30422	=611181	=False	
=1127658	=30422	=635224	=False	
=1127659	=30422	=1109392	=False	
=1127660	=30422	=635960	=True	
=1127661	=30422	=614858	=True	
=1127662	=30422	=603617	=False	
=1127663	=30422	=635974	=True	
=1127664	=30422	=635971	=True	
=1127665	=30422	=1146510	=True	
=1127666	=30422	=1166950	=False	
=1127667	=30422	=1166952	=False	
=1127668	=30422	=1145663	=False	
=1127669	=30422	=1145842	=False	
=1127670	=30422	=1167065	=False	
=1127671	=30422	=1167067	=False	
=1127672	=30422	=636365	=False	
=1127673	=30422	=635927	=True	
=1127674	=30422	=637617	=False	
=1127675	=30422	=611242	=False	
=1127676	=30422	=635738	=False	
=1127677	=30422	=637697	=True	
=1127678	=30422	=608771	=False	
=1127679	=30422	=637775	=True	
=1127680	=30422	=636119	=True	
=1127681	=30422	=641554	=False	
=1127682	=30422	=637783	=True	
=1127683	=30422	=637757	=True	
=1127684	=30422	=641550	=False	
=1127685	=30422	=635705	=False	
=1127686	=30422	=635733	=False	
=1127687	=30422	=635730	=False	
=1127688	=30422	=635222	=False	
=1127689	=30422	=608718	=False	
=1127690	=30422	=1145845	=False	
=1127691	=30423	=639878	=False	
=1127692	=30423	=1167038	=False	
=1127693	=30423	=1167040	=False	
=1127694	=30423	=1166968	=False	
=1127695	=30423	=1166966	=False	
=1127696	=30423	=604144	=False	
=1127697	=30423	=636100	=False	
=1127698	=30423	=604157	=False	
=1127699	=30423	=604187	=True	
=1127700	=30423	=635158	=False	
=1127701	=30423	=639891	=False	
=1127702	=30423	=635162	=False	
=1127703	=30423	=641530	=False	
=1127704	=30423	=636023	=False	
=1127705	=30423	=636118	=False	
=1127706	=30423	=1046894	=False	
=1127707	=30423	=641572	=False	
=1127708	=30423	=1109481	=False	
=1127709	=30423	=639906	=True	
=1127710	=30423	=635642	=False	
=1127711	=30423	=1104226	=False	
=1127712	=30423	=641526	=True	
=1127713	=30423	=1145818	=False	
=1127714	=30423	=636138	=False	
=1127715	=30423	=639904	=True	
=1127716	=30423	=641573	=False	
=1127717	=30423	=641534	=False	
=1127718	=30423	=641569	=False	
=1127719	=30423	=636200	=False	
=1127720	=30423	=639883	=False	
=1127721	=30423	=635643	=False	
=1127722	=30423	=1145531	=False	
=1127723	=30423	=604018	=False	
=1127724	=30423	=639879	=True	
