Id	MachineId	ItemId	Name	GroupName	Inventory	Par	Capacity	AlertLevel	PriceInCents	DesiredPriceInCents	CoilOrder	RowIndex	ColumnIndex	NameAlpha	NameNumber	VendsSinceInitializationQuantity	LastSaleDateTime	Deleted	CanBeRestored	
=564	=45	=938	=D9	[NULL]	=8	=8	=8	=1	=175	=175	=36	[NULL]	[NULL]	=D	=9	=1153	=08/14/2013 13:32:39	=False	=False	
=565	=45	=992	=E1	[NULL]	=7	=8	=8	=1	=125	=125	=37	[NULL]	[NULL]	=E	=1	=1120	=08/16/2013 17:32:39	=False	=False	
=566	=45	=995	=E2	[NULL]	=7	=8	=8	=1	=175	=175	=38	[NULL]	[NULL]	=E	=2	=1143	=08/07/2013 15:17:55	=False	=False	
=567	=45	=993	=E3	[NULL]	=8	=8	=8	=1	=175	=175	=39	[NULL]	[NULL]	=E	=3	=1214	=08/16/2013 17:32:39	=False	=False	
=568	=45	=996	=E4	[NULL]	=7	=8	=8	=1	=175	=175	=40	[NULL]	[NULL]	=E	=4	=1243	=07/31/2013 23:12:23	=False	=False	
=569	=45	=910	=E5	=F	=32	=40	=40	=5	=125	=125	=41	[NULL]	[NULL]	=E	=5	=1522	=08/20/2013 13:35:08	=False	=False	
=570	=45	=910	=E6	=F	=0	=0	=0	=-1000	=125	=125	=42	[NULL]	[NULL]	=E	=6	=1311	=08/15/2013 13:32:34	=False	=False	
=571	=45	=910	=E7	=F	=0	=0	=0	=-1000	=125	=125	=43	[NULL]	[NULL]	=E	=7	=1318	=08/12/2013 17:30:41	=False	=False	
=572	=45	=910	=E8	=F	=0	=0	=0	=-1000	=125	=125	=44	[NULL]	[NULL]	=E	=8	=1279	=08/20/2013 17:34:58	=False	=False	
=573	=45	=910	=E9	=F	=0	=0	=0	=-1000	=125	=125	=45	[NULL]	[NULL]	=E	=9	=958	=07/29/2013 19:13:36	=False	=False	
=574	=45	=2	=F1	=9	=0	=0	[NULL]	=0	=250	=300	=46	[NULL]	[NULL]	=F	=1	=0	[NULL]	=False	=False	
=575	=45	=2	=F2	=9	=0	=0	[NULL]	=-1000	=250	=300	=47	[NULL]	[NULL]	=F	=2	=0	[NULL]	=False	=False	
=576	=45	=2	=F3	=9	=0	=0	[NULL]	=-1000	=250	=300	=48	[NULL]	[NULL]	=F	=3	=0	[NULL]	=False	=False	
=577	=45	=2	=F4	=9	=0	=0	[NULL]	=-1000	=250	=300	=49	[NULL]	[NULL]	=F	=4	=0	[NULL]	=False	=False	
=578	=45	=2	=F5	=9	=0	=0	[NULL]	=-1000	=250	=300	=50	[NULL]	[NULL]	=F	=5	=0	[NULL]	=False	=False	
=579	=45	=2	=F6	=9	=0	=0	[NULL]	=-1000	=250	=300	=51	[NULL]	[NULL]	=F	=6	=0	[NULL]	=False	=False	
=580	=45	=2	=F7	=9	=0	=0	[NULL]	=-1000	=250	=300	=52	[NULL]	[NULL]	=F	=7	=0	[NULL]	=False	=False	
=581	=45	=2	=F8	=9	=0	=0	[NULL]	=-1000	=250	=300	=53	[NULL]	[NULL]	=F	=8	=0	[NULL]	=False	=False	
=582	=45	=2	=F9	=9	=0	=0	[NULL]	=-1000	=250	=300	=54	[NULL]	[NULL]	=F	=9	=0	[NULL]	=False	=False	
=662	=51	=910	=1	=A	=44	=48	=72	=6	=125	=125	=1	[NULL]	[NULL]	=	=1	=1347	=08/21/2013 14:00:43	=False	=False	
=663	=51	=910	=3	=A	=0	=0	=0	=-1000	=125	=125	=2	[NULL]	[NULL]	=	=3	=1264	=08/20/2013 13:58:43	=False	=False	
=664	=51	=929	=5	[NULL]	=16	=18	=36	=4	=175	=175	=3	[NULL]	[NULL]	=	=5	=1212	=08/01/2013 13:51:26	=False	=False	
=665	=51	=931	=6	[NULL]	=10	=18	=36	=4	=175	=175	=4	[NULL]	[NULL]	=	=6	=763	=08/20/2013 13:58:43	=False	=False	
=666	=51	=921	=7	[NULL]	=18	=18	=36	=4	=175	=175	=5	[NULL]	[NULL]	=	=7	=1099	=07/27/2013 13:49:10	=False	=False	
=667	=51	=938	=8	[NULL]	=12	=12	=36	=4	=175	=175	=6	[NULL]	[NULL]	=	=8	=620	=06/08/2013 13:18:30	=False	=False	
=668	=51	=1146	=9	[NULL]	=9	=12	=36	=2	=175	=175	=7	[NULL]	[NULL]	=	=9	=699	=08/19/2013 21:58:39	=False	=False	
=669	=51	=947	=10	[NULL]	=8	=12	=36	=2	=175	=175	=8	[NULL]	[NULL]	=	=10	=538	=08/08/2013 13:53:48	=False	=False	
=670	=51	=993	=11	[NULL]	=12	=12	=36	=2	=175	=175	=9	[NULL]	[NULL]	=	=11	=374	=07/18/2013 17:38:31	=False	=False	
=671	=51	=995	=12	[NULL]	=9	=12	=36	=2	=175	=175	=10	[NULL]	[NULL]	=	=12	=372	=08/20/2013 13:58:43	=False	=False	
=672	=54	=910	=1	=A	=87	=96	=216	=24	=125	=125	=1	[NULL]	[NULL]	=	=1	=722	=02/19/2013 09:33:35	=False	=False	
=673	=54	=910	=2	=A	=0	=0	=0	=-1000	=125	=125	=2	[NULL]	[NULL]	=	=2	=3027	=08/20/2013 17:35:15	=False	=False	
=674	=54	=910	=3	=A	=0	=0	=0	=-1000	=125	=125	=3	[NULL]	[NULL]	=	=3	=3032	=08/20/2013 13:34:54	=False	=False	
=675	=54	=910	=4	=A	=0	=0	=0	=-1000	=125	=125	=4	[NULL]	[NULL]	=	=4	=521	=08/14/2013 13:32:36	=False	=False	
=676	=54	=910	=5	=A	=0	=0	=0	=-1000	=125	=125	=5	[NULL]	[NULL]	=	=5	=1245	=05/10/2013 13:02:26	=False	=False	
=677	=54	=910	=6	=A	=0	=0	=0	=-1000	=125	=125	=6	[NULL]	[NULL]	=	=6	=2190	=07/11/2013 12:50:17	=False	=False	
=678	=54	=910	=7	=A	=0	=0	=0	=-1000	=125	=125	=7	[NULL]	[NULL]	=	=7	=2121	=07/11/2013 12:50:17	=False	=False	
=679	=54	=910	=8	=A	=0	=0	=0	=-1000	=125	=125	=8	[NULL]	[NULL]	=	=8	=1205	=05/17/2013 16:42:39	=False	=False	
=680	=54	=992	=9	[NULL]	=9	=12	=36	=4	=175	=175	=9	[NULL]	[NULL]	=	=9	=666	=07/27/2013 17:00:17	=False	=False	
=681	=54	=993	=10	[NULL]	=7	=12	=36	=4	=175	=175	=10	[NULL]	[NULL]	=	=10	=1393	=07/09/2013 08:50:14	=False	=False	
=682	=54	=1154	=11	[NULL]	=4	=12	=36	=4	=175	=175	=11	[NULL]	[NULL]	=	=11	=942	=08/21/2013 17:35:06	=False	=False	
=683	=54	=995	=12	[NULL]	=7	=12	=36	=4	=175	=175	=12	[NULL]	[NULL]	=	=12	=697	=07/16/2013 16:55:49	=False	=False	
=684	=35	=1012	=1	[NULL]	=6	=16	=32	=4	=175	=175	=1	[NULL]	[NULL]	=	=1	=10165	=08/21/2013 21:29:33	=False	=False	
=685	=35	=912	=2	[NULL]	=12	=16	=32	=4	=175	=175	=2	[NULL]	[NULL]	=	=2	=7693	=06/22/2013 13:00:07	=False	=False	
=686	=35	=1132	=3	[NULL]	=8	=12	=32	=4	=175	=175	=3	[NULL]	[NULL]	=	=3	=8737	=08/21/2013 13:29:27	=False	=False	
=687	=35	=911	=4	[NULL]	=16	=24	=32	=4	=100	=100	=4	[NULL]	[NULL]	=	=4	=9434	=08/20/2013 17:27:12	=False	=False	
=688	=35	=990	=5	[NULL]	=10	=16	=32	=4	=175	=175	=5	[NULL]	[NULL]	=	=5	=6235	=08/19/2013 21:28:26	=False	=False	
=689	=35	=998	=6	[NULL]	=11	=16	=32	=4	=175	=175	=6	[NULL]	[NULL]	=	=6	=5913	=08/17/2013 13:27:10	=False	=False	
=690	=35	=999	=7	[NULL]	=15	=16	=32	=4	=175	=175	=7	[NULL]	[NULL]	=	=7	=4421	=08/16/2013 13:26:59	=False	=False	
=691	=35	=993	=8	[NULL]	=9	=12	=32	=4	=175	=175	=8	[NULL]	[NULL]	=	=8	=4648	=08/20/2013 17:27:12	=False	=False	
=692	=35	=995	=9	[NULL]	=7	=12	=32	=4	=175	=175	=9	[NULL]	[NULL]	=	=9	=3331	=07/02/2013 09:04:52	=False	=False	
=693	=35	=919	=10	[NULL]	=12	=16	=32	=4	=300	=300	=10	[NULL]	[NULL]	=	=10	=3745	=08/16/2013 17:26:49	=False	=False	
=764	=9	=929	=1	=A	=14	=18	=32	=4	=175	=175	=1	[NULL]	[NULL]	=	=1	=990	=08/20/2013 00:58:37	=False	=False	
=765	=9	=929	=2	=A	=0	=0	=0	=-1000	=175	=175	=2	[NULL]	[NULL]	=	=2	=3967	=08/21/2013 17:00:52	=False	=False	
=766	=9	=931	=3	=B	=15	=18	=32	=4	=175	=175	=3	[NULL]	[NULL]	=	=3	=5350	=08/16/2013 12:58:24	=False	=False	
=767	=9	=931	=4	=B	=0	=0	=0	=-1000	=175	=175	=4	[NULL]	[NULL]	=	=4	=474	=08/21/2013 17:00:52	=False	=False	
=768	=9	=921	=5	[NULL]	=15	=18	=32	=4	=175	=175	=5	[NULL]	[NULL]	=	=5	=2761	=08/21/2013 17:00:52	=False	=False	
=769	=9	=947	=6	[NULL]	=3	=12	=32	=4	=175	=175	=6	[NULL]	[NULL]	=	=6	=2232	=08/21/2013 21:00:41	=False	=False	
=770	=9	=926	=7	[NULL]	=8	=12	=32	=4	=175	=175	=7	[NULL]	[NULL]	=	=7	=1855	=08/12/2013 08:56:13	=False	=False	
=771	=9	=914	=8	[NULL]	=6	=12	=32	=4	=175	=175	=8	[NULL]	[NULL]	=	=8	=1037	=08/21/2013 21:00:41	=False	=False	
=772	=9	=995	=9	[NULL]	=3	=12	=32	=4	=175	=175	=9	[NULL]	[NULL]	=	=9	=1639	=08/21/2013 13:00:49	=False	=False	
=773	=9	=1146	=10	[NULL]	=12	=12	=32	=4	=175	=175	=10	[NULL]	[NULL]	=	=10	=1491	=08/08/2013 11:36:05	=False	=False	
=774	=9	=922	=11	[NULL]	=12	=12	=32	=4	=175	=175	=11	[NULL]	[NULL]	=	=11	=1389	=07/29/2013 16:49:10	=False	=False	
=775	=9	=1154	=12	[NULL]	=8	=12	=32	=4	=175	=175	=12	[NULL]	[NULL]	=	=12	=1362	=08/20/2013 12:58:50	=False	=False	
=811	=10	=910	=1	=A	=66	=144	=240	=36	=125	=125	=1	[NULL]	[NULL]	=	=1	=496	=07/29/2013 10:15:31	=False	=False	
=812	=10	=910	=2	=A	=0	=0	=0	=-1000	=125	=125	=2	[NULL]	[NULL]	=	=2	=3998	=08/19/2013 22:24:13	=False	=False	
=813	=10	=910	=3	=A	=0	=0	=0	=-1000	=125	=125	=3	[NULL]	[NULL]	=	=3	=6926	=08/21/2013 22:26:27	=False	=False	
=814	=10	=910	=4	=A	=0	=0	=0	=-1000	=125	=125	=4	[NULL]	[NULL]	=	=4	=273	=07/23/2013 18:11:24	=False	=False	
=815	=10	=910	=5	=A	=0	=0	=0	=-1000	=125	=125	=5	[NULL]	[NULL]	=	=5	=128	=08/08/2013 18:19:25	=False	=False	
=816	=10	=910	=6	=A	=0	=0	=0	=-1000	=125	=125	=6	[NULL]	[NULL]	=	=6	=1703	=08/19/2013 10:24:10	=False	=False	
=817	=10	=910	=7	=A	=0	=0	=0	=-1000	=125	=125	=7	[NULL]	[NULL]	=	=7	=2536	=08/21/2013 18:26:19	=False	=False	
=818	=10	=910	=8	=A	=0	=0	=0	=-1000	=125	=125	=8	[NULL]	[NULL]	=	=8	=191	=06/08/2013 13:51:30	=False	=False	
=819	=10	=910	=9	=A	=0	=0	=0	=-1000	=125	=125	=9	[NULL]	[NULL]	=	=9	=60	=06/29/2013 14:01:54	=False	=False	
=820	=10	=910	=10	=A	=0	=0	=0	=-1000	=125	=125	=10	[NULL]	[NULL]	=	=10	=347	=08/21/2013 14:26:14	=False	=False	
=821	=10	=910	=11	=A	=0	=0	=0	=-1000	=125	=125	=11	[NULL]	[NULL]	=	=11	=458	=07/23/2013 18:11:24	=False	=False	
=822	=10	=910	=12	=A	=0	=0	=0	=-1000	=125	=125	=12	[NULL]	[NULL]	=	=12	=63	=06/15/2013 13:54:04	=False	=False	
=823	=7	=1012	=1	[NULL]	=10	=18	=32	=4	=175	=175	=1	[NULL]	[NULL]	=	=1	=6152	=08/21/2013 21:32:10	=False	=False	
=824	=7	=912	=2	[NULL]	=10	=12	=32	=4	=175	=175	=2	[NULL]	[NULL]	=	=2	=5874	=08/15/2013 13:29:46	=False	=False	
=825	=7	=933	=3	[NULL]	=7	=12	=32	=4	=350	=350	=3	[NULL]	[NULL]	=	=3	=2103	=08/21/2013 21:32:10	=False	=False	
=826	=7	=990	=4	[NULL]	=15	=18	=32	=4	=175	=175	=4	[NULL]	[NULL]	=	=4	=4286	=08/21/2013 21:32:10	=False	=False	
=827	=7	=999	=5	[NULL]	=8	=12	=32	=4	=175	=175	=5	[NULL]	[NULL]	=	=5	=2568	=08/21/2013 21:32:10	=False	=False	
=828	=7	=934	=6	[NULL]	=10	=12	=32	=4	=250	=250	=6	[NULL]	[NULL]	=	=6	=2619	=08/21/2013 21:32:10	=False	=False	
=829	=7	=998	=7	[NULL]	=6	=12	=32	=4	=175	=175	=7	[NULL]	[NULL]	=	=7	=3330	=08/21/2013 21:32:10	=False	=False	
=830	=7	=1132	=8	[NULL]	=9	=12	=32	=4	=175	=175	=8	[NULL]	[NULL]	=	=8	=3313	=08/07/2013 21:25:25	=False	=False	
=831	=7	=993	=9	[NULL]	=11	=12	=32	=4	=175	=175	=9	[NULL]	[NULL]	=	=9	=2176	=08/20/2013 13:32:14	=False	=False	
=832	=7	=911	=10	[NULL]	=12	=18	=32	=4	=100	=100	=10	[NULL]	[NULL]	=	=10	=2401	=08/21/2013 13:16:23	=False	=False	
=833	=5	=1148	=A1	[NULL]	=6	=9	=9	=2	=275	=275	=1	[NULL]	[NULL]	=A	=1	=111	=08/21/2013 11:08:54	=False	=False	
=834	=5	=1375	=A2	[NULL]	=8	=8	=8	=2	=275	=275	=2	[NULL]	[NULL]	=A	=2	=116	=08/20/2013 11:06:42	=False	=False	
=835	=5	=904	=A3	[NULL]	=7	=8	=8	=2	=275	=275	=3	[NULL]	[NULL]	=A	=3	=115	=08/20/2013 10:06:53	=False	=False	
=836	=5	=1342	=A4	[NULL]	=7	=8	=8	=2	=250	=250	=4	[NULL]	[NULL]	=A	=4	=131	=08/20/2013 08:06:55	=False	=False	
=837	=5	=1341	=A5	[NULL]	=7	=8	=8	=2	=250	=250	=5	[NULL]	[NULL]	=A	=5	=131	=08/13/2013 12:04:30	=False	=False	
=838	=5	=934	=A6	[NULL]	=5	=9	=9	=2	=250	=250	=6	[NULL]	[NULL]	=A	=6	=326	=08/21/2013 11:08:54	=False	=False	
=839	=5	=937	=A7	[NULL]	=7	=9	=9	=2	=250	=250	=7	[NULL]	[NULL]	=A	=7	=174	=08/21/2013 10:08:51	=False	=False	
=840	=5	=1094	=A8	[NULL]	=0	=8	=8	=2	=250	=250	=8	[NULL]	[NULL]	=A	=8	=190	=08/20/2013 19:06:37	=False	=False	
=841	=5	=1346	=A9	[NULL]	=0	=8	=9	=2	=150	=150	=9	[NULL]	[NULL]	=A	=9	=173	=08/20/2013 09:06:50	=False	=False	
=842	=5	=1146	=B1	[NULL]	=7	=8	=8	=2	=175	=175	=10	[NULL]	[NULL]	=B	=1	=130	=08/21/2013 11:08:54	=False	=False	
=843	=5	=1154	=B2	[NULL]	=6	=8	=8	=2	=175	=175	=11	[NULL]	[NULL]	=B	=2	=121	=08/21/2013 11:08:54	=False	=False	
=844	=5	=914	=B3	[NULL]	=7	=8	=8	=2	=175	=175	=12	[NULL]	[NULL]	=B	=3	=276	=08/21/2013 11:08:54	=False	=False	
=845	=5	=938	=B4	[NULL]	=8	=8	=8	=2	=175	=175	=13	[NULL]	[NULL]	=B	=4	=187	=08/19/2013 16:06:44	=False	=False	
=846	=5	=910	=B5	=A	=30	=40	=40	=8	=125	=125	=14	[NULL]	[NULL]	=B	=5	=301	=08/21/2013 11:08:54	=False	=False	
=847	=5	=910	=B6	=A	=0	=0	=0	=-1000	=125	=125	=15	[NULL]	[NULL]	=B	=6	=296	=08/21/2013 09:08:51	=False	=False	
=848	=5	=910	=B7	=A	=0	=0	=0	=-1000	=125	=125	=16	[NULL]	[NULL]	=B	=7	=291	=08/21/2013 18:08:57	=False	=False	
=849	=5	=910	=B8	=A	=0	=0	=0	=-1000	=125	=125	=17	[NULL]	[NULL]	=B	=8	=163	=08/21/2013 17:08:56	=False	=False	
=850	=5	=910	=B9	=A	=0	=0	=0	=-1000	=125	=125	=18	[NULL]	[NULL]	=B	=9	=67	=08/17/2013 08:06:28	=False	=False	
=851	=5	=1174	=C1	[NULL]	=5	=8	=8	=2	=175	=175	=19	[NULL]	[NULL]	=C	=1	=188	=08/21/2013 21:08:59	=False	=False	
=852	=5	=947	=C2	=B	=14	=16	=16	=2	=175	=175	=20	[NULL]	[NULL]	=C	=2	=189	=08/21/2013 13:08:38	=False	=False	
=853	=5	=947	=C3	=B	=0	=0	=0	=-1000	=175	=175	=21	[NULL]	[NULL]	=C	=3	=194	=08/16/2013 13:06:23	=False	=False	
=854	=5	=946	=C4	[NULL]	=5	=8	=8	=2	=175	=175	=22	[NULL]	[NULL]	=C	=4	=134	=08/21/2013 14:08:53	=False	=False	
=855	=5	=929	=C5	=C	=16	=16	=16	=2	=175	=175	=23	[NULL]	[NULL]	=C	=5	=267	=08/19/2013 20:06:46	=False	=False	
=856	=5	=929	=C6	=C	=0	=0	=0	=-1000	=175	=175	=24	[NULL]	[NULL]	=C	=6	=144	=08/19/2013 09:06:47	=False	=False	
=857	=5	=931	=C7	[NULL]	=8	=8	=8	=1	=175	=175	=25	[NULL]	[NULL]	=C	=7	=110	=08/13/2013 13:04:16	=False	=False	
=858	=5	=1028	=C8	[NULL]	=7	=8	=8	=1	=175	=175	=26	[NULL]	[NULL]	=C	=8	=99	=08/21/2013 10:08:51	=False	=False	
=859	=5	=928	=C9	[NULL]	=4	=8	=8	=1	=175	=175	=27	[NULL]	[NULL]	=C	=9	=100	=08/21/2013 13:08:38	=False	=False	
=860	=5	=926	=D1	=G	=8	=16	=16	=2	=175	=175	=28	[NULL]	[NULL]	=D	=1	=367	=08/21/2013 19:08:58	=False	=False	
=861	=5	=926	=D2	=G	=0	=0	=0	=-1000	=175	=175	=29	[NULL]	[NULL]	=D	=2	=156	=08/21/2013 11:08:54	=False	=False	
=862	=5	=923	=D3	[NULL]	=8	=8	=8	=2	=175	=175	=30	[NULL]	[NULL]	=D	=3	=235	=07/31/2013 17:57:38	=False	=False	
=863	=5	=922	=D4	=F	=11	=16	=16	=2	=175	=175	=31	[NULL]	[NULL]	=D	=4	=320	=08/21/2013 13:08:38	=False	=False	
=864	=5	=922	=D5	=F	=0	=0	=0	=-1000	=175	=175	=32	[NULL]	[NULL]	=D	=5	=249	=08/21/2013 11:08:54	=False	=False	
=865	=5	=927	=D6	=D	=15	=16	=16	=1	=175	=175	=33	[NULL]	[NULL]	=D	=6	=271	=08/20/2013 17:06:51	=False	=False	
=866	=5	=927	=D7	=D	=0	=0	=0	=-1000	=175	=175	=34	[NULL]	[NULL]	=D	=7	=402	=08/20/2013 11:06:42	=False	=False	
=867	=5	=921	=D8	=E	=9	=16	=16	=4	=175	=175	=35	[NULL]	[NULL]	=D	=8	=284	=08/21/2013 14:08:53	=False	=False	
=868	=5	=921	=D9	=E	=0	=0	=0	=-1000	=175	=175	=36	[NULL]	[NULL]	=D	=9	=149	=08/21/2013 08:06:49	=False	=False	
=869	=5	=995	=E1	[NULL]	=8	=8	=8	=2	=175	=175	=37	[NULL]	[NULL]	=E	=1	=133	=08/20/2013 11:06:42	=False	=False	
=870	=5	=996	=E2	[NULL]	=7	=8	=8	=2	=175	=175	=38	[NULL]	[NULL]	=E	=2	=103	=08/20/2013 11:06:42	=False	=False	
=871	=5	=1244	=E3	[NULL]	=8	=8	=8	=2	=190	=190	=39	[NULL]	[NULL]	=E	=3	=234	=08/20/2013 11:06:42	=False	=False	
=872	=5	=1327	=E4	[NULL]	=7	=8	=8	=2	=190	=190	=40	[NULL]	[NULL]	=E	=4	=79	=08/20/2013 11:06:42	=False	=False	
=873	=5	=1343	=E5	[NULL]	=7	=8	=8	=2	=190	=190	=41	[NULL]	[NULL]	=E	=5	=137	=08/19/2013 07:06:43	=False	=False	
=874	=5	=1105	=E6	[NULL]	=7	=8	=8	=2	=190	=190	=42	[NULL]	[NULL]	=E	=6	=155	=08/21/2013 09:08:51	=False	=False	
=875	=5	=1130	=E7	[NULL]	=8	=8	=8	=2	=190	=190	=43	[NULL]	[NULL]	=E	=7	=70	=08/15/2013 11:04:34	=False	=False	
=876	=5	=1074	=E8	[NULL]	=7	=8	=8	=2	=190	=190	=44	[NULL]	[NULL]	=E	=8	=199	=08/15/2013 11:04:34	=False	=False	
=877	=5	=1073	=E9	[NULL]	=6	=8	=8	=2	=190	=190	=45	[NULL]	[NULL]	=E	=9	=255	=08/21/2013 13:08:38	=False	=False	
=878	=3	=1012	=1	[NULL]	=16	=24	=32	=4	=175	=175	=1	[NULL]	[NULL]	=	=1	=10690	=08/21/2013 18:12:30	=False	=False	
=879	=3	=912	=2	[NULL]	=11	=12	=32	=4	=175	=175	=2	[NULL]	[NULL]	=	=2	=4186	=08/09/2013 18:05:26	=False	=False	
=880	=3	=990	=3	[NULL]	=15	=24	=32	=4	=175	=175	=3	[NULL]	[NULL]	=	=3	=9164	=08/21/2013 14:12:27	=False	=False	
=881	=3	=921	=4	[NULL]	=20	=24	=32	=4	=175	=175	=4	[NULL]	[NULL]	=	=4	=8821	=08/20/2013 14:12:16	=False	=False	
=882	=3	=919	=5	[NULL]	=16	=18	=32	=4	=300	=300	=5	[NULL]	[NULL]	=	=5	=6574	=08/21/2013 14:12:27	=False	=False	
=883	=3	=998	=6	[NULL]	=11	=18	=32	=2	=175	=175	=6	[NULL]	[NULL]	=	=6	=5980	=08/21/2013 22:12:34	=False	=False	
=884	=3	=1132	=7	[NULL]	=5	=12	=32	=2	=175	=175	=7	[NULL]	[NULL]	=	=7	=4494	=08/21/2013 14:12:27	=False	=False	
=885	=3	=934	=8	[NULL]	=12	=12	=32	=2	=250	=250	=8	[NULL]	[NULL]	=	=8	=4680	=08/19/2013 18:10:12	=False	=False	
=886	=3	=993	=9	[NULL]	=8	=12	=32	=2	=175	=175	=9	[NULL]	[NULL]	=	=9	=6934	=08/20/2013 10:12:30	=False	=False	
=887	=3	=933	=10	[NULL]	=15	=16	=32	=4	=350	=350	=10	[NULL]	[NULL]	=	=10	=5324	=08/20/2013 14:12:16	=False	=False	
=888	=1	=966	=A0	[NULL]	=6	=9	=9	=1	=100	=100	=1	[NULL]	[NULL]	=A	=0	=2	=08/21/2013 11:55:42	=True	=False	
=889	=1	=1	=A2	[NULL]	=9	=11	=11	=1	=100	=100	=2	[NULL]	[NULL]	=A	=2	=1	=08/21/2013 16:55:57	=True	=False	
=890	=1	=1	=A4	[NULL]	=8	=9	=9	=1	=100	=100	=3	[NULL]	[NULL]	=A	=4	=0	=08/21/2013 10:55:46	=True	=False	
=891	=1	=1	=A6	=GR	=4	=9	=9	=1	=100	=100	=4	[NULL]	[NULL]	=A	=6	=2	=08/21/2013 19:55:42	=True	=True	
=892	=1	=1	=A8	=GR	=8	=9	=9	=1	=100	=100	=5	[NULL]	[NULL]	=A	=8	=0	=08/20/2013 18:55:43	=False	=False	
=893	=1	=1	=B0	=GR	=6	=9	=9	=2	=100	=100	=6	[NULL]	[NULL]	=B	=0	=1	=08/21/2013 19:55:42	=False	=False	
=894	=1	=1	=B2	=GR	=7	=13	=13	=2	=175	=175	=7	[NULL]	[NULL]	=B	=2	=0	=08/21/2013 13:55:45	=False	=False	
=895	=1	=1	=B4	[NULL]	=13	=15	=15	=2	=125	=125	=8	[NULL]	[NULL]	=B	=4	=0	=08/21/2013 11:55:42	=False	=False	
=896	=1	=1	=B6	[NULL]	=11	=13	=13	=2	=80	=80	=9	[NULL]	[NULL]	=B	=6	=1	=08/21/2013 20:55:50	=False	=False	
=897	=1	=1	=B8	[NULL]	=6	=11	=11	=2	=100	=100	=10	[NULL]	[NULL]	=B	=8	=1	=08/21/2013 20:55:50	=False	=False	
=898	=1	=1	=C0	[NULL]	=12	=13	=13	=2	=100	=100	=11	[NULL]	[NULL]	=C	=0	=0	=08/20/2013 10:55:44	=False	=False	
=899	=1	=1	=C2	[NULL]	=7	=13	=13	=2	=80	=80	=12	[NULL]	[NULL]	=C	=2	=0	=08/21/2013 12:55:50	=False	=False	
=900	=1	=1	=C4	[NULL]	=9	=11	=15	=2	=125	=125	=13	[NULL]	[NULL]	=C	=4	=0	=08/21/2013 12:55:50	=False	=False	
=901	=1	=1	=C6	[NULL]	=9	=13	=13	=2	=80	=80	=14	[NULL]	[NULL]	=C	=6	=1	=08/21/2013 19:55:42	=False	=False	
=902	=1	=1	=C8	[NULL]	=9	=11	=11	=2	=100	=100	=15	[NULL]	[NULL]	=C	=8	=0	=08/21/2013 11:55:42	=False	=False	
=903	=1	=1	=D0	[NULL]	=15	=17	=17	=3	=125	=125	=16	[NULL]	[NULL]	=D	=0	=0	=08/21/2013 16:55:57	=False	=False	
=904	=1	=1	=D1	[NULL]	=12	=12	=17	=2	=125	=125	=17	[NULL]	[NULL]	=D	=1	=1	=08/20/2013 18:55:43	=False	=False	
=905	=1	=1	=D2	[NULL]	=10	=12	=17	=2	=150	=150	=18	[NULL]	[NULL]	=D	=2	=0	=08/21/2013 10:55:46	=False	=False	
=906	=1	=1	=D3	[NULL]	=13	=17	=17	=3	=125	=125	=19	[NULL]	[NULL]	=D	=3	=0	=08/21/2013 15:55:50	=False	=False	
=907	=1	=1	=D4	[NULL]	=19	=20	=20	=3	=125	=125	=20	[NULL]	[NULL]	=D	=4	=1	=08/21/2013 19:55:42	=False	=False	
=908	=1	=1	=D5	[NULL]	=20	=20	=20	=3	=125	=125	=21	[NULL]	[NULL]	=D	=5	=0	=08/20/2013 12:55:46	=False	=False	
=909	=1	=1	=D6	[NULL]	=14	=15	=15	=2	=150	=150	=22	[NULL]	[NULL]	=D	=6	=0	=08/21/2013 09:55:53	=False	=False	
=910	=1	=1	=D7	[NULL]	=11	=11	=13	=2	=200	=200	=23	[NULL]	[NULL]	=D	=7	=0	=08/16/2013 10:53:27	=False	=False	
=911	=1	=1	=D8	[NULL]	=7	=12	=15	=2	=100	=100	=24	[NULL]	[NULL]	=D	=8	=0	=08/21/2013 14:55:41	=False	=False	
=912	=1	=1	=D9	[NULL]	=8	=15	=15	=2	=125	=125	=25	[NULL]	[NULL]	=D	=9	=0	=08/21/2013 14:55:41	=False	=False	
=913	=1	=1	=E0	[NULL]	=17	=17	=17	=3	=80	=80	=26	[NULL]	[NULL]	=E	=0	=0	=08/20/2013 18:55:43	=False	=False	
=914	=1	=1	=E2	[NULL]	=12	=15	=17	=2	=100	=100	=27	[NULL]	[NULL]	=E	=2	=0	=08/21/2013 17:55:51	=False	=False	
=915	=1	=1	=E4	[NULL]	=16	=20	=20	=2	=175	=175	=28	[NULL]	[NULL]	=E	=4	=0	=08/21/2013 13:55:45	=False	=False	
=916	=1	=1	=E6	[NULL]	=12	=15	=15	=2	=150	=150	=29	[NULL]	[NULL]	=E	=6	=0	=08/20/2013 18:55:43	=False	=False	
=917	=1	=1	=E8	[NULL]	=12	=15	=15	=2	=100	=100	=30	[NULL]	[NULL]	=E	=8	=0	=08/21/2013 10:55:46	=False	=False	
=918	=1	=1	=F0	[NULL]	=3	=9	=11	=1	=125	=125	=31	[NULL]	[NULL]	=F	=0	=0	=08/21/2013 11:55:42	=False	=False	
