RestockId	HasSalesAllocated	ItemId	PriceInCents	AllocatedCashlessSalesAmountInCents	AllocatedCashlessSalesQuantity	AllocatedCollectedAmountInCents	AllocatedRefundAmountInCents	SalesQuantity	AddedQuantity	RemovedQuantity	SpoiledQuantity	Inventory	
=16842	=True	=395	=90	=0	=0	=441	=0	=5	=8	=0	=0	=15	
=16842	=True	=414	=0	=0	=0	=0	=0	=0	=0	=0	=0	=10	
=16842	=True	=423	=0	=0	=0	=0	=0	=0	=0	=0	=0	=12	
=16842	=True	=426	=65	=0	=0	=64	=0	=1	=0	=0	=0	=9	
=16842	=True	=437	=0	=0	=0	=0	=0	=0	=12	=0	=0	=12	
=16842	=True	=441	=75	=0	=0	=368	=0	=5	=0	=0	=0	=7	
=16842	=True	=456	=60	=0	=0	=177	=0	=3	=0	=0	=0	=9	
=16842	=True	=498	=80	=0	=0	=314	=0	=4	=4	=0	=0	=12	
=16842	=True	=527	=80	=0	=0	=549	=0	=7	=12	=0	=0	=12	
=16842	=True	=589	=0	=0	=0	=0	=0	=0	=0	=0	=0	=6	
=16842	=True	=590	=65	=0	=0	=63	=0	=1	=0	=0	=0	=5	
=16842	=True	=604	=90	=0	=0	=88	=0	=1	=0	=0	=0	=11	
=16842	=True	=611	=65	=0	=0	=191	=0	=3	=0	=0	=0	=12	
=16842	=True	=618	=0	=0	=0	=0	=0	=0	=0	=0	=0	=12	
=16842	=True	=671	=75	=0	=0	=73	=0	=1	=0	=12	=0	=0	
=16842	=True	=682	=90	=0	=0	=265	=0	=3	=7	=0	=0	=12	
=16842	=True	=757	=90	=0	=0	=177	=0	=2	=0	=0	=0	=14	
=16842	=True	=892	=90	=0	=0	=353	=0	=4	=4	=0	=0	=12	
=16842	=True	=899	=65	=0	=0	=511	=0	=8	=8	=0	=0	=9	
=16842	=True	=905	=90	=0	=0	=89	=0	=1	=12	=0	=0	=12	
=16842	=True	=972	=90	=0	=0	=971	=0	=11	=8	=0	=0	=9	
=16842	=True	=980	=80	=0	=0	=628	=0	=8	=6	=0	=0	=11	
=16842	=True	=981	=75	=0	=0	=809	=0	=11	=15	=0	=0	=15	
=16842	=True	=1006	=65	=0	=0	=128	=0	=2	=0	=0	=0	=9	
=16842	=True	=1010	=65	=0	=0	=319	=0	=5	=5	=0	=0	=12	
=16842	=True	=1027	=65	=0	=0	=64	=0	=1	=3	=0	=0	=11	
=16842	=True	=1075	=80	=0	=0	=313	=0	=4	=0	=0	=0	=9	
=16842	=True	=1076	=90	=0	=0	=442	=0	=5	=0	=4	=0	=0	
=16843	=True	=250	=70	=0	=0	=381	=0	=6	=0	=0	=0	=40	
=16843	=True	=264	=70	=0	=0	=1396	=0	=22	=24	=0	=0	=52	
=16843	=True	=444	=100	=0	=0	=5623	=0	=62	=60	=0	=0	=71	
=16843	=True	=445	=100	=0	=0	=998	=0	=11	=22	=0	=0	=37	
=16843	=True	=446	=100	=0	=0	=2630	=0	=29	=28	=0	=0	=72	
=16843	=True	=447	=100	=0	=0	=635	=0	=7	=0	=0	=0	=20	
=16843	=True	=477	=70	=0	=0	=317	=0	=5	=0	=0	=0	=55	
=16843	=True	=707	=125	=0	=0	=340	=0	=3	=10	=0	=0	=35	
=16844	=False	=248	=0	=0	=0	=0	=0	=0	=54	=0	=0	=90	
=16844	=False	=251	=0	=0	=0	=0	=0	=0	=12	=0	=0	=49	
=16844	=False	=252	=0	=0	=0	=0	=0	=0	=24	=0	=0	=51	
=16844	=False	=253	=0	=0	=0	=0	=0	=0	=24	=0	=0	=52	
=16844	=False	=254	=0	=0	=0	=0	=0	=0	=24	=0	=0	=53	
=16844	=False	=256	=0	=0	=0	=0	=0	=0	=0	=0	=0	=41	
=16844	=False	=259	=0	=0	=0	=0	=0	=0	=42	=0	=0	=54	
=16844	=False	=260	=0	=0	=0	=0	=0	=0	=0	=0	=0	=41	
=16844	=False	=623	=0	=0	=0	=0	=0	=0	=0	=0	=0	=33	
=16845	=False	=247	=0	=0	=0	=0	=0	=0	=84	=0	=0	=96	
=16845	=False	=249	=0	=0	=0	=0	=0	=0	=36	=0	=0	=49	
=16845	=False	=264	=0	=0	=0	=0	=0	=0	=36	=0	=0	=54	
=16845	=False	=269	=0	=0	=0	=0	=0	=0	=18	=0	=0	=51	
=16845	=False	=272	=0	=0	=0	=0	=0	=0	=18	=0	=0	=52	
=16845	=False	=593	=0	=0	=0	=0	=0	=0	=72	=0	=0	=135	
=16849	=True	=280	=95	=99	=1	=102	=0	=2	=7	=0	=0	=15	
=16849	=True	=281	=70	=73	=0	=76	=0	=2	=0	=0	=0	=13	
=16849	=True	=282	=95	=545	=7	=560	=0	=11	=11	=0	=0	=18	
=16849	=True	=283	=0	=0	=0	=0	=0	=0	=0	=12	=0	=0	
=16849	=True	=284	=95	=50	=1	=51	=0	=1	=0	=0	=0	=11	
=16849	=True	=286	=95	=49	=0	=51	=0	=1	=0	=0	=0	=17	
=16849	=True	=289	=95	=99	=1	=102	=0	=2	=7	=0	=0	=19	
=16849	=True	=309	=65	=305	=4	=313	=0	=9	=10	=0	=0	=16	
=16849	=True	=319	=65	=339	=5	=349	=0	=10	=11	=0	=0	=13	
=16849	=True	=330	=65	=272	=3	=279	=0	=8	=7	=0	=0	=12	
=16849	=True	=350	=80	=84	=1	=85	=0	=2	=0	=0	=0	=8	
=16849	=True	=351	=80	=209	=2	=215	=0	=5	=6	=0	=0	=12	
=16849	=True	=352	=80	=250	=3	=258	=0	=6	=0	=0	=0	=7	
=16849	=True	=356	=70	=256	=3	=262	=0	=7	=9	=0	=0	=15	
=16849	=True	=365	=0	=0	=0	=0	=0	=0	=0	=0	=0	=9	
=16849	=True	=373	=300	=157	=1	=161	=0	=1	=2	=0	=0	=6	
=16849	=True	=375	=70	=36	=1	=37	=0	=1	=0	=0	=0	=6	
=16849	=True	=376	=0	=0	=0	=0	=0	=0	=0	=0	=0	=7	
=16849	=True	=377	=0	=0	=0	=0	=0	=0	=0	=0	=0	=6	
=16849	=True	=381	=0	=0	=0	=0	=0	=0	=0	=0	=0	=7	
=16849	=True	=383	=95	=496	=6	=510	=0	=10	=12	=0	=0	=12	
=16849	=True	=385	=95	=447	=5	=459	=0	=9	=10	=0	=0	=10	
=16849	=True	=395	=95	=298	=3	=306	=0	=6	=6	=0	=0	=12	
=16849	=True	=414	=70	=146	=2	=150	=0	=4	=6	=0	=0	=12	
=16849	=True	=423	=70	=73	=1	=75	=0	=2	=0	=0	=0	=9	
=16849	=True	=425	=0	=0	=0	=0	=0	=0	=0	=0	=5	=7	
=16849	=True	=426	=0	=0	=0	=0	=0	=0	=0	=0	=0	=11	
=16849	=True	=467	=85	=355	=4	=364	=0	=8	=6	=0	=0	=10	
=16849	=True	=480	=85	=266	=4	=274	=0	=6	=10	=0	=1	=10	
=16849	=True	=527	=85	=488	=6	=501	=0	=11	=12	=0	=0	=13	
=16849	=True	=528	=0	=0	=0	=0	=0	=0	=0	=9	=0	=0	
=16849	=True	=543	=85	=44	=1	=46	=0	=1	=12	=0	=0	=13	
=16849	=True	=590	=70	=73	=1	=75	=0	=2	=2	=0	=0	=7	
=16849	=True	=594	=65	=169	=3	=174	=0	=5	=5	=0	=0	=12	
=16849	=True	=604	=70	=110	=1	=113	=0	=3	=5	=0	=0	=12	
=16849	=True	=618	=70	=37	=0	=38	=0	=1	=0	=0	=0	=9	
=16849	=True	=678	=85	=311	=3	=319	=0	=7	=7	=0	=0	=10	
=16849	=True	=686	=80	=251	=3	=257	=0	=6	=5	=0	=0	=12	
=16849	=True	=696	=95	=297	=4	=305	=0	=6	=5	=0	=0	=12	
=16849	=True	=745	=65	=305	=4	=314	=0	=9	=11	=0	=0	=13	
=16849	=True	=757	=95	=99	=1	=102	=0	=2	=0	=0	=0	=16	
=16849	=True	=761	=95	=50	=1	=50	=0	=1	=12	=0	=0	=26	
=16849	=True	=981	=80	=42	=0	=43	=0	=1	=0	=0	=0	=8	
=16849	=True	=995	=95	=99	=2	=102	=0	=2	=0	=0	=0	=13	
=16849	=True	=1010	=70	=146	=2	=150	=0	=4	=0	=0	=0	=9	
=16849	=True	=1015	=70	=110	=2	=112	=0	=3	=2	=0	=0	=10	
=16850	=True	=280	=0	=0	=0	=0	=0	=0	=0	=0	=0	=12	
=16850	=True	=281	=100	=0	=0	=112	=0	=1	=0	=0	=0	=8	
=16850	=True	=282	=100	=0	=0	=2014	=0	=18	=28	=0	=0	=36	
=16850	=True	=283	=100	=0	=0	=1231	=0	=11	=12	=0	=0	=15	
=16850	=True	=286	=100	=0	=0	=335	=0	=3	=0	=0	=0	=28	
=16850	=True	=289	=100	=0	=0	=112	=0	=1	=0	=0	=0	=14	
=16850	=True	=296	=100	=0	=0	=336	=0	=3	=0	=0	=0	=7	
=16850	=True	=329	=90	=0	=0	=101	=0	=1	=0	=0	=0	=5	
=16850	=True	=343	=90	=0	=0	=202	=0	=2	=3	=0	=0	=6	
=16850	=True	=350	=95	=0	=0	=637	=0	=6	=8	=0	=0	=10	
=16850	=True	=351	=95	=0	=0	=319	=0	=3	=4	=0	=0	=10	
=16850	=True	=375	=75	=0	=0	=84	=0	=1	=0	=0	=0	=7	
=16850	=True	=376	=0	=0	=0	=0	=0	=0	=0	=0	=0	=8	
=16850	=True	=381	=0	=0	=0	=0	=0	=0	=0	=0	=0	=9	
=16850	=True	=385	=125	=0	=0	=140	=0	=1	=0	=0	=0	=0	
=16850	=True	=389	=125	=0	=0	=139	=0	=1	=3	=0	=0	=8	
=16850	=True	=395	=125	=0	=0	=700	=0	=5	=4	=0	=0	=5	
=16850	=True	=417	=95	=0	=0	=107	=0	=1	=8	=0	=0	=12	
=16850	=True	=423	=95	=0	=0	=106	=0	=1	=0	=0	=0	=10	
=16850	=True	=425	=0	=0	=0	=0	=0	=0	=0	=0	=0	=12	
=16850	=True	=441	=95	=0	=0	=212	=0	=2	=0	=0	=0	=9	
=16850	=True	=467	=90	=0	=0	=403	=0	=4	=0	=0	=0	=5	
=16850	=True	=472	=0	=0	=0	=0	=0	=0	=12	=0	=0	=12	
=16850	=True	=480	=90	=0	=0	=1007	=0	=10	=10	=0	=0	=10	
=16850	=True	=481	=90	=0	=0	=403	=0	=4	=5	=0	=0	=9	
=16850	=True	=527	=0	=0	=0	=0	=0	=0	=0	=12	=0	=0	
=16850	=True	=528	=90	=0	=0	=806	=0	=8	=10	=0	=0	=10	
=16850	=True	=543	=0	=0	=0	=0	=0	=0	=12	=0	=0	=12	
=16850	=True	=589	=0	=0	=0	=0	=0	=0	=0	=0	=0	=9	
=16850	=True	=590	=75	=0	=0	=84	=0	=1	=0	=0	=0	=7	
=16850	=True	=604	=95	=0	=0	=106	=0	=1	=0	=0	=0	=10	
=16850	=True	=609	=125	=0	=0	=419	=0	=3	=3	=0	=0	=7	
=16850	=True	=611	=0	=0	=0	=0	=0	=0	=0	=0	=0	=11	
=16850	=True	=618	=95	=0	=0	=425	=0	=4	=4	=0	=0	=11	
=16850	=True	=637	=90	=0	=0	=504	=0	=5	=7	=0	=0	=10	
=16850	=True	=678	=90	=0	=0	=504	=0	=5	=4	=0	=0	=12	
=16850	=True	=686	=95	=0	=0	=319	=0	=3	=0	=0	=0	=7	
=16850	=True	=757	=0	=0	=0	=0	=0	=0	=0	=0	=0	=14	
=16850	=True	=899	=95	=0	=0	=319	=0	=3	=4	=0	=0	=12	
=16850	=True	=930	=125	=0	=0	=420	=0	=3	=0	=0	=0	=6	
=16850	=True	=972	=125	=0	=0	=280	=0	=2	=4	=0	=0	=8	
=16850	=True	=981	=95	=0	=0	=106	=0	=1	=0	=0	=0	=8	
=16850	=True	=1010	=95	=0	=0	=319	=0	=3	=10	=0	=0	=10	
=16850	=True	=1013	=95	=0	=0	=319	=0	=3	=0	=0	=0	=9	
=16850	=True	=1019	=0	=0	=0	=0	=0	=0	=0	=0	=0	=12	
=16850	=True	=1028	=0	=0	=0	=0	=0	=0	=0	=9	=0	=0	
=16851	=True	=247	=85	=0	=0	=2410	=0	=30	=0	=0	=0	=104	
=16851	=True	=248	=85	=0	=0	=2168	=0	=27	=12	=0	=0	=34	
=16851	=True	=250	=85	=0	=0	=643	=0	=8	=0	=0	=0	=25	
=16851	=True	=264	=0	=0	=0	=0	=0	=0	=24	=0	=0	=24	
=16851	=True	=458	=120	=0	=0	=340	=0	=3	=0	=0	=0	=29	
=16851	=True	=725	=85	=0	=0	=964	=0	=12	=12	=0	=0	=33	
=16851	=True	=726	=85	=0	=0	=482	=0	=6	=0	=0	=0	=39	
=16851	=True	=739	=85	=0	=0	=803	=0	=10	=0	=0	=0	=42	
=16852	=True	=458	=125	=0	=0	=583	=0	=5	=12	=0	=0	=30	
=16852	=True	=570	=150	=0	=0	=3219	=0	=23	=24	=0	=0	=44	
=16852	=True	=571	=150	=0	=0	=4059	=0	=29	=42	=0	=0	=50	
=16852	=True	=572	=150	=0	=0	=1120	=0	=8	=12	=0	=0	=24	
=16852	=True	=573	=150	=0	=0	=1820	=0	=13	=10	=0	=0	=31	
=16852	=True	=575	=150	=0	=0	=1539	=0	=11	=10	=0	=0	=33	
=16852	=True	=577	=150	=0	=0	=560	=0	=4	=6	=0	=0	=16	
=16852	=True	=718	=150	=0	=0	=700	=0	=5	=6	=0	=0	=17	
=16853	=True	=282	=100	=0	=0	=1221	=0	=11	=17	=0	=0	=36	
=16853	=True	=286	=100	=0	=0	=998	=0	=9	=11	=0	=0	=18	
=16853	=True	=291	=100	=0	=0	=222	=0	=2	=0	=0	=0	=13	
=16853	=True	=329	=90	=0	=0	=300	=0	=3	=5	=0	=0	=7	
=16853	=True	=343	=0	=0	=0	=0	=0	=0	=0	=0	=1	=5	
=16853	=True	=347	=90	=0	=0	=100	=0	=1	=10	=0	=0	=10	
=16853	=True	=350	=0	=0	=0	=0	=0	=0	=9	=0	=0	=9	
=16853	=True	=352	=95	=0	=0	=106	=0	=1	=0	=0	=0	=11	
=16853	=True	=376	=75	=0	=0	=167	=0	=2	=0	=0	=0	=6	
=16853	=True	=377	=75	=0	=0	=83	=0	=1	=0	=0	=0	=6	
=16853	=True	=380	=75	=0	=0	=166	=0	=2	=4	=0	=0	=10	
=16853	=True	=385	=0	=0	=0	=0	=0	=0	=0	=0	=0	=8	
=16853	=True	=389	=0	=0	=0	=0	=0	=0	=0	=0	=0	=7	
=16853	=True	=395	=125	=0	=0	=833	=0	=6	=6	=0	=0	=6	
=16853	=True	=400	=125	=0	=0	=277	=0	=2	=0	=5	=0	=0	
=16853	=True	=407	=0	=0	=0	=0	=0	=0	=0	=0	=0	=5	
=16853	=True	=421	=0	=0	=0	=0	=0	=0	=0	=0	=0	=11	
=16853	=True	=423	=95	=0	=0	=1160	=0	=11	=12	=0	=0	=14	
=16853	=True	=437	=0	=0	=0	=0	=0	=0	=0	=9	=0	=0	
=16853	=True	=441	=95	=0	=0	=317	=0	=3	=7	=0	=0	=18	
=16853	=True	=467	=90	=0	=0	=100	=0	=1	=0	=0	=0	=6	
=16853	=True	=480	=90	=0	=0	=100	=0	=1	=0	=9	=0	=0	
=16853	=True	=498	=90	=0	=0	=200	=0	=2	=0	=0	=0	=10	
=16853	=True	=527	=90	=0	=0	=399	=0	=4	=5	=0	=0	=10	
=16853	=True	=528	=90	=0	=0	=699	=0	=7	=9	=0	=0	=10	
=16853	=True	=543	=90	=0	=0	=500	=0	=5	=11	=0	=0	=11	
=16853	=True	=589	=0	=0	=0	=0	=0	=0	=0	=0	=0	=8	
=16853	=True	=611	=95	=0	=0	=316	=0	=3	=0	=0	=0	=8	
=16853	=True	=637	=0	=0	=0	=0	=0	=0	=0	=0	=0	=8	
=16853	=True	=671	=0	=0	=0	=0	=0	=0	=0	=0	=0	=9	
=16853	=True	=678	=0	=0	=0	=0	=0	=0	=0	=0	=0	=7	
=16853	=True	=686	=0	=0	=0	=0	=0	=0	=0	=0	=0	=7	
=16853	=True	=736	=0	=0	=0	=0	=0	=0	=0	=0	=0	=5	
=16853	=True	=761	=100	=0	=0	=444	=0	=4	=10	=0	=0	=18	
=16853	=True	=763	=0	=0	=0	=0	=0	=0	=7	=0	=0	=7	
=16853	=True	=899	=95	=0	=0	=105	=0	=1	=0	=0	=0	=15	
=16853	=True	=954	=95	=0	=0	=106	=0	=1	=4	=0	=0	=10	
=16853	=True	=981	=95	=0	=0	=105	=0	=1	=0	=0	=0	=10	
=16853	=True	=997	=0	=0	=0	=0	=0	=0	=0	=0	=0	=9	
=16853	=True	=1006	=95	=0	=0	=632	=0	=6	=7	=0	=0	=18	
=16853	=True	=1028	=90	=0	=0	=199	=0	=2	=5	=0	=0	=12	
=16854	=True	=458	=125	=0	=0	=2213	=0	=17	=18	=0	=0	=29	
=16854	=True	=570	=150	=0	=0	=1562	=0	=10	=0	=0	=0	=19	
=16854	=True	=571	=150	=0	=0	=2344	=0	=15	=12	=0	=0	=28	
=16854	=True	=572	=150	=0	=0	=312	=0	=2	=0	=0	=0	=26	
=16854	=True	=573	=150	=0	=0	=781	=0	=5	=2	=0	=0	=19	
=16854	=True	=575	=150	=0	=0	=2032	=0	=13	=2	=0	=0	=33	
=16854	=True	=577	=150	=0	=0	=1094	=0	=7	=6	=0	=0	=16	
=16854	=True	=580	=150	=0	=0	=469	=0	=3	=0	=0	=0	=20	
=16854	=True	=735	=150	=0	=0	=313	=0	=2	=0	=0	=0	=20	
=16861	=True	=282	=100	=0	=0	=98	=0	=1	=0	=0	=0	=6	
=16861	=True	=284	=100	=0	=0	=196	=0	=2	=0	=0	=0	=6	
=16861	=True	=286	=100	=0	=0	=882	=0	=9	=15	=0	=0	=24	
=16861	=True	=289	=0	=0	=0	=0	=0	=0	=0	=0	=0	=8	
=16861	=True	=299	=100	=0	=0	=196	=0	=2	=4	=0	=0	=7	
=16861	=True	=301	=100	=0	=0	=784	=0	=8	=7	=0	=0	=7	
=16861	=True	=310	=0	=0	=0	=0	=0	=0	=8	=0	=0	=8	
=16861	=True	=319	=70	=0	=0	=69	=0	=1	=0	=6	=0	=0	
=16861	=True	=327	=70	=0	=0	=137	=0	=2	=0	=8	=0	=0	
=16861	=True	=329	=0	=0	=0	=0	=0	=0	=0	=5	=0	=0	
=16861	=True	=347	=90	=0	=0	=529	=0	=6	=4	=0	=0	=9	
=16861	=True	=350	=85	=0	=0	=417	=0	=5	=6	=0	=0	=8	
=16861	=True	=351	=85	=0	=0	=416	=0	=5	=6	=0	=0	=12	
=16861	=True	=356	=75	=0	=0	=1102	=0	=15	=15	=0	=0	=15	
=16861	=True	=357	=70	=0	=0	=137	=0	=2	=3	=0	=0	=9	
=16861	=True	=375	=0	=0	=0	=0	=0	=0	=0	=0	=0	=5	
=16861	=True	=376	=75	=0	=0	=74	=0	=1	=0	=0	=0	=5	
=16861	=True	=377	=75	=0	=0	=147	=0	=2	=2	=0	=0	=5	
=16861	=True	=381	=75	=0	=0	=220	=0	=3	=3	=0	=0	=5	
=16861	=True	=382	=100	=0	=0	=294	=0	=3	=0	=7	=0	=0	
=16861	=True	=385	=100	=0	=0	=490	=0	=5	=6	=0	=0	=7	
=16861	=True	=387	=100	=0	=0	=98	=0	=1	=4	=0	=0	=10	
=16861	=True	=389	=100	=0	=0	=98	=0	=1	=0	=0	=0	=7	
=16861	=True	=395	=100	=0	=0	=490	=0	=5	=5	=0	=0	=10	
=16861	=True	=404	=0	=0	=0	=0	=0	=0	=0	=0	=0	=5	
=16861	=True	=409	=75	=0	=0	=73	=0	=1	=0	=0	=0	=7	
=16861	=True	=423	=75	=0	=0	=74	=0	=1	=0	=0	=0	=7	
=16861	=True	=426	=75	=0	=0	=73	=0	=1	=0	=0	=0	=6	
=16861	=True	=427	=0	=0	=0	=0	=0	=0	=0	=0	=0	=10	
=16861	=True	=437	=85	=0	=0	=333	=0	=4	=3	=0	=0	=7	
=16861	=True	=441	=85	=0	=0	=250	=0	=3	=5	=0	=0	=8	
=16861	=True	=451	=0	=0	=0	=0	=0	=0	=10	=0	=0	=10	
=16861	=True	=467	=90	=0	=0	=88	=0	=1	=7	=0	=0	=8	
=16861	=True	=527	=90	=0	=0	=882	=0	=10	=6	=0	=0	=8	
=16861	=True	=543	=90	=0	=0	=617	=0	=7	=9	=0	=0	=9	
=16861	=True	=590	=0	=0	=0	=0	=0	=0	=0	=0	=0	=5	
=16861	=True	=604	=0	=0	=0	=0	=0	=0	=0	=0	=0	=7	
=16861	=True	=618	=0	=0	=0	=0	=0	=0	=0	=0	=0	=7	
=16861	=True	=619	=70	=0	=0	=549	=0	=8	=7	=0	=0	=8	
=16861	=True	=671	=85	=0	=0	=83	=0	=1	=2	=0	=0	=2	
=16861	=True	=745	=70	=0	=0	=480	=0	=7	=10	=0	=0	=10	
=16861	=True	=761	=100	=0	=0	=196	=0	=2	=3	=0	=0	=8	
=16861	=True	=899	=75	=0	=0	=74	=0	=1	=0	=0	=0	=7	
=16861	=True	=904	=0	=0	=0	=0	=0	=0	=0	=0	=0	=7	
=16861	=True	=972	=0	=0	=0	=0	=0	=0	=10	=0	=0	=10	
=16861	=True	=980	=90	=0	=0	=265	=0	=3	=4	=0	=0	=9	
=16861	=True	=1006	=75	=0	=0	=73	=0	=1	=0	=0	=0	=6	
=16861	=True	=1010	=75	=0	=0	=221	=0	=3	=0	=0	=0	=5	
=16862	=True	=280	=0	=0	=0	=0	=0	=0	=0	=0	=0	=17	
=16862	=True	=281	=75	=0	=0	=335	=0	=5	=0	=0	=0	=7	
=16862	=True	=282	=100	=0	=0	=537	=0	=6	=0	=0	=0	=12	
=16862	=True	=284	=100	=0	=0	=179	=0	=2	=0	=0	=0	=15	
=16862	=True	=286	=100	=0	=0	=1253	=0	=14	=10	=0	=0	=30	
=16862	=True	=289	=100	=0	=0	=448	=0	=5	=0	=0	=0	=14	
=16862	=True	=292	=100	=0	=0	=537	=0	=6	=2	=0	=0	=13	
=16862	=True	=299	=100	=0	=0	=269	=0	=3	=0	=0	=0	=12	
=16862	=True	=310	=70	=0	=0	=564	=0	=9	=8	=0	=0	=13	
=16862	=True	=316	=70	=0	=0	=188	=0	=3	=0	=9	=0	=0	
=16862	=True	=319	=70	=0	=0	=689	=0	=11	=8	=0	=0	=10	
=16862	=True	=324	=70	=0	=0	=314	=0	=5	=15	=0	=0	=15	
=16862	=True	=325	=0	=0	=0	=0	=0	=0	=12	=0	=0	=12	
=16862	=True	=329	=90	=0	=0	=81	=0	=1	=0	=0	=0	=8	
=16862	=True	=350	=85	=0	=0	=533	=0	=7	=9	=0	=0	=11	
=16862	=True	=351	=85	=0	=0	=152	=0	=2	=0	=0	=0	=9	
=16862	=True	=353	=0	=0	=0	=0	=0	=0	=0	=0	=0	=10	
=16862	=True	=356	=75	=0	=0	=268	=0	=4	=0	=0	=0	=11	
=16862	=True	=375	=75	=0	=0	=336	=0	=5	=0	=0	=0	=6	
=16862	=True	=376	=75	=0	=0	=269	=0	=4	=4	=0	=0	=8	
=16862	=True	=377	=75	=0	=0	=135	=0	=2	=0	=0	=0	=5	
=16862	=True	=382	=100	=0	=0	=537	=0	=6	=4	=0	=0	=11	
=16862	=True	=385	=100	=0	=0	=447	=0	=5	=6	=0	=0	=10	
=16862	=True	=387	=100	=0	=0	=627	=0	=7	=4	=0	=0	=11	
=16862	=True	=395	=100	=0	=0	=895	=0	=10	=10	=0	=0	=12	
=16862	=True	=397	=100	=0	=0	=448	=0	=5	=8	=0	=0	=11	
=16862	=True	=409	=75	=0	=0	=67	=0	=1	=0	=0	=0	=10	
=16862	=True	=423	=75	=0	=0	=134	=0	=2	=4	=0	=0	=12	
=16862	=True	=425	=0	=0	=0	=0	=0	=0	=5	=0	=0	=12	
=16862	=True	=480	=90	=0	=0	=967	=0	=12	=11	=0	=0	=11	
=16862	=True	=481	=90	=0	=0	=806	=0	=10	=9	=0	=0	=9	
=16862	=True	=528	=90	=0	=0	=1048	=0	=13	=12	=0	=0	=12	
=16862	=True	=589	=0	=0	=0	=0	=0	=0	=0	=0	=0	=6	
=16862	=True	=590	=0	=0	=0	=0	=0	=0	=0	=0	=0	=6	
=16862	=True	=594	=70	=0	=0	=188	=0	=3	=0	=0	=0	=7	
=16862	=True	=604	=0	=0	=0	=0	=0	=0	=0	=0	=0	=9	
=16862	=True	=611	=75	=0	=0	=268	=0	=4	=0	=0	=0	=8	
=16862	=True	=650	=0	=0	=0	=0	=0	=0	=0	=0	=0	=12	
=16862	=True	=686	=85	=0	=0	=304	=0	=4	=5	=0	=0	=10	
=16862	=True	=757	=100	=0	=0	=179	=0	=2	=0	=0	=0	=11	
=16862	=True	=904	=100	=0	=0	=269	=0	=3	=0	=0	=0	=11	
=16862	=True	=972	=100	=0	=0	=806	=0	=9	=5	=0	=0	=12	
=16862	=True	=1010	=75	=0	=0	=403	=0	=6	=5	=0	=0	=12	
=16862	=True	=1019	=75	=0	=0	=134	=0	=2	=0	=0	=0	=11	
=16862	=True	=1073	=90	=0	=0	=161	=0	=2	=7	=0	=0	=12	
=16863	=True	=283	=100	=0	=0	=690	=0	=7	=10	=0	=0	=13	
=16863	=True	=284	=100	=0	=0	=197	=0	=2	=0	=0	=0	=11	
=16863	=True	=286	=100	=0	=0	=99	=0	=1	=13	=0	=0	=13	
=16863	=True	=289	=100	=0	=0	=197	=0	=2	=0	=0	=0	=12	
=16863	=True	=291	=100	=0	=0	=492	=0	=5	=0	=0	=0	=9	
=16863	=True	=296	=100	=0	=0	=197	=0	=2	=0	=0	=0	=13	
=16863	=True	=301	=100	=0	=0	=591	=0	=6	=0	=0	=0	=10	
=16863	=True	=319	=70	=0	=0	=414	=0	=6	=12	=0	=0	=12	
=16863	=True	=324	=70	=0	=0	=758	=0	=11	=11	=0	=0	=12	
=16863	=True	=327	=70	=0	=0	=827	=0	=12	=15	=0	=0	=15	
=16863	=True	=343	=0	=0	=0	=0	=0	=0	=0	=0	=6	=3	
=16863	=True	=350	=85	=0	=0	=251	=0	=3	=4	=0	=0	=12	
=16863	=True	=356	=75	=0	=0	=369	=0	=5	=5	=0	=0	=15	
=16863	=True	=357	=0	=0	=0	=0	=0	=0	=3	=0	=0	=10	
=16863	=True	=375	=0	=0	=0	=0	=0	=0	=0	=0	=0	=7	
=16863	=True	=376	=75	=0	=0	=370	=0	=5	=7	=0	=0	=9	
=16863	=True	=377	=75	=0	=0	=221	=0	=3	=0	=0	=0	=6	
=16863	=True	=381	=75	=0	=0	=148	=0	=2	=3	=0	=0	=8	
=16863	=True	=382	=85	=0	=0	=1172	=0	=14	=13	=0	=0	=20	
=16863	=True	=382	=100	=0	=0	=197	=0	=2	=0	=0	=0	=0	
=16863	=True	=383	=100	=0	=0	=985	=0	=10	=5	=0	=0	=10	
=16863	=True	=385	=100	=0	=0	=591	=0	=6	=5	=0	=0	=7	
=16863	=True	=395	=100	=0	=0	=985	=0	=10	=6	=0	=0	=13	
=16863	=True	=414	=75	=0	=0	=73	=0	=1	=0	=0	=0	=11	
=16863	=True	=422	=75	=0	=0	=74	=0	=1	=0	=0	=0	=10	
=16863	=True	=423	=75	=0	=0	=813	=0	=11	=8	=0	=0	=13	
=16863	=True	=427	=100	=0	=0	=295	=0	=3	=0	=0	=0	=13	
=16863	=True	=441	=85	=0	=0	=252	=0	=3	=4	=0	=0	=11	
=16863	=True	=455	=70	=0	=0	=483	=0	=7	=7	=0	=0	=11	
=16863	=True	=480	=90	=0	=0	=1064	=0	=12	=12	=0	=0	=12	
=16863	=True	=481	=90	=0	=0	=1153	=0	=13	=12	=0	=0	=12	
=16863	=True	=527	=0	=0	=0	=0	=0	=0	=12	=0	=0	=12	
=16863	=True	=590	=75	=0	=0	=74	=0	=1	=0	=0	=0	=6	
=16863	=True	=604	=75	=0	=0	=443	=0	=6	=8	=0	=0	=15	
=16863	=True	=749	=75	=0	=0	=222	=0	=3	=7	=0	=0	=14	
