Id	CoilId	AlertLevel	Par	Capacity	DesiredPriceInCents	ItemId	CoilDeleted	GroupName	
=2028	=5932	=3	=15	=15	=75	=857	=False	[NULL]	
=2029	=5933	=3	=12	=15	=100	=842	=False	[NULL]	
=2030	=5933	=3	=12	=15	=100	=842	=False	[NULL]	
=2031	=5933	=3	=12	=15	=125	=1083	=False	[NULL]	
=2032	=5933	=3	=8	=15	=100	=1083	=False	[NULL]	
=2033	=5933	=3	=8	=15	=100	=1367	=False	[NULL]	
=2034	=5933	=3	=8	=15	=100	=1367	=False	[NULL]	
=2035	=5933	=3	=8	=15	=200	=1334	=False	[NULL]	
=2036	=5933	=3	=8	=15	=200	=1338	=False	[NULL]	
=2037	=5934	=-1000	=0	=0	=0	=1	=False	[NULL]	
=2038	=5934	=3	=8	=15	=100	=1366	=False	[NULL]	
=2039	=5934	=3	=10	=15	=75	=831	=False	[NULL]	
=2040	=5935	=2	=8	=11	=100	=1128	=False	[NULL]	
=2041	=5935	=2	=8	=11	=100	=1128	=False	[NULL]	
=2042	=5935	=2	=10	=11	=100	=1333	=False	[NULL]	
=2043	=5935	=2	=10	=11	=100	=1334	=False	[NULL]	
=2044	=5935	=2	=10	=11	=100	=1128	=False	[NULL]	
=2045	=5935	=2	=10	=11	=100	=1128	=False	[NULL]	
=2046	=5936	=2	=11	=11	=100	=1155	=False	[NULL]	
=2047	=5936	=2	=11	=11	=125	=1155	=False	[NULL]	
=2048	=5936	=2	=11	=11	=100	=1155	=False	[NULL]	
=2049	=5936	=2	=11	=11	=100	=1155	=False	[NULL]	
=2050	=5937	=1	=6	=9	=125	=1077	=False	[NULL]	
=2051	=5937	=1	=6	=9	=125	=1077	=False	[NULL]	
=2052	=5937	=1	=6	=9	=125	=1076	=False	[NULL]	
=2053	=5937	=1	=6	=9	=125	=1076	=False	[NULL]	
=2054	=5938	=2	=11	=11	=100	=1083	=False	[NULL]	
=2055	=5938	=2	=11	=11	=125	=1083	=False	[NULL]	
=2056	=5938	=2	=11	=11	=100	=842	=False	[NULL]	
=2057	=5938	=2	=11	=11	=100	=842	=False	[NULL]	
=2058	=5939	=2	=6	=9	=125	=1076	=False	[NULL]	
=2059	=5939	=2	=6	=9	=150	=1076	=False	[NULL]	
=2060	=5939	=2	=6	=9	=150	=1312	=False	[NULL]	
=2061	=5939	=2	=6	=9	=150	=1312	=False	[NULL]	
=2062	=5939	=2	=6	=9	=150	=1317	=False	[NULL]	
=2063	=5939	=2	=6	=9	=150	=1317	=False	[NULL]	
=2064	=5939	=2	=6	=9	=125	=1317	=False	[NULL]	
=2065	=5939	=2	=6	=9	=125	=1077	=False	[NULL]	
=2066	=5940	=2	=11	=11	=75	=1010	=False	[NULL]	
=2067	=5940	=2	=11	=11	=75	=1010	=False	[NULL]	
=2068	=5940	=2	=11	=11	=75	=1010	=False	[NULL]	
=2069	=6125	=2	=11	=11	=75	=1269	=False	[NULL]	
=2070	=6125	=2	=9	=9	=100	=1328	=False	[NULL]	
=2071	=6125	=2	=9	=9	=100	=1276	=False	[NULL]	
=2072	=6125	=2	=9	=9	=100	=1348	=False	[NULL]	
=2073	=6125	=2	=9	=9	=100	=868	=False	[NULL]	
=2074	=6125	=2	=9	=9	=100	=868	=False	[NULL]	
=2075	=6125	=2	=9	=9	=100	=868	=False	[NULL]	
=2076	=6126	=2	=11	=11	=75	=1276	=False	[NULL]	
=2077	=6126	=1	=9	=9	=100	=1329	=False	[NULL]	
=2078	=6126	=1	=9	=9	=100	=1361	=False	[NULL]	
=2079	=6126	=1	=9	=9	=100	=1361	=False	[NULL]	
=2080	=6126	=1	=9	=9	=100	=1361	=False	[NULL]	
=2081	=6126	=1	=9	=9	=100	=1358	=False	[NULL]	
=2082	=6126	=1	=9	=9	=100	=869	=False	[NULL]	
=2083	=6127	=1	=9	=9	=100	=1195	=False	[NULL]	
=2084	=6127	=1	=9	=9	=100	=869	=False	[NULL]	
=2085	=6127	=1	=9	=9	=100	=869	=False	[NULL]	
=2086	=6127	=1	=9	=9	=100	=869	=False	[NULL]	
=2087	=6127	=1	=9	=9	=100	=966	=False	[NULL]	
=2088	=6128	=2	=13	=13	=175	=814	=False	[NULL]	
=2089	=6128	=2	=13	=13	=175	=814	=False	[NULL]	
=2090	=6128	=2	=13	=13	=175	=814	=False	[NULL]	
=2091	=6129	=2	=6	=11	=250	=1186	=False	[NULL]	
=2092	=6129	=2	=6	=11	=250	=1186	=False	[NULL]	
=2093	=6129	=2	=6	=11	=250	=1186	=False	[NULL]	
=2094	=6130	=1	=9	=9	=100	=1009	=False	[NULL]	
=2095	=6130	=1	=9	=9	=100	=1009	=False	[NULL]	
=2096	=6130	=1	=9	=9	=100	=1009	=False	[NULL]	
=2097	=6131	=1	=9	=9	=100	=964	=False	[NULL]	
=2098	=6131	=1	=9	=9	=100	=964	=False	[NULL]	
=2099	=6131	=1	=9	=9	=100	=964	=False	[NULL]	
=2100	=6132	=2	=15	=15	=125	=851	=False	[NULL]	
=2101	=6132	=2	=15	=15	=100	=851	=False	[NULL]	
=2102	=6132	=2	=15	=15	=100	=851	=False	[NULL]	
=2103	=6133	=1	=9	=9	=100	=957	=False	[NULL]	
=2104	=6133	=1	=11	=11	=80	=957	=False	[NULL]	
=2105	=6133	=1	=11	=11	=80	=957	=False	[NULL]	
=2106	=6134	=1	=9	=9	=100	=845	=False	[NULL]	
=2107	=6134	=1	=11	=11	=80	=845	=False	[NULL]	
=2108	=6134	=1	=11	=11	=80	=845	=False	[NULL]	
=2109	=6135	=2	=17	=17	=125	=1212	=False	[NULL]	
=2110	=6135	=2	=10	=17	=100	=1212	=False	[NULL]	
=2111	=6135	=2	=10	=17	=100	=1333	=False	[NULL]	
=2112	=6135	=2	=10	=17	=125	=803	=False	[NULL]	
=2113	=6135	=2	=10	=17	=125	=1352	=False	[NULL]	
=2114	=6135	=2	=10	=17	=125	=1352	=False	[NULL]	
=2115	=6135	=2	=10	=17	=125	=1352	=False	[NULL]	
=2116	=6136	=2	=17	=17	=125	=796	=False	[NULL]	
=2117	=6136	=2	=17	=17	=125	=796	=False	[NULL]	
=2118	=6136	=2	=17	=17	=125	=796	=False	[NULL]	
=2119	=6137	=2	=17	=17	=100	=831	=False	[NULL]	
=2120	=6137	=2	=17	=17	=75	=831	=False	[NULL]	
=2121	=6137	=2	=17	=17	=75	=831	=False	[NULL]	
=2122	=6138	=2	=17	=17	=125	=799	=False	[NULL]	
=2123	=6138	=2	=17	=17	=125	=799	=False	[NULL]	
=2124	=6138	=2	=17	=17	=125	=799	=False	[NULL]	
=2125	=6139	=3	=20	=20	=125	=811	=False	[NULL]	
=2126	=6139	=3	=20	=20	=125	=811	=False	[NULL]	
=2127	=6139	=3	=20	=20	=125	=811	=False	[NULL]	
=2128	=6140	=2	=20	=20	=100	=828	=False	[NULL]	
=2129	=6140	=2	=12	=20	=100	=828	=False	[NULL]	
=2130	=6140	=2	=12	=20	=100	=828	=False	[NULL]	
=2131	=6140	=2	=12	=20	=100	=828	=False	[NULL]	
=2132	=6141	=2	=15	=15	=75	=1172	=False	[NULL]	
=2133	=6141	=2	=6	=15	=75	=837	=False	[NULL]	
=2134	=6141	=2	=6	=15	=75	=837	=False	[NULL]	
=2135	=6141	=2	=6	=15	=75	=837	=False	[NULL]	
=2136	=6142	=2	=15	=15	=125	=1151	=False	[NULL]	
=2137	=6142	=2	=8	=15	=200	=1338	=False	[NULL]	
=2138	=6142	=1	=10	=15	=125	=1339	=False	[NULL]	
=2139	=6142	=1	=10	=15	=125	=815	=False	[NULL]	
=2140	=6142	=1	=10	=15	=125	=1333	=False	[NULL]	
=2141	=6142	=1	=10	=15	=125	=1333	=False	[NULL]	
=2142	=6142	=1	=10	=15	=80	=1365	=False	[NULL]	
=2143	=6142	=1	=10	=15	=125	=1172	=False	[NULL]	
=2144	=6142	=1	=10	=15	=125	=1172	=False	[NULL]	
=2145	=6142	=1	=5	=15	=125	=1268	=False	[NULL]	
=2146	=6143	=2	=15	=15	=125	=822	=False	[NULL]	
=2147	=6143	=2	=15	=15	=150	=822	=False	[NULL]	
=2148	=6143	=2	=15	=15	=150	=822	=False	[NULL]	
=2149	=6144	=2	=15	=15	=125	=1034	=False	[NULL]	
=2150	=6144	=2	=10	=15	=125	=1339	=False	[NULL]	
=2151	=6144	=1	=8	=15	=200	=1338	=False	[NULL]	
=2152	=6144	=1	=8	=15	=100	=1338	=False	[NULL]	
=2153	=6144	=1	=8	=15	=100	=1333	=False	[NULL]	
=2154	=6144	=1	=8	=15	=100	=1338	=False	[NULL]	
=2155	=6144	=1	=8	=15	=200	=1351	=False	[NULL]	
=2156	=6144	=1	=8	=15	=200	=1351	=False	[NULL]	
=2157	=6144	=1	=8	=15	=200	=1351	=False	[NULL]	
=2158	=6145	=2	=11	=11	=75	=1213	=False	[NULL]	
=2159	=6145	=2	=11	=11	=100	=1213	=False	[NULL]	
=2160	=6145	=2	=11	=11	=100	=1213	=False	[NULL]	
=2161	=6146	=2	=11	=11	=100	=1191	=False	[NULL]	
=2162	=6146	=2	=11	=11	=100	=1191	=False	[NULL]	
=2163	=6146	=2	=11	=11	=100	=1191	=False	[NULL]	
=2164	=6146	=2	=11	=11	=100	=1191	=False	[NULL]	
=2165	=6146	=2	=11	=11	=75	=1191	=False	[NULL]	
=2166	=6146	=2	=9	=11	=125	=1017	=False	[NULL]	
=2167	=6147	=2	=13	=13	=75	=825	=False	[NULL]	
=2168	=6147	=2	=13	=13	=80	=825	=False	[NULL]	
=2169	=6147	=2	=13	=13	=80	=825	=False	[NULL]	
=2170	=6148	=2	=13	=13	=75	=844	=False	[NULL]	
=2171	=6148	=2	=13	=13	=80	=844	=False	[NULL]	
=2172	=6148	=2	=13	=13	=80	=844	=False	[NULL]	
=2173	=6149	=2	=13	=13	=75	=829	=False	[NULL]	
=2174	=6149	=2	=13	=13	=80	=829	=False	[NULL]	
=2175	=6149	=2	=13	=13	=80	=829	=False	[NULL]	
=2176	=6150	=1	=9	=9	=75	=1010	=False	[NULL]	
=2177	=6150	=1	=9	=9	=75	=1010	=False	[NULL]	
=2178	=6150	=1	=9	=9	=75	=1010	=False	[NULL]	
=2179	=6151	=2	=15	=15	=75	=854	=False	[NULL]	
=2180	=6151	=2	=15	=15	=75	=854	=False	[NULL]	
=2181	=6152	=2	=15	=15	=75	=1282	=False	[NULL]	
=2182	=6152	=2	=15	=15	=100	=1282	=False	[NULL]	
=2183	=6152	=2	=15	=15	=100	=1282	=False	[NULL]	
=2184	=6152	=2	=15	=15	=80	=1158	=False	[NULL]	
=2185	=6153	=2	=15	=15	=75	=1083	=False	[NULL]	
=2186	=6153	=2	=15	=15	=125	=1083	=False	[NULL]	
=2187	=6153	=2	=15	=15	=125	=1083	=False	[NULL]	
=2188	=6153	=2	=15	=15	=175	=1083	=False	[NULL]	
=2189	=6153	=2	=15	=15	=175	=958	=False	[NULL]	
=2190	=6153	=2	=15	=15	=125	=1083	=False	[NULL]	
=2191	=6154	=2	=15	=15	=75	=857	=False	[NULL]	
=2192	=6154	=2	=15	=15	=75	=857	=False	[NULL]	
=2193	=6154	=2	=15	=15	=75	=857	=False	[NULL]	
=2194	=6155	=3	=25	=30	=100	=1289	=False	[NULL]	
=2195	=6155	=3	=25	=30	=100	=1289	=False	[NULL]	
=2196	=6155	=3	=25	=30	=100	=1289	=False	[NULL]	
=2197	=6156	=3	=25	=30	=100	=1289	=False	[NULL]	
=2198	=6156	=3	=25	=30	=100	=1289	=False	[NULL]	
=2199	=6156	=3	=25	=30	=100	=1289	=False	[NULL]	
=2200	=6157	=3	=25	=30	=100	=1289	=False	[NULL]	
=2201	=6157	=3	=25	=30	=100	=1289	=False	[NULL]	
=2202	=6157	=3	=25	=30	=100	=1289	=False	[NULL]	
=2203	=6158	=3	=25	=30	=100	=1289	=False	[NULL]	
=2204	=6158	=3	=25	=30	=100	=1289	=False	[NULL]	
=2205	=6158	=3	=25	=30	=100	=1289	=False	[NULL]	
=2206	=6159	=3	=25	=30	=100	=1289	=False	[NULL]	
=2207	=6159	=3	=25	=30	=100	=1289	=False	[NULL]	
=2208	=6159	=3	=25	=30	=100	=1289	=False	[NULL]	
=2209	=6160	=3	=25	=30	=100	=1289	=False	[NULL]	
=2210	=6160	=3	=25	=30	=100	=1289	=False	[NULL]	
=2211	=6160	=3	=25	=30	=100	=1289	=False	[NULL]	
=2212	=6161	=3	=25	=30	=100	=1289	=False	[NULL]	
=2213	=6161	=3	=25	=30	=100	=1289	=False	[NULL]	
=2214	=6161	=3	=25	=30	=100	=1289	=False	[NULL]	
=2215	=6162	=3	=25	=30	=500	=1290	=False	[NULL]	
=2216	=6162	=3	=25	=30	=500	=1290	=False	[NULL]	
=2217	=6162	=3	=25	=30	=500	=1290	=False	[NULL]	
=2218	=6163	=3	=25	=30	=500	=1290	=False	[NULL]	
=2219	=6163	=3	=25	=30	=500	=1290	=False	[NULL]	
=2220	=6163	=3	=25	=30	=500	=1290	=False	[NULL]	
=2221	=6164	=3	=25	=30	=500	=1290	=False	[NULL]	
=2222	=6164	=3	=25	=30	=500	=1290	=False	[NULL]	
=2223	=6164	=3	=25	=30	=500	=1290	=False	[NULL]	
=2224	=6549	=0	=6	=6	[NULL]	=932	=False	[NULL]	
=2225	=6549	=0	=3	=3	[NULL]	=1342	=False	[NULL]	
=2226	=6550	=1	=9	=9	=100	=1273	=False	[NULL]	
=2227	=6550	=1	=9	=9	=100	=1273	=False	[NULL]	
=2228	=6550	=1	=9	=9	=100	=966	=False	[NULL]	
=2229	=6550	=1	=9	=9	=100	=966	=False	[NULL]	
=2230	=6550	=1	=9	=9	=100	=966	=False	[NULL]	
=2231	=6550	=1	=9	=9	=100	=1328	=False	[NULL]	
=2232	=6550	=1	=9	=9	=100	=1328	=False	[NULL]	
=2233	=6550	=1	=9	=9	=100	=1328	=False	[NULL]	
=2234	=6550	=1	=9	=9	=100	=1328	=False	[NULL]	
=2235	=6550	=1	=9	=9	=100	=1328	=False	[NULL]	
=2236	=6551	=1	=9	=9	=100	=1276	=False	[NULL]	
=2237	=6551	=1	=9	=9	=100	=1276	=False	[NULL]	
=2238	=6551	=1	=9	=9	=100	=1328	=False	[NULL]	
=2239	=6551	=1	=9	=9	=100	=1328	=False	[NULL]	
=2240	=6551	=1	=9	=9	=100	=1328	=False	[NULL]	
=2241	=6551	=1	=9	=9	=75	=1358	=False	[NULL]	
=2242	=6551	=1	=9	=9	=75	=1361	=False	[NULL]	
=2243	=6551	=1	=9	=9	=100	=966	=False	[NULL]	
=2244	=6551	=1	=9	=9	=100	=966	=False	[NULL]	
=2245	=6551	=1	=9	=9	=100	=966	=False	[NULL]	
=2246	=6551	=1	=9	=9	=100	=966	=False	[NULL]	
=2247	=6551	=1	=9	=9	=100	=966	=False	[NULL]	
=2248	=6552	=1	=9	=9	=100	=869	=False	[NULL]	
=2249	=6552	=1	=9	=9	=100	=869	=False	[NULL]	
=2250	=6552	=1	=9	=9	=100	=869	=False	[NULL]	
=2251	=6552	=1	=9	=9	=100	=869	=False	[NULL]	
=2252	=6552	=1	=9	=9	=100	=869	=False	[NULL]	
=2253	=6552	=1	=9	=9	=100	=869	=False	[NULL]	
=2254	=6552	=1	=9	=9	=100	=869	=False	[NULL]	
=2255	=6552	=1	=9	=9	=100	=869	=False	[NULL]	
=2256	=6553	=1	=9	=9	=100	=1042	=False	[NULL]	
=2257	=6553	=1	=9	=9	=100	=1042	=False	[NULL]	
=2258	=6553	=1	=9	=9	=100	=1042	=False	[NULL]	
=2259	=6553	=1	=9	=9	=100	=1042	=False	[NULL]	
=2260	=6553	=1	=9	=9	=100	=1042	=False	[NULL]	
=2261	=6553	=1	=9	=9	=100	=868	=False	[NULL]	
=2262	=6553	=1	=9	=9	=100	=868	=False	[NULL]	
=2263	=6553	=1	=9	=9	=100	=868	=False	[NULL]	
=2264	=6554	=1	=9	=9	=100	=868	=False	[NULL]	
=2265	=6554	=1	=9	=9	=100	=868	=False	[NULL]	
=2266	=6554	=1	=9	=9	=100	=1362	=False	[NULL]	
=2267	=6554	=1	=9	=9	=100	=1362	=False	[NULL]	
=2268	=6554	=1	=9	=9	=100	=1362	=False	[NULL]	
=2269	=6554	=1	=9	=9	=100	=1362	=False	[NULL]	
=2270	=6554	=1	=9	=9	=100	=1362	=False	[NULL]	
=2271	=6554	=1	=9	=9	=100	=1362	=False	[NULL]	
=2272	=6554	=1	=9	=9	=100	=1362	=False	[NULL]	
=2273	=6555	=1	=9	=9	=100	=866	=False	[NULL]	
=2274	=6555	=1	=9	=9	=100	=866	=False	[NULL]	
=2275	=6555	=1	=9	=9	=100	=866	=False	[NULL]	
=2276	=6555	=1	=9	=9	=100	=866	=False	[NULL]	
=2277	=6555	=1	=9	=9	=100	=866	=False	[NULL]	
=2278	=6555	=1	=9	=9	=100	=866	=False	[NULL]	
=2279	=6555	=1	=9	=9	=100	=866	=False	[NULL]	
=2280	=6555	=1	=9	=9	=100	=866	=False	[NULL]	
=2281	=6556	=1	=6	=6	=125	=968	=False	[NULL]	
=2282	=6556	=1	=6	=6	=125	=968	=False	[NULL]	
=2283	=6556	=1	=6	=6	=50	=968	=False	[NULL]	
=2284	=6556	=1	=6	=6	=50	=1364	=False	[NULL]	
=2285	=6556	=1	=6	=6	=50	=868	=False	[NULL]	
=2286	=6556	=1	=6	=6	=100	=868	=False	[NULL]	
=2287	=6556	=1	=6	=6	=100	=868	=False	[NULL]	
=2288	=6556	=1	=6	=6	=100	=868	=False	[NULL]	
=2289	=6556	=1	=6	=6	=125	=967	=False	[NULL]	
=2290	=6556	=1	=6	=6	=125	=967	=False	[NULL]	
=2291	=6556	=1	=6	=6	=125	=967	=False	[NULL]	
=2292	=6556	=1	=6	=6	=125	=967	=False	[NULL]	
=2293	=6556	=1	=6	=6	=125	=967	=False	[NULL]	
=2294	=6556	=1	=6	=6	=100	=878	=False	[NULL]	
=2295	=6557	=2	=13	=13	=100	=829	=False	[NULL]	
=2296	=6557	=2	=13	=13	=80	=829	=False	[NULL]	
=2297	=6557	=2	=13	=13	=80	=829	=False	[NULL]	
=2298	=6557	=2	=13	=13	=80	=829	=False	[NULL]	
=2299	=6557	=2	=13	=13	=80	=829	=False	[NULL]	
=2300	=6557	=2	=13	=13	=80	=829	=False	[NULL]	
=2301	=6557	=2	=13	=13	=80	=829	=False	[NULL]	
=2302	=6557	=2	=13	=13	=80	=829	=False	[NULL]	
=2303	=6558	=2	=11	=11	=175	=812	=False	[NULL]	
=2304	=6558	=2	=11	=11	=175	=812	=False	[NULL]	
=2305	=6558	=2	=11	=11	=175	=812	=False	[NULL]	
=2306	=6558	=2	=11	=11	=175	=812	=False	[NULL]	
=2307	=6558	=2	=11	=11	=175	=812	=False	[NULL]	
=2308	=6558	=2	=11	=11	=175	=812	=False	[NULL]	
=2309	=6558	=2	=11	=11	=175	=812	=False	[NULL]	
=2310	=6558	=2	=11	=11	=175	=812	=False	[NULL]	
=2311	=6559	=2	=13	=13	=125	=847	=False	[NULL]	
=2312	=6559	=2	=13	=13	=125	=847	=False	[NULL]	
=2313	=6559	=2	=13	=13	=125	=847	=False	[NULL]	
=2314	=6559	=2	=13	=13	=125	=847	=False	[NULL]	
=2315	=6559	=2	=13	=13	=125	=847	=False	[NULL]	
=2316	=6559	=2	=13	=13	=125	=847	=False	[NULL]	
=2317	=6559	=2	=13	=13	=125	=847	=False	[NULL]	
=2318	=6559	=2	=13	=13	=125	=847	=False	[NULL]	
=2319	=6560	=2	=20	=20	=150	=843	=False	[NULL]	
=2320	=6560	=2	=20	=20	=150	=843	=False	[NULL]	
=2321	=6560	=2	=20	=20	=150	=843	=False	[NULL]	
=2322	=6560	=2	=20	=20	=150	=843	=False	[NULL]	
=2323	=6560	=2	=20	=20	=150	=843	=False	[NULL]	
=2324	=6560	=2	=20	=20	=150	=843	=False	[NULL]	
=2325	=6560	=2	=20	=20	=150	=843	=False	[NULL]	
=2326	=6560	=2	=20	=20	=150	=843	=False	[NULL]	
=2327	=6561	=2	=13	=13	=75	=1272	=False	[NULL]	
=2328	=6561	=2	=13	=13	=150	=1272	=False	[NULL]	
=2329	=6561	=2	=13	=13	=150	=1272	=False	[NULL]	
=2330	=6561	=2	=13	=13	=150	=1272	=False	[NULL]	
=2331	=6561	=2	=13	=13	=125	=1017	=False	[NULL]	
=2332	=6561	=2	=13	=13	=125	=1017	=False	[NULL]	
=2333	=6561	=2	=13	=13	=125	=1017	=False	[NULL]	
=2334	=6561	=2	=13	=13	=125	=1017	=False	[NULL]	
=2335	=6561	=2	=13	=13	=125	=1017	=False	[NULL]	
=2336	=6562	=2	=15	=15	=175	=862	=False	[NULL]	
=2337	=6562	=2	=15	=15	=80	=862	=False	[NULL]	
=2338	=6562	=2	=15	=15	=80	=862	=False	[NULL]	
=2339	=6562	=2	=15	=15	=80	=862	=False	[NULL]	
=2340	=6562	=2	=15	=15	=80	=862	=False	[NULL]	
=2341	=6562	=2	=15	=15	=80	=862	=False	[NULL]	
=2342	=6562	=2	=15	=15	=80	=862	=False	[NULL]	
=2343	=6562	=2	=15	=15	=80	=862	=False	[NULL]	
=2344	=6563	=2	=13	=13	=75	=851	=False	[NULL]	
=2345	=6563	=2	=13	=13	=100	=851	=False	[NULL]	
=2346	=6563	=2	=13	=13	=100	=851	=False	[NULL]	
=2347	=6563	=2	=13	=13	=100	=851	=False	[NULL]	
=2348	=6563	=2	=13	=13	=100	=851	=False	[NULL]	
=2349	=6563	=2	=13	=13	=100	=851	=False	[NULL]	
=2350	=6563	=2	=13	=13	=100	=851	=False	[NULL]	
=2351	=6563	=2	=13	=13	=100	=851	=False	[NULL]	
=2352	=6564	=2	=15	=15	=125	=957	=False	[NULL]	
=2353	=6564	=2	=15	=15	=80	=957	=False	[NULL]	
=2354	=6564	=2	=15	=15	=80	=957	=False	[NULL]	
=2355	=6564	=2	=15	=15	=80	=957	=False	[NULL]	
=2356	=6564	=2	=15	=15	=80	=957	=False	[NULL]	
=2357	=6564	=2	=15	=15	=80	=957	=False	[NULL]	
=2358	=6564	=2	=15	=15	=80	=957	=False	[NULL]	
=2359	=6564	=2	=15	=15	=80	=957	=False	[NULL]	
=2360	=6565	=2	=15	=15	=75	=1158	=False	[NULL]	
=2361	=6565	=2	=15	=15	=80	=1158	=False	[NULL]	
=2362	=6565	=2	=15	=15	=80	=1158	=False	[NULL]	
=2363	=6565	=2	=15	=15	=80	=1158	=False	[NULL]	
=2364	=6565	=2	=15	=15	=80	=1158	=False	[NULL]	
=2365	=6565	=2	=15	=15	=80	=1158	=False	[NULL]	
=2366	=6565	=2	=15	=15	=80	=1158	=False	[NULL]	
=2367	=6565	=2	=15	=15	=80	=1158	=False	[NULL]	
=2368	=6566	=2	=11	=11	=75	=1260	=False	[NULL]	
=2369	=6566	=2	=11	=11	=125	=1260	=False	[NULL]	
=2370	=6566	=2	=11	=11	=80	=827	=False	[NULL]	
=2371	=6566	=2	=11	=11	=80	=827	=False	[NULL]	
=2372	=6566	=2	=11	=11	=80	=827	=False	[NULL]	
=2373	=6566	=2	=11	=11	=80	=827	=False	[NULL]	
=2374	=6566	=2	=11	=11	=80	=827	=False	[NULL]	
=2375	=6566	=2	=11	=11	=80	=827	=False	[NULL]	
=2376	=6566	=2	=11	=11	=80	=827	=False	[NULL]	
=2377	=6567	=2	=11	=11	=75	=860	=False	[NULL]	
=2378	=6567	=2	=11	=11	=75	=860	=False	[NULL]	
=2379	=6567	=2	=11	=11	=125	=1155	=False	[NULL]	
=2380	=6567	=2	=11	=11	=100	=1155	=False	[NULL]	
=2381	=6567	=2	=11	=11	=100	=1155	=False	[NULL]	
=2382	=6567	=2	=11	=11	=100	=1155	=False	[NULL]	
=2383	=6567	=2	=11	=11	=100	=1155	=False	[NULL]	
=2384	=6567	=2	=11	=11	=100	=1155	=False	[NULL]	
=2385	=6567	=2	=11	=11	=100	=1155	=False	[NULL]	
=2386	=6567	=2	=11	=11	=100	=1155	=False	[NULL]	
=2387	=6568	=2	=15	=15	=80	=827	=False	[NULL]	
=2388	=6568	=2	=15	=15	=175	=958	=False	[NULL]	
=2389	=6568	=2	=15	=15	=175	=958	=False	[NULL]	
=2390	=6568	=2	=15	=15	=175	=958	=False	[NULL]	
=2391	=6568	=2	=15	=15	=175	=958	=False	[NULL]	
=2392	=6568	=2	=15	=15	=175	=958	=False	[NULL]	
=2393	=6568	=2	=15	=15	=175	=958	=False	[NULL]	
=2394	=6568	=2	=15	=15	=175	=958	=False	[NULL]	
=2395	=6569	=2	=10	=15	=100	=1155	=False	[NULL]	
=2396	=6569	=2	=15	=15	=125	=1155	=False	[NULL]	
=2397	=6569	=2	=15	=15	=75	=860	=False	[NULL]	
=2398	=6569	=2	=15	=15	=75	=860	=False	[NULL]	
=2399	=6569	=2	=15	=15	=75	=860	=False	[NULL]	
=2400	=6569	=2	=15	=15	=75	=860	=False	[NULL]	
=2401	=6569	=2	=15	=15	=75	=860	=False	[NULL]	
=2402	=6569	=2	=15	=15	=75	=860	=False	[NULL]	
=2403	=6569	=2	=15	=15	=75	=860	=False	[NULL]	
=2404	=6570	=2	=17	=17	=125	=819	=False	[NULL]	
=2405	=6570	=2	=17	=17	=125	=819	=False	[NULL]	
=2406	=6570	=2	=17	=17	=125	=819	=False	[NULL]	
=2407	=6570	=2	=17	=17	=125	=819	=False	[NULL]	
=2408	=6570	=2	=17	=17	=125	=819	=False	[NULL]	
=2409	=6570	=2	=17	=17	=125	=819	=False	[NULL]	
=2410	=6570	=2	=17	=17	=125	=819	=False	[NULL]	
=2411	=6570	=2	=17	=17	=125	=819	=False	[NULL]	
=2412	=6571	=2	=17	=17	=150	=1241	=False	[NULL]	
=2413	=6571	=2	=17	=17	=150	=1241	=False	[NULL]	
=2414	=6571	=2	=17	=17	=150	=1241	=False	[NULL]	
=2415	=6571	=2	=17	=17	=150	=1241	=False	[NULL]	
=2416	=6571	=2	=17	=17	=150	=1241	=False	[NULL]	
=2417	=6571	=2	=17	=17	=150	=1241	=False	[NULL]	
=2418	=6571	=2	=17	=17	=150	=1241	=False	[NULL]	
=2419	=6571	=2	=17	=17	=150	=1241	=False	[NULL]	
=2420	=6572	=2	=17	=17	=125	=807	=False	[NULL]	
=2421	=6572	=2	=17	=17	=125	=807	=False	[NULL]	
=2422	=6572	=2	=17	=17	=125	=807	=False	[NULL]	
=2423	=6572	=2	=17	=17	=125	=807	=False	[NULL]	
=2424	=6572	=2	=17	=17	=125	=807	=False	[NULL]	
=2425	=6572	=2	=17	=17	=125	=807	=False	[NULL]	
=2426	=6572	=2	=17	=17	=125	=807	=False	[NULL]	
=2427	=6572	=2	=17	=17	=125	=807	=False	[NULL]	
=2428	=6573	=2	=17	=17	=125	=797	=False	[NULL]	
=2429	=6573	=2	=17	=17	=125	=797	=False	[NULL]	
=2430	=6573	=2	=17	=17	=125	=797	=False	[NULL]	
=2431	=6573	=2	=17	=17	=125	=797	=False	[NULL]	
=2432	=6573	=2	=17	=17	=125	=811	=False	[NULL]	
=2433	=6573	=2	=17	=17	=125	=811	=False	[NULL]	
=2434	=6573	=2	=17	=17	=125	=811	=False	[NULL]	
=2435	=6573	=2	=17	=17	=125	=811	=False	[NULL]	
=2436	=6573	=2	=17	=17	=125	=811	=False	[NULL]	
=2437	=6574	=2	=20	=20	=125	=815	=False	[NULL]	
=2438	=6574	=2	=20	=20	=125	=815	=False	[NULL]	
=2439	=6574	=2	=20	=20	=125	=815	=False	[NULL]	
=2440	=6574	=2	=20	=20	=125	=815	=False	[NULL]	
=2441	=6574	=2	=20	=20	=125	=815	=False	[NULL]	
=2442	=6574	=2	=20	=20	=125	=815	=False	[NULL]	
=2443	=6574	=2	=20	=20	=125	=815	=False	[NULL]	
