Id	SupplierId	ItemId	Code	
=4282	=8	=956	[NULL]	
=4283	=8	=957	[NULL]	
=4284	=8	=958	[NULL]	
=4285	=8	=959	[NULL]	
=4286	=8	=960	[NULL]	
=4287	=8	=961	[NULL]	
=4288	=8	=962	[NULL]	
=4289	=8	=963	[NULL]	
=4290	=8	=964	[NULL]	
=4291	=8	=965	[NULL]	
=4292	=8	=966	[NULL]	
=4293	=8	=967	[NULL]	
=4294	=8	=968	[NULL]	
=4295	=8	=969	[NULL]	
=4296	=8	=970	[NULL]	
=4297	=8	=971	[NULL]	
=4298	=8	=972	[NULL]	
=4299	=8	=973	[NULL]	
=4300	=8	=974	[NULL]	
=4301	=8	=975	[NULL]	
=4302	=8	=976	[NULL]	
=4303	=8	=977	[NULL]	
=4304	=8	=978	[NULL]	
=4305	=8	=979	[NULL]	
=4306	=8	=980	[NULL]	
=4307	=8	=981	[NULL]	
=4308	=8	=982	[NULL]	
=4309	=8	=983	[NULL]	
=4310	=8	=984	[NULL]	
=4311	=8	=985	[NULL]	
=4312	=8	=986	[NULL]	
=4313	=8	=987	[NULL]	
=4314	=8	=988	[NULL]	
=4315	=8	=989	[NULL]	
=4316	=8	=990	[NULL]	
=4317	=8	=991	[NULL]	
=4318	=8	=992	[NULL]	
=4319	=8	=993	[NULL]	
=4320	=8	=994	[NULL]	
=4321	=8	=995	[NULL]	
=4322	=8	=996	[NULL]	
=4323	=8	=997	[NULL]	
=4324	=8	=998	[NULL]	
=4325	=8	=999	[NULL]	
=4326	=8	=1000	[NULL]	
=4327	=8	=1001	[NULL]	
=4328	=8	=1002	[NULL]	
=4329	=8	=1003	[NULL]	
=4330	=8	=1004	[NULL]	
=4331	=8	=1005	[NULL]	
=4332	=8	=1006	[NULL]	
=4333	=8	=1007	[NULL]	
=4334	=8	=1008	[NULL]	
=4335	=8	=1009	[NULL]	
=4336	=8	=1010	[NULL]	
=4337	=8	=1011	[NULL]	
=4338	=8	=1012	[NULL]	
=4339	=8	=1013	[NULL]	
=4340	=8	=1014	[NULL]	
=4341	=8	=1015	[NULL]	
=4342	=8	=1016	[NULL]	
=4343	=8	=1017	[NULL]	
=4344	=8	=1018	[NULL]	
=4345	=8	=1019	[NULL]	
=4346	=8	=1021	[NULL]	
=4347	=8	=1022	[NULL]	
=4348	=8	=1023	[NULL]	
=4349	=8	=1024	[NULL]	
=4350	=8	=1025	[NULL]	
=4351	=8	=1026	[NULL]	
=4352	=8	=1027	[NULL]	
=4353	=8	=1028	[NULL]	
=4354	=8	=1029	[NULL]	
=4355	=8	=1030	[NULL]	
=4356	=8	=1031	[NULL]	
=4357	=8	=1032	[NULL]	
=4358	=8	=1033	[NULL]	
=4359	=8	=1034	[NULL]	
=4360	=8	=1035	[NULL]	
=4361	=8	=1036	[NULL]	
=4362	=8	=1037	[NULL]	
=4363	=8	=1038	[NULL]	
=4364	=8	=1039	[NULL]	
=4365	=8	=1040	[NULL]	
=4366	=8	=1041	[NULL]	
=4367	=8	=1042	[NULL]	
=4368	=8	=1043	[NULL]	
=4369	=8	=1044	[NULL]	
=4370	=8	=1045	[NULL]	
=4371	=8	=1046	[NULL]	
=4372	=8	=1047	[NULL]	
=4373	=8	=1048	[NULL]	
=4374	=8	=1049	[NULL]	
=4375	=8	=1050	[NULL]	
=4376	=8	=1051	[NULL]	
=4377	=8	=1052	[NULL]	
=4378	=8	=1053	[NULL]	
=4379	=8	=1054	[NULL]	
=4380	=8	=1055	[NULL]	
=4381	=8	=1056	[NULL]	
=4382	=8	=1057	[NULL]	
=4383	=8	=1058	[NULL]	
=4384	=8	=1059	[NULL]	
=4385	=8	=1060	[NULL]	
=4386	=8	=1061	[NULL]	
=4387	=8	=1062	[NULL]	
=4388	=8	=1063	[NULL]	
=4389	=8	=1064	[NULL]	
=4390	=8	=1065	[NULL]	
=4391	=8	=1066	[NULL]	
=4392	=8	=1067	[NULL]	
=4393	=8	=1068	[NULL]	
=4394	=8	=1069	[NULL]	
=4395	=8	=1070	[NULL]	
=4396	=8	=1072	[NULL]	
=4397	=8	=1073	[NULL]	
=4398	=8	=1074	[NULL]	
=4399	=8	=1075	[NULL]	
=4400	=8	=1076	[NULL]	
=4403	=9	=247	[NULL]	
=4404	=9	=248	[NULL]	
=4405	=9	=249	[NULL]	
=4406	=9	=250	[NULL]	
=4407	=9	=251	[NULL]	
=4408	=9	=252	[NULL]	
=4409	=9	=253	[NULL]	
=4410	=9	=254	[NULL]	
=4411	=9	=256	[NULL]	
=4412	=9	=258	[NULL]	
=4413	=9	=259	[NULL]	
=4414	=9	=260	[NULL]	
=4415	=9	=261	[NULL]	
=4416	=9	=264	[NULL]	
=4417	=9	=267	[NULL]	
=4418	=9	=268	[NULL]	
=4419	=9	=269	[NULL]	
=4420	=9	=272	[NULL]	
=4421	=9	=273	[NULL]	
=4422	=9	=274	[NULL]	
=4423	=9	=275	[NULL]	
=4424	=9	=280	[NULL]	
=4425	=9	=281	[NULL]	
=4426	=9	=282	[NULL]	
=4427	=9	=283	[NULL]	
=4428	=9	=284	[NULL]	
=4429	=9	=285	[NULL]	
=4430	=9	=286	[NULL]	
=4431	=9	=288	[NULL]	
=4432	=9	=289	[NULL]	
=4433	=9	=291	[NULL]	
=4434	=9	=292	[NULL]	
=4435	=9	=296	[NULL]	
=4436	=9	=299	[NULL]	
=4437	=9	=301	[NULL]	
=4438	=9	=308	[NULL]	
=4439	=9	=309	[NULL]	
=4440	=9	=310	[NULL]	
=4441	=9	=311	[NULL]	
=4442	=9	=312	[NULL]	
=4443	=9	=313	[NULL]	
=4444	=9	=316	[NULL]	
=4445	=9	=317	[NULL]	
=4446	=9	=318	[NULL]	
=4447	=9	=319	[NULL]	
=4448	=9	=321	[NULL]	
=4449	=9	=322	[NULL]	
=4450	=9	=324	[NULL]	
=4451	=9	=325	[NULL]	
=4452	=9	=327	[NULL]	
=4453	=9	=329	[NULL]	
=4454	=9	=330	[NULL]	
=4455	=9	=331	[NULL]	
=4456	=9	=336	[NULL]	
=4457	=9	=337	[NULL]	
=4458	=9	=341	[NULL]	
=4459	=9	=343	[NULL]	
=4460	=9	=347	[NULL]	
=4461	=9	=348	[NULL]	
=4462	=9	=350	[NULL]	
=4463	=9	=351	[NULL]	
=4464	=9	=352	[NULL]	
=4465	=9	=353	[NULL]	
=4466	=9	=354	[NULL]	
=4467	=9	=356	[NULL]	
=4468	=9	=357	[NULL]	
=4469	=9	=358	[NULL]	
=4470	=9	=359	[NULL]	
=4471	=9	=364	[NULL]	
=4472	=9	=365	[NULL]	
=4473	=9	=366	[NULL]	
=4474	=9	=367	[NULL]	
=4475	=9	=373	[NULL]	
=4476	=9	=375	[NULL]	
=4477	=9	=376	[NULL]	
=4478	=9	=377	[NULL]	
=4479	=9	=380	[NULL]	
=4480	=9	=381	[NULL]	
=4481	=9	=382	[NULL]	
=4482	=9	=383	[NULL]	
=4483	=9	=384	[NULL]	
=4484	=9	=385	[NULL]	
=4485	=9	=387	[NULL]	
=4486	=9	=389	[NULL]	
=4487	=9	=395	[NULL]	
=4488	=9	=397	[NULL]	
=4489	=9	=400	[NULL]	
=4490	=9	=402	[NULL]	
=4491	=9	=404	[NULL]	
=4492	=9	=405	[NULL]	
=4493	=9	=407	[NULL]	
=4494	=9	=409	[NULL]	
=4495	=9	=411	[NULL]	
=4496	=9	=412	[NULL]	
=4497	=9	=414	[NULL]	
=4498	=9	=415	[NULL]	
=4499	=9	=417	[NULL]	
=4500	=9	=420	[NULL]	
=4501	=9	=421	[NULL]	
=4502	=9	=422	[NULL]	
=4503	=9	=423	[NULL]	
=4504	=9	=425	[NULL]	
=4505	=9	=426	[NULL]	
=4506	=9	=427	[NULL]	
=4507	=9	=430	[NULL]	
=4508	=9	=432	[NULL]	
=4509	=9	=435	[NULL]	
=4510	=9	=437	[NULL]	
=4511	=9	=439	[NULL]	
=4512	=9	=441	[NULL]	
=4513	=9	=444	[NULL]	
=4514	=9	=445	[NULL]	
=4515	=9	=446	[NULL]	
=4516	=9	=447	[NULL]	
=4517	=9	=451	[NULL]	
=4518	=9	=452	[NULL]	
=4519	=9	=453	[NULL]	
=4520	=9	=454	[NULL]	
=4521	=9	=455	[NULL]	
=4522	=9	=456	[NULL]	
=4523	=9	=458	[NULL]	
=4524	=9	=459	[NULL]	
=4525	=9	=467	[NULL]	
=4526	=9	=474	[NULL]	
=4527	=9	=476	[NULL]	
=4528	=9	=477	[NULL]	
=4529	=9	=480	[NULL]	
=4530	=9	=481	[NULL]	
=4531	=9	=486	[NULL]	
=4532	=9	=494	[NULL]	
=4533	=9	=496	[NULL]	
=4534	=9	=498	[NULL]	
=4535	=9	=503	[NULL]	
=4536	=9	=507	[NULL]	
=4537	=9	=512	[NULL]	
=4538	=9	=523	[NULL]	
=4539	=9	=524	[NULL]	
=4540	=9	=525	[NULL]	
=4541	=9	=527	[NULL]	
=4542	=9	=528	[NULL]	
=4543	=9	=530	[NULL]	
=4544	=9	=543	[NULL]	
=4545	=9	=544	[NULL]	
=4546	=9	=549	[NULL]	
=4547	=9	=556	[NULL]	
=4548	=9	=558	[NULL]	
=4549	=9	=561	[NULL]	
=4550	=9	=568	[NULL]	
=4551	=9	=569	[NULL]	
=4552	=9	=570	[NULL]	
=4553	=9	=571	[NULL]	
=4554	=9	=572	[NULL]	
=4555	=9	=573	[NULL]	
=4556	=9	=574	[NULL]	
=4557	=9	=575	[NULL]	
=4558	=9	=577	[NULL]	
=4559	=9	=578	[NULL]	
=4560	=9	=580	[NULL]	
=4561	=9	=583	[NULL]	
=4562	=9	=584	[NULL]	
=4563	=9	=585	[NULL]	
=4564	=9	=586	[NULL]	
=4565	=9	=587	[NULL]	
=4566	=9	=588	[NULL]	
=4567	=9	=589	[NULL]	
=4568	=9	=590	[NULL]	
=4569	=9	=593	[NULL]	
=4570	=9	=594	[NULL]	
=4571	=9	=599	[NULL]	
=4572	=9	=603	[NULL]	
=4573	=9	=604	[NULL]	
=4574	=9	=607	[NULL]	
=4575	=9	=609	[NULL]	
=4576	=9	=610	[NULL]	
=4577	=9	=611	[NULL]	
=4578	=9	=614	[NULL]	
=4579	=9	=615	[NULL]	
=4580	=9	=618	[NULL]	
=4581	=9	=619	[NULL]	
=4582	=9	=622	[NULL]	
=4583	=9	=623	[NULL]	
=4584	=9	=624	[NULL]	
=4585	=9	=625	[NULL]	
=4586	=9	=626	[NULL]	
=4587	=9	=627	[NULL]	
=4588	=9	=631	[NULL]	
=4589	=9	=633	[NULL]	
=4590	=9	=634	[NULL]	
=4591	=9	=635	[NULL]	
=4592	=9	=637	[NULL]	
=4593	=9	=639	[NULL]	
=4594	=9	=649	[NULL]	
=4595	=9	=650	[NULL]	
=4596	=9	=651	[NULL]	
=4597	=9	=652	[NULL]	
=4598	=9	=653	[NULL]	
=4599	=9	=654	[NULL]	
=4600	=9	=655	[NULL]	
=4601	=9	=656	[NULL]	
=4602	=9	=657	[NULL]	
=4603	=9	=658	[NULL]	
=4604	=9	=659	[NULL]	
=4605	=9	=660	[NULL]	
=4606	=9	=661	[NULL]	
=4607	=9	=662	[NULL]	
=4608	=9	=663	[NULL]	
=4609	=9	=664	[NULL]	
=4610	=9	=665	[NULL]	
=4611	=9	=666	[NULL]	
=4612	=9	=667	[NULL]	
=4613	=9	=668	[NULL]	
=4614	=9	=671	[NULL]	
=4615	=9	=672	[NULL]	
=4616	=9	=673	[NULL]	
=4617	=9	=677	[NULL]	
=4618	=9	=678	[NULL]	
=4619	=9	=681	[NULL]	
=4620	=9	=682	[NULL]	
=4621	=9	=685	[NULL]	
=4622	=9	=686	[NULL]	
=4623	=9	=687	[NULL]	
=4624	=9	=692	[NULL]	
=4625	=9	=695	[NULL]	
=4626	=9	=696	[NULL]	
=4627	=9	=697	[NULL]	
=4628	=9	=700	[NULL]	
=4629	=9	=703	[NULL]	
=4630	=9	=705	[NULL]	
=4631	=9	=706	[NULL]	
=4632	=9	=707	[NULL]	
=4633	=9	=711	[NULL]	
=4634	=9	=713	[NULL]	
=4635	=9	=714	[NULL]	
=4636	=9	=715	[NULL]	
=4637	=9	=716	[NULL]	
=4638	=9	=718	[NULL]	
=4639	=9	=719	[NULL]	
=4640	=9	=725	[NULL]	
=4641	=9	=726	[NULL]	
=4642	=9	=727	[NULL]	
=4643	=9	=728	[NULL]	
=4644	=9	=729	[NULL]	
=4645	=9	=730	[NULL]	
=4646	=9	=731	[NULL]	
=4647	=9	=732	[NULL]	
=4648	=9	=733	[NULL]	
=4649	=9	=734	[NULL]	
=4650	=9	=735	[NULL]	
=4651	=9	=736	[NULL]	
=4652	=9	=738	[NULL]	
=4653	=9	=739	[NULL]	
=4654	=9	=745	[NULL]	
=4655	=9	=746	[NULL]	
=4656	=9	=749	[NULL]	
=4657	=9	=752	[NULL]	
=4658	=9	=753	[NULL]	
=4659	=9	=754	[NULL]	
=4660	=9	=757	[NULL]	
=4661	=9	=758	[NULL]	
=4662	=9	=759	[NULL]	
=4663	=9	=760	[NULL]	
=4664	=9	=761	[NULL]	
=4665	=9	=762	[NULL]	
=4666	=9	=763	[NULL]	
=4667	=9	=764	[NULL]	
=4668	=9	=765	[NULL]	
=4669	=9	=766	[NULL]	
=4670	=9	=767	[NULL]	
=4671	=9	=770	[NULL]	
=4672	=9	=771	[NULL]	
=4673	=9	=772	[NULL]	
=4674	=9	=773	[NULL]	
=4675	=9	=774	[NULL]	
=4676	=9	=775	[NULL]	
=4677	=9	=776	[NULL]	
=4678	=9	=777	[NULL]	
=4679	=9	=778	[NULL]	
=4680	=9	=779	[NULL]	
=4681	=9	=780	[NULL]	
=4682	=9	=781	[NULL]	
=4683	=9	=782	[NULL]	
=4684	=9	=783	[NULL]	
=4685	=9	=784	[NULL]	
=4686	=9	=785	[NULL]	
=4687	=9	=788	[NULL]	
=4688	=9	=789	[NULL]	
=4689	=9	=791	[NULL]	
=4690	=9	=792	[NULL]	
=4691	=9	=793	[NULL]	
=4692	=9	=794	[NULL]	
=4693	=9	=797	[NULL]	
=4694	=9	=798	[NULL]	
=4695	=9	=799	[NULL]	
=4696	=9	=800	[NULL]	
=4697	=9	=801	[NULL]	
=4698	=9	=802	[NULL]	
=4699	=9	=803	[NULL]	
=4700	=9	=804	[NULL]	
=4701	=9	=805	[NULL]	
=4702	=9	=806	[NULL]	
=4703	=9	=807	[NULL]	
=4704	=9	=808	[NULL]	
=4705	=9	=809	[NULL]	
=4706	=9	=810	[NULL]	
=4707	=9	=811	[NULL]	
=4708	=9	=812	[NULL]	
=4709	=9	=813	[NULL]	
=4710	=9	=814	[NULL]	
=4711	=9	=815	[NULL]	
=4712	=9	=816	[NULL]	
=4713	=9	=817	[NULL]	
=4714	=9	=818	[NULL]	
=4715	=9	=819	[NULL]	
=4716	=9	=820	[NULL]	
=4717	=9	=821	[NULL]	
=4718	=9	=822	[NULL]	
=4719	=9	=823	[NULL]	
=4720	=9	=825	[NULL]	
=4721	=9	=826	[NULL]	
=4722	=9	=827	[NULL]	
=4723	=9	=828	[NULL]	
=4724	=9	=829	[NULL]	
=4725	=9	=830	[NULL]	
=4726	=9	=831	[NULL]	
=4727	=9	=832	[NULL]	
=4728	=9	=833	[NULL]	
=4729	=9	=834	[NULL]	
=4730	=9	=835	[NULL]	
=4731	=9	=836	[NULL]	
=4732	=9	=837	[NULL]	
=4733	=9	=838	[NULL]	
=4734	=9	=839	[NULL]	
=4735	=9	=840	[NULL]	
=4736	=9	=841	[NULL]	
=4737	=9	=842	[NULL]	
=4738	=9	=849	[NULL]	
=4739	=9	=850	[NULL]	
=4740	=9	=851	[NULL]	
=4741	=9	=852	[NULL]	
=4742	=9	=853	[NULL]	
=4743	=9	=854	[NULL]	
=4744	=9	=855	[NULL]	
=4745	=9	=856	[NULL]	
=4746	=9	=857	[NULL]	
=4747	=9	=858	[NULL]	
=4748	=9	=859	[NULL]	
=4749	=9	=862	[NULL]	
=4750	=9	=864	[NULL]	
=4751	=9	=866	[NULL]	
=4752	=9	=867	[NULL]	
=4753	=9	=868	[NULL]	
=4754	=9	=869	[NULL]	
=4755	=9	=870	[NULL]	
=4756	=9	=871	[NULL]	
=4757	=9	=872	[NULL]	
=4758	=9	=873	[NULL]	
=4759	=9	=874	[NULL]	
=4760	=9	=875	[NULL]	
=4761	=9	=876	[NULL]	
=4762	=9	=880	[NULL]	
=4763	=9	=881	[NULL]	
=4764	=9	=882	[NULL]	
=4765	=9	=883	[NULL]	
=4766	=9	=884	[NULL]	
=4767	=9	=885	[NULL]	
=4768	=9	=886	[NULL]	
=4769	=9	=889	[NULL]	
=4770	=9	=890	[NULL]	
=4771	=9	=891	[NULL]	
=4772	=9	=892	[NULL]	
=4773	=9	=894	[NULL]	
=4774	=9	=895	[NULL]	
=4775	=9	=897	[NULL]	
=4776	=9	=898	[NULL]	
=4777	=9	=899	[NULL]	
=4778	=9	=900	[NULL]	
=4779	=9	=901	[NULL]	
=4780	=9	=902	[NULL]	
=4781	=9	=903	[NULL]	
=4782	=9	=904	[NULL]	
=4783	=9	=905	[NULL]	
=4784	=9	=906	[NULL]	
=4785	=9	=907	[NULL]	
=4786	=9	=908	[NULL]	
=4787	=9	=909	[NULL]	
=4788	=9	=910	[NULL]	
=4789	=9	=911	[NULL]	
=4790	=9	=912	[NULL]	
=4791	=9	=913	[NULL]	
=4792	=9	=914	[NULL]	
=4793	=9	=915	[NULL]	
=4794	=9	=916	[NULL]	
=4795	=9	=917	[NULL]	
=4796	=9	=918	[NULL]	
=4797	=9	=920	[NULL]	
=4798	=9	=921	[NULL]	
=4799	=9	=922	[NULL]	
=4800	=9	=923	[NULL]	
=4801	=9	=924	[NULL]	
=4802	=9	=925	[NULL]	
=4803	=9	=926	[NULL]	
=4804	=9	=927	[NULL]	
=4805	=9	=928	[NULL]	
=4806	=9	=929	[NULL]	
=4807	=9	=930	[NULL]	
=4808	=9	=931	[NULL]	
=4809	=9	=932	[NULL]	
=4810	=9	=933	[NULL]	
=4811	=9	=934	[NULL]	
=4812	=9	=935	[NULL]	
=4813	=9	=936	[NULL]	
=4814	=9	=937	[NULL]	
=4815	=9	=938	[NULL]	
=4816	=9	=939	[NULL]	
=4817	=9	=940	[NULL]	
=4818	=9	=941	[NULL]	
=4819	=9	=942	[NULL]	
=4820	=9	=943	[NULL]	
=4821	=9	=944	[NULL]	
=4822	=9	=945	[NULL]	
=4823	=9	=946	[NULL]	
=4824	=9	=947	[NULL]	
=4825	=9	=948	[NULL]	
=4826	=9	=949	[NULL]	
=4827	=9	=950	[NULL]	
=4828	=9	=951	[NULL]	
=4829	=9	=952	[NULL]	
=4830	=9	=954	[NULL]	
=4831	=9	=955	[NULL]	
=4832	=9	=956	[NULL]	
=4833	=9	=957	[NULL]	
=4834	=9	=958	[NULL]	
=4835	=9	=959	[NULL]	
=4836	=9	=960	[NULL]	
=4837	=9	=961	[NULL]	
=4838	=9	=962	[NULL]	
=4839	=9	=963	[NULL]	
=4840	=9	=964	[NULL]	
=4841	=9	=965	[NULL]	
=4842	=9	=966	[NULL]	
=4843	=9	=967	[NULL]	
=4844	=9	=968	[NULL]	
=4845	=9	=969	[NULL]	
=4846	=9	=970	[NULL]	
=4847	=9	=971	[NULL]	
=4848	=9	=972	[NULL]	
=4849	=9	=973	[NULL]	
=4850	=9	=974	[NULL]	
=4851	=9	=975	[NULL]	
=4852	=9	=976	[NULL]	
=4853	=9	=977	[NULL]	
=4854	=9	=978	[NULL]	
=4855	=9	=979	[NULL]	
=4856	=9	=980	[NULL]	
=4857	=9	=981	[NULL]	
=4858	=9	=982	[NULL]	
=4859	=9	=983	[NULL]	
=4860	=9	=984	[NULL]	
=4861	=9	=985	[NULL]	
=4862	=9	=986	[NULL]	
=4863	=9	=987	[NULL]	
=4864	=9	=988	[NULL]	
=4865	=9	=989	[NULL]	
=4866	=9	=990	[NULL]	
=4867	=9	=991	[NULL]	
=4868	=9	=992	[NULL]	
=4869	=9	=993	[NULL]	
=4870	=9	=994	[NULL]	
=4871	=9	=995	[NULL]	
=4872	=9	=996	[NULL]	
=4873	=9	=997	[NULL]	
=4874	=9	=998	[NULL]	
=4875	=9	=999	[NULL]	
=4876	=9	=1000	[NULL]	
=4877	=9	=1001	[NULL]	
=4878	=9	=1002	[NULL]	
=4879	=9	=1003	[NULL]	
=4880	=9	=1004	[NULL]	
=4881	=9	=1005	[NULL]	
=4882	=9	=1006	[NULL]	
=4883	=9	=1007	[NULL]	
=4884	=9	=1008	[NULL]	
=4885	=9	=1009	[NULL]	
=4886	=9	=1010	[NULL]	
=4887	=9	=1011	[NULL]	
=4888	=9	=1012	[NULL]	
=4889	=9	=1013	[NULL]	
=4890	=9	=1014	[NULL]	
=4891	=9	=1015	[NULL]	
=4892	=9	=1016	[NULL]	
=4893	=9	=1017	[NULL]	
=4894	=9	=1018	[NULL]	
=4895	=9	=1019	[NULL]	
=4896	=9	=1021	[NULL]	
=4897	=9	=1022	[NULL]	
=4898	=9	=1023	[NULL]	
=4899	=9	=1024	[NULL]	
=4900	=9	=1025	[NULL]	
=4901	=9	=1026	[NULL]	
=4902	=9	=1027	[NULL]	
=4903	=9	=1028	[NULL]	
=4904	=9	=1029	[NULL]	
=4905	=9	=1030	[NULL]	
=4906	=9	=1031	[NULL]	
=4907	=9	=1032	[NULL]	
=4908	=9	=1033	[NULL]	
=4909	=9	=1034	[NULL]	
=4910	=9	=1035	[NULL]	
=4911	=9	=1036	[NULL]	
=4912	=9	=1037	[NULL]	
=4913	=9	=1038	[NULL]	
=4914	=9	=1039	[NULL]	
=4915	=9	=1040	[NULL]	
=4916	=9	=1041	[NULL]	
=4917	=9	=1042	[NULL]	
=4918	=9	=1043	[NULL]	
=4919	=9	=1044	[NULL]	
=4920	=9	=1045	[NULL]	
=4921	=9	=1046	[NULL]	
=4922	=9	=1047	[NULL]	
=4923	=9	=1048	[NULL]	
=4924	=9	=1049	[NULL]	
=4925	=9	=1050	[NULL]	
=4926	=9	=1051	[NULL]	
=4927	=9	=1052	[NULL]	
=4928	=9	=1053	[NULL]	
=4929	=9	=1054	[NULL]	
=4930	=9	=1055	[NULL]	
=4931	=9	=1056	[NULL]	
=4932	=9	=1057	[NULL]	
=4933	=9	=1058	[NULL]	
=4934	=9	=1059	[NULL]	
=4935	=9	=1060	[NULL]	
=4936	=9	=1061	[NULL]	
=4937	=9	=1062	[NULL]	
=4938	=9	=1063	[NULL]	
=4939	=9	=1064	[NULL]	
=4940	=9	=1065	[NULL]	
=4941	=9	=1066	[NULL]	
=4942	=9	=1067	[NULL]	
=4943	=9	=1068	[NULL]	
=4944	=9	=1069	[NULL]	
=4945	=9	=1070	[NULL]	
=4946	=9	=1072	[NULL]	
=4947	=9	=1073	[NULL]	
=4948	=9	=1074	[NULL]	
=4949	=9	=1075	[NULL]	
=4950	=9	=1076	[NULL]	
=4953	=10	=247	[NULL]	
=4954	=10	=248	[NULL]	
=4955	=10	=249	[NULL]	
=4956	=10	=250	[NULL]	
=4957	=10	=251	[NULL]	
=4958	=10	=252	[NULL]	
=4959	=10	=253	[NULL]	
=4960	=10	=254	[NULL]	
=4961	=10	=256	[NULL]	
=4962	=10	=258	[NULL]	
=4963	=10	=259	[NULL]	
=4964	=10	=260	[NULL]	
=4965	=10	=261	[NULL]	
=4966	=10	=264	[NULL]	
=4967	=10	=267	[NULL]	
=4968	=10	=268	[NULL]	
=4969	=10	=269	[NULL]	
=4970	=10	=272	[NULL]	
=4971	=10	=273	[NULL]	
=4972	=10	=274	[NULL]	
=4973	=10	=275	[NULL]	
=4974	=10	=280	[NULL]	
=4975	=10	=281	[NULL]	
=4976	=10	=282	[NULL]	
=4977	=10	=283	[NULL]	
=4978	=10	=284	[NULL]	
=4979	=10	=285	[NULL]	
=4980	=10	=286	[NULL]	
=4981	=10	=288	[NULL]	
=4982	=10	=289	[NULL]	
=4983	=10	=291	[NULL]	
=4984	=10	=292	[NULL]	
=4985	=10	=296	[NULL]	
=4986	=10	=299	[NULL]	
=4987	=10	=301	[NULL]	
=4988	=10	=308	[NULL]	
=4989	=10	=309	[NULL]	
=4990	=10	=310	[NULL]	
=4991	=10	=311	[NULL]	
=4992	=10	=312	[NULL]	
=4993	=10	=313	[NULL]	
=4994	=10	=316	[NULL]	
=4995	=10	=317	[NULL]	
=4996	=10	=318	[NULL]	
=4997	=10	=319	[NULL]	
=4998	=10	=321	[NULL]	
=4999	=10	=322	[NULL]	
=5000	=10	=324	[NULL]	
=5001	=10	=325	[NULL]	
=5002	=10	=327	[NULL]	
=5003	=10	=329	[NULL]	
=5004	=10	=330	[NULL]	
=5005	=10	=331	[NULL]	
=5006	=10	=336	[NULL]	
=5007	=10	=337	[NULL]	
=5008	=10	=341	[NULL]	
=5009	=10	=343	[NULL]	
=5010	=10	=347	[NULL]	
=5011	=10	=348	[NULL]	
=5012	=10	=350	[NULL]	
=5013	=10	=351	[NULL]	
=5014	=10	=352	[NULL]	
=5015	=10	=353	[NULL]	
=5016	=10	=354	[NULL]	
=5017	=10	=356	[NULL]	
=5018	=10	=357	[NULL]	
=5019	=10	=358	[NULL]	
=5020	=10	=359	[NULL]	
=5021	=10	=364	[NULL]	
=5022	=10	=365	[NULL]	
=5023	=10	=366	[NULL]	
=5024	=10	=367	[NULL]	
=5025	=10	=373	[NULL]	
=5026	=10	=375	[NULL]	
=5027	=10	=376	[NULL]	
=5028	=10	=377	[NULL]	
=5029	=10	=380	[NULL]	
=5030	=10	=381	[NULL]	
=5031	=10	=382	[NULL]	
=5032	=10	=383	[NULL]	
=5033	=10	=384	[NULL]	
=5034	=10	=385	[NULL]	
=5035	=10	=387	[NULL]	
=5036	=10	=389	[NULL]	
=5037	=10	=395	[NULL]	
=5038	=10	=397	[NULL]	
=5039	=10	=400	[NULL]	
=5040	=10	=402	[NULL]	
=5041	=10	=404	[NULL]	
=5042	=10	=405	[NULL]	
=5043	=10	=407	[NULL]	
=5044	=10	=409	[NULL]	
=5045	=10	=411	[NULL]	
=5046	=10	=412	[NULL]	
=5047	=10	=414	[NULL]	
=5048	=10	=415	[NULL]	
=5049	=10	=417	[NULL]	
=5050	=10	=420	[NULL]	
=5051	=10	=421	[NULL]	
=5052	=10	=422	[NULL]	
=5053	=10	=423	[NULL]	
=5054	=10	=425	[NULL]	
=5055	=10	=426	[NULL]	
=5056	=10	=427	[NULL]	
=5057	=10	=430	[NULL]	
=5058	=10	=432	[NULL]	
=5059	=10	=435	[NULL]	
=5060	=10	=437	[NULL]	
=5061	=10	=439	[NULL]	
=5062	=10	=441	[NULL]	
=5063	=10	=444	[NULL]	
=5064	=10	=445	[NULL]	
=5065	=10	=446	[NULL]	
=5066	=10	=447	[NULL]	
=5067	=10	=451	[NULL]	
=5068	=10	=452	[NULL]	
=5069	=10	=453	[NULL]	
=5070	=10	=454	[NULL]	
=5071	=10	=455	[NULL]	
=5072	=10	=456	[NULL]	
=5073	=10	=458	[NULL]	
=5074	=10	=459	[NULL]	
=5075	=10	=467	[NULL]	
=5076	=10	=474	[NULL]	
=5077	=10	=476	[NULL]	
=5078	=10	=477	[NULL]	
=5079	=10	=480	[NULL]	
=5080	=10	=481	[NULL]	
=5081	=10	=486	[NULL]	
=5082	=10	=494	[NULL]	
=5083	=10	=496	[NULL]	
=5084	=10	=498	[NULL]	
=5085	=10	=503	[NULL]	
=5086	=10	=507	[NULL]	
=5087	=10	=512	[NULL]	
=5088	=10	=523	[NULL]	
=5089	=10	=524	[NULL]	
=5090	=10	=525	[NULL]	
=5091	=10	=527	[NULL]	
=5092	=10	=528	[NULL]	
=5093	=10	=530	[NULL]	
=5094	=10	=543	[NULL]	
=5095	=10	=544	[NULL]	
=5096	=10	=549	[NULL]	
=5097	=10	=556	[NULL]	
=5098	=10	=558	[NULL]	
