Id	LocationId	RouteId	ImportId	AssetId	DeviceSerialNumber	CentralThirdPartyDeviceId	UserMachineSerialNumber	Place	LastRestockDateTime	Deployed	OfflineMachineType	MeterType	LastInventoryAdjustmentDateTime	LastUpdatedByIntegrationUtcDateTime	
=1144521	=3208	=0	=165624	=165624	[NULL]	[NULL]	=431046040	=5TH FLR	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1144522	=3463	=0	=165625	=165625	[NULL]	[NULL]	=455011114	=DOWNSTAIRS SALES BRKRM DOOR CO	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=05/04/2012 01:54:00	
=1144523	=3463	=0	=165629	=165629	[NULL]	[NULL]	=431046041	=#2	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=05/04/2012 01:54:00	
=1144524	=3463	=0	=165630	=165630	[NULL]	[NULL]	=33006	=#2	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=05/04/2012 01:54:00	
=1144525	=3463	=0	=165632	=165632	[NULL]	[NULL]	=6530012582	=#2	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=05/04/2012 01:54:00	
=1144526	=3462	=31003	=166063	=166063	[NULL]	[NULL]	=32005157027	=DISPATCH	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1144527	=3464	=0	=166255	=166255	[NULL]	[NULL]	=431048061	=BRKRM	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1144528	=3462	=0	=166369	=166369	[NULL]	[NULL]	=060710601B4550	=MAIN BRKRM	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1144529	=3326	=0	=166462	=166462	[NULL]	[NULL]	=670-010754	=3RD FLR WEST	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1144530	=3463	=0	=166465	=166465	[NULL]	[NULL]	=062610K10662302	=NEW BRKRM	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=05/04/2012 01:54:00	
=1144532	=3468	=31003	=166631	=166631	[NULL]	[NULL]	=063910K10652999	=2ND FLR	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1144533	=3463	=0	=166741	=166741	[NULL]	[NULL]	=77190068BE	=#2	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=05/04/2012 01:54:00	
=1144534	=3464	=0	=166815	=166815	[NULL]	[NULL]	=788415	[NULL]	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1144535	=3461	=0	=166949	=166949	[NULL]	[NULL]	=670010945	=NORTH BRKRM	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1144536	=3892	=0	=166950	=166950	[NULL]	[NULL]	=670011013	=PRODUCE BRKRM	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1144537	=3249	=0	=167594	=167594	[NULL]	[NULL]	=674010348	=PERCH	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1144548	=3460	=0	=152402	=152402	[NULL]	[NULL]	=04243225AP	=1ST FLOOR	=05/17/2011 08:00:00	=0	=F	[NULL]	[NULL]	=12/06/2011 02:47:00	
=1144550	=3460	=0	=155453	=155453	[NULL]	[NULL]	=7DF028736	=2ND FLOOR	=02/17/2011 06:00:00	=0	=F	[NULL]	[NULL]	=12/06/2011 02:47:00	
=1144551	=3460	=0	=156687	=156687	[NULL]	[NULL]	=08993082DM	=4TH FLOOR	=03/10/2011 10:30:00	=0	=F	[NULL]	[NULL]	=12/06/2011 02:47:00	
=1144552	=3458	=0	=157538	=157538	[NULL]	[NULL]	=04892935CK	=MAIN BREAKROOM	=05/17/2011 10:40:00	=0	=F	[NULL]	[NULL]	=06/01/2012 01:52:00	
=1144554	=3487	=0	=164973	=164973	[NULL]	[NULL]	=06106152DR	=TELLER	=01/01/2000 00:00:00	=0	=F	[NULL]	[NULL]	=06/06/2011 12:32:00	
=1145532	=3294	=0	=103185	=103185	[NULL]	[NULL]	=010290	=BRKRM	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145533	=3294	=0	=105135	=105135	[NULL]	[NULL]	=653010896	=BRKRM	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145534	=3454	=0	=105158	=105158	[NULL]	[NULL]	=431045641	=THERMO	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=06/01/2012 01:52:00	
=1145535	=3237	=0	=150959	=150959	[NULL]	[NULL]	=29046	=DRIVERS LOUNGE	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145537	=3454	=0	=152887	=152887	[NULL]	[NULL]	=6262	=Molding Dept.	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=03/20/2012 02:49:00	
=1145538	=3454	=0	=152998	=152998	[NULL]	[NULL]	=11694	=LID LINE	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145541	=3490	=0	=156461	=156461	[NULL]	[NULL]	=8391113953	=2400 LAKEVIEW RD DENNYS BUILDI	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145542	=3294	=0	=157364	=157364	[NULL]	[NULL]	=0030106721	=BRKRM.	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145543	=3454	=0	=157776	=157776	[NULL]	[NULL]	=21399293048	=MOLDING	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=03/20/2012 02:49:00	
=1145544	=3454	=0	=157781	=157781	[NULL]	[NULL]	=0019105595	=PRINTING	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145545	=3236	=0	=157840	=157840	[NULL]	[NULL]	=0043107989	=MAIN LR	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145546	=3294	=0	=157844	=157844	[NULL]	[NULL]	=A11772	=BRKRM.	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145547	=3454	=0	=157967	=157967	[NULL]	[NULL]	=431-24219	=MOLDING	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145548	=3560	=0	=159021	=159021	[NULL]	[NULL]	=431-024226	=MAIN BRKRM	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=09/27/2012 01:51:00	
=1145549	=3329	=0	=159865	=159865	[NULL]	[NULL]	=112111	=MAIN BRKRM	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145550	=3240	=0	=159965	=159965	[NULL]	[NULL]	=43145033	=INSIDE BRKRM	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145551	=3454	=0	=161329	=161329	[NULL]	[NULL]	=128101537	=THERMO	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145552	=3482	=31024	=161474	=161474	[NULL]	[NULL]	=32002018081	=MAIN BRKRM	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1145553	=3482	=0	=161475	=161475	[NULL]	[NULL]	=04131OG22640	=MAIN BRKRM	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145554	=3482	=0	=161478	=161478	[NULL]	[NULL]	=431-048463	=MAIN BRKRM	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145555	=3235	=31044	=161490	=161490	[NULL]	[NULL]	=041310G22744	=ADAIR/SEDRICKS	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1145556	=3454	=0	=161566	=161566	[NULL]	[NULL]	=45511847	[NULL]	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145557	=3237	=0	=161596	=161596	[NULL]	[NULL]	=431-048985	=UPSTAIRS BRKRM	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145558	=3483	=0	=161597	=161597	[NULL]	[NULL]	=67312040	=ER	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145559	=3361	=0	=161654	=161654	[NULL]	[NULL]	=432-010167	=CAFETERIA	=01/01/2000 00:00:00	=0	=F	[NULL]	[NULL]	=10/04/2011 12:29:00	
=1145560	=3454	=0	=161946	=161946	[NULL]	[NULL]	=15571	=MOULDING	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145561	=3294	=0	=162504	=162504	[NULL]	[NULL]	=431038202	=BRKRM	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145562	=3490	=0	=162772	=162772	[NULL]	[NULL]	=	=2801 LAKEVIEW ROAD CORRUGATED	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=04/19/2012 07:30:00	
=1145563	=3292	=0	=162881	=162881	[NULL]	[NULL]	=	=	=01/01/2000 00:00:00	=0	=F	[NULL]	[NULL]	=05/11/2011 12:30:00	
=1145564	=3490	=0	=163250	=163250	[NULL]	[NULL]	=1561	=2801 LAKEVIEW RD MAIN BREAKROO	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=04/19/2012 07:30:00	
=1145565	=3454	=0	=163467	=163467	[NULL]	[NULL]	=65300238	=PRINTING	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145566	=3454	=0	=164163	=164163	[NULL]	[NULL]	=431023933	=LID LINE	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145567	=3241	=0	=164189	=164189	[NULL]	[NULL]	=432010590	=MAIN BRKRM	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=03/27/2012 07:27:00	
=1145568	=3239	=0	=164540	=164540	[NULL]	[NULL]	=051010502G26349	[NULL]	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145569	=3242	=0	=164593	=164593	[NULL]	[NULL]	=051010502G26362	=MAIN BREAKROOM	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=01/30/2012 02:52:00	
=1145570	=3237	=0	=164597	=164597	[NULL]	[NULL]	=670010415	=MAIN BRKRM	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145571	=3242	=0	=164617	=164617	[NULL]	[NULL]	=432012178	=LEFT MAIN BREAKROOM	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=01/30/2012 02:52:00	
=1145572	=3239	=0	=164622	=164622	[NULL]	[NULL]	=45512438	=BRKRM	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145573	=3239	=0	=164635	=164635	[NULL]	[NULL]	=432012042	[NULL]	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145574	=3490	=0	=164637	=164637	[NULL]	[NULL]	=670010416	=2801 LAKEVIEW RD MAIN BREAKROO	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145575	=3490	=0	=164639	=164639	[NULL]	[NULL]	=432012181	=2801 LAKEVIEW RD MAIN BREAKROO	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145576	=3490	=0	=164654	=164654	[NULL]	[NULL]	=670010409	=2400 LAKEVIEW RD DENNY BREAKRO	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145577	=3292	=0	=164705	=164705	[NULL]	[NULL]	=051810504G26593	=	=01/01/2000 00:00:00	=0	=F	[NULL]	[NULL]	=05/11/2011 12:30:00	
=1145578	=3237	=0	=164789	=164789	[NULL]	[NULL]	=051710503G26599	=BRKRM	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145579	=3483	=0	=164829	=164829	[NULL]	[NULL]	=051710503G26435	=BASEMENT MAIN BRKRM	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145580	=3483	=0	=164856	=164856	[NULL]	[NULL]	=432-011734	=BASEMENT MAIN BRKRM	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145581	=3241	=0	=164896	=164896	[NULL]	[NULL]	=05710-5803G26437	=MAIN BRKRM 1ST FLR	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=03/27/2012 07:27:00	
=1145582	=3241	=0	=164902	=164902	[NULL]	[NULL]	=432-013716	=MAIN BRKRM 1ST FLR	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=03/27/2012 07:27:00	
=1145583	=3329	=0	=165554	=165554	[NULL]	[NULL]	=431046454	=MAIN BRKRM	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145584	=3482	=0	=166214	=166214	[NULL]	[NULL]	=670-011015	=BRKRM	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145585	=3483	=0	=166552	=166552	[NULL]	[NULL]	=01482	=DOWNSTAIRS	=01/01/2000 00:00:00	=0	=F	[NULL]	[NULL]	=12/07/2010 17:46:00	
=1145586	=3063	=0	=166562	=166562	[NULL]	[NULL]	=480-010388	=MAIN	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145587	=3236	=0	=166809	=166809	[NULL]	[NULL]	=480010452	[NULL]	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145588	=3454	=0	=166979	=166979	[NULL]	[NULL]	=010532	=PRINTING	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145589	=3242	=0	=167147	=167147	[NULL]	[NULL]	=674010067	=MAIN LR	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145590	=3242	=0	=167314	=167314	[NULL]	[NULL]	=674010070	=BRKRM	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145592	=3491	=0	=105515	=105515	[NULL]	[NULL]	=633012915	=CMS BRKRM	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145593	=3406	=31024	=152886	=152886	[NULL]	[NULL]	=6263	=BRKRM	=01/01/2000 00:00:00	=0	=F	[NULL]	[NULL]	=10/06/2012 01:56:00	
=1145595	=3491	=0	=156463	=156463	[NULL]	[NULL]	=43122791	=E FAST COMFORT 2	=01/01/2000 00:00:00	=0	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145597	=3491	=0	=156769	=156769	[NULL]	[NULL]	=0019115379	=E FAST COMFORT 2	=01/01/2000 00:00:00	=0	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145599	=3408	=0	=157927	=157927	[NULL]	[NULL]	=431-012909	=MAIN UPSTAIRS	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145600	=3491	=0	=159562	=159562	[NULL]	[NULL]	[NULL]	=MAIN BRKRM	=01/01/2000 00:00:00	=0	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145601	=3491	=0	=159699	=159699	[NULL]	[NULL]	=022310F14874	=CMS BRKRM	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145602	=3491	=0	=159966	=159966	[NULL]	[NULL]	=65312613	=NORIA BLDG EAST BRKRM	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145603	=3454	=0	=161525	=161525	[NULL]	[NULL]	=431-048620	=BRKRM	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145604	=3491	=0	=161624	=161624	[NULL]	[NULL]	=432-010166	=CMS BRKRM	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145605	=3491	=0	=161675	=161675	[NULL]	[NULL]	=432-010165	=MAIN BRKRM	=01/01/2000 00:00:00	=0	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145606	=3491	=0	=162398	=162398	[NULL]	[NULL]	=431-022244	=NORIA BLDG EAST BRKRM	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145607	=3408	=0	=163179	=163179	[NULL]	[NULL]	=2291050997	=MAIN UPSTAIRS	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145608	=3491	=0	=163240	=163240	[NULL]	[NULL]	=653011038	=MAIN BRKRM	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145609	=3135	=21006	=163786	=163786	=103431	[NULL]	=200204CA00166	=4TH FLR PANTRY	=10/23/2012 08:16:00	=1	[NULL]	[NULL]	=10/23/2012 08:16:00	=11/07/2012 19:12:00	
=1145610	=3491	=0	=164202	=164202	[NULL]	[NULL]	=432-010613	=COMFORT STSTION #2	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145611	=3492	=31024	=164465	=164465	[NULL]	[NULL]	=432011747	=MAINT.	=01/01/2000 00:00:00	=0	=F	[NULL]	[NULL]	=03/22/2011 13:31:00	
=1145612	=3492	=0	=164476	=164476	[NULL]	[NULL]	=670010235	=MAINT.	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145613	=3492	=0	=164480	=164480	[NULL]	[NULL]	=050810411025870	=MAIN	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145617	=3493	=0	=101119	=101119	[NULL]	=86	=653011562	=MAIN BRKRM	=01/01/2000 00:00:00	=1	[NULL]	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145618	=3411	=0	=102038	=102038	[NULL]	[NULL]	=633013744	[NULL]	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=08/08/2012 07:31:00	
=1145620	=3486	=0	=103250	=103250	[NULL]	[NULL]	=633011120	=BODY SHOP/PARTS AREA	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=08/02/2012 07:30:00	
=1145621	=3208	=0	=105147	=105147	[NULL]	[NULL]	=431037297	=6TH FLR ARGUS	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145622	=3491	=21037	=105148	=105148	[NULL]	[NULL]	=011155	=CMS BRKRM	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1145623	=3293	=0	=105275	=105275	[NULL]	[NULL]	=042620	=MAIN BRKRM	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145624	=3236	=0	=105511	=105511	[NULL]	[NULL]	=431024951	=BRKRM	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145625	=3495	=21029	=150978	=150978	[NULL]	[NULL]	=3236	=EMPLOYEES	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1145626	=3323	=0	=152311	=152311	[NULL]	[NULL]	=22388	=CAFETERIA	=01/01/2000 00:00:00	=0	=F	[NULL]	[NULL]	=08/18/2011 08:37:00	
=1145627	=3305	=0	=152781	=152781	[NULL]	[NULL]	=6572	=6TH FLOOR-ROOM 641	=01/01/2000 00:00:00	=0	=F	[NULL]	[NULL]	=01/10/2012 02:49:00	
=1145628	=3495	=21029	=153236	=153236	[NULL]	[NULL]	=11329	=TURNOUT	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1145629	=3432	=31045	=154381	=154381	[NULL]	[NULL]	=608116802	[NULL]	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1145630	=3323	=0	=154605	=154605	[NULL]	[NULL]	=431-012525	=CAFETERIA	=01/01/2000 00:00:00	=0	=F	[NULL]	[NULL]	=08/18/2011 08:37:00	
=1145631	=3495	=21029	=155120	=155120	[NULL]	[NULL]	=30853	=EAST UNIT	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1145632	=3314	=0	=155604	=155604	[NULL]	[NULL]	=623-010497	=WHSE	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145633	=3496	=0	=155684	=155684	[NULL]	[NULL]	=37190	=HOT END	=01/01/2000 00:00:00	=0	=F	[NULL]	[NULL]	=03/24/2011 13:29:00	
=1145634	=3495	=21029	=156039	=156039	[NULL]	[NULL]	=905219833	=Main Reception	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1145635	=3497	=0	=156071	=156071	[NULL]	[NULL]	=10380	=BLDG 635 SINGLE SOLDIER BARRIC	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145636	=3428	=0	=156115	=156115	[NULL]	[NULL]	=63010209	=MAIN BREAKROOM	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145637	=3464	=0	=156125	=156125	[NULL]	[NULL]	=7431010437	=MAIN BRKRM	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145638	=3312	=0	=156262	=156262	[NULL]	[NULL]	=43123396	=PLAZA 2 BRKRM	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145639	=3432	=0	=156298	=156298	[NULL]	[NULL]	=85501	=	=01/01/2000 00:00:00	=0	=F	[NULL]	[NULL]	=10/27/2011 12:29:00	
=1145640	=3302	=0	=156307	=156307	[NULL]	[NULL]	=63010411	=1ST FLR ER HEART	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=09/27/2012 01:51:00	
=1145641	=3349	=0	=156341	=156341	[NULL]	[NULL]	=9101115512	=1ST FLR	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145642	=3314	=0	=156424	=156424	[NULL]	[NULL]	=63010216	=MAIN LR	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145643	=3498	=0	=156426	=156426	[NULL]	[NULL]	=63010215	=2ND FLR UPSTAIRS BRKRM	=01/01/2000 00:00:00	=0	=F	[NULL]	[NULL]	=12/16/2010 17:44:00	
=1145644	=3499	=0	=156458	=156458	[NULL]	[NULL]	=43122554	=BRKRM	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=09/27/2012 01:51:00	
=1145645	=3004	=0	=156464	=156464	[NULL]	[NULL]	=43122814	[NULL]	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145646	=3296	=0	=156465	=156465	[NULL]	[NULL]	=8331113614	=CAFETERIA	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145647	=3326	=0	=156479	=156479	[NULL]	[NULL]	=010418	=1ST WEST	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145648	=3339	=0	=156700	=156700	[NULL]	[NULL]	=37189	=	=01/01/2000 00:00:00	=0	=F	[NULL]	[NULL]	=02/15/2011 16:39:00	
=1145649	=3494	=0	=157087	=157087	[NULL]	[NULL]	=10496	=MAIN BRKRM	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=09/27/2012 01:51:00	
=1145650	=3293	=0	=157185	=157185	[NULL]	[NULL]	=12555	=DRIVERS LOUNGE	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145651	=3497	=21029	=157223	=157223	[NULL]	[NULL]	=5467	=BLDG 1140	=07/22/2011 04:50:00	=0	=F	[NULL]	[NULL]	=03/13/2012 02:49:00	
=1145652	=3501	=0	=157291	=157291	[NULL]	[NULL]	=9232112672	=MAIN BRKRM	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=09/27/2012 01:51:00	
=1145653	=3502	=0	=157326	=157326	[NULL]	[NULL]	=43131191	=WEST BLDG	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=09/27/2012 01:51:00	
=1145654	=3503	=0	=157410	=157410	[NULL]	[NULL]	=431-026978	=MAIN LUNCHROOM	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145655	=3302	=0	=157415	=157415	[NULL]	[NULL]	=633-015152	=1ST FLR WAITING AREA	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=09/27/2012 01:51:00	
=1145656	=3497	=21029	=157516	=157516	[NULL]	[NULL]	=16754	=HOSPITAL CAFE	=01/01/2000 00:00:00	=0	=F	[NULL]	[NULL]	=09/09/2011 09:56:00	
=1145657	=3494	=0	=157729	=157729	[NULL]	[NULL]	=71410837	=MAIN BRKRM	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=04/05/2012 01:53:00	
=1145658	=3496	=0	=157845	=157845	[NULL]	[NULL]	=0043107985	=MAIN BRKRM	=01/01/2000 00:00:00	=0	=F	[NULL]	[NULL]	=03/24/2011 13:29:00	
=1145659	=3310	=31010	=157874	=157874	[NULL]	[NULL]	=110172	[NULL]	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1145660	=3431	=0	=157966	=157966	[NULL]	[NULL]	=431-24220	=EMP BRK AREA	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145661	=3497	=21029	=159088	=159088	[NULL]	[NULL]	=1137	=BLDG.1140-NEW DB 2ND FLR. BRKR	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1145662	=3582	=0	=159544	=159544	[NULL]	[NULL]	=431039382	[NULL]	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=09/27/2012 01:51:00	
=1145663	=3421	=31040	=159560	=159560	[NULL]	[NULL]	=101193	=NORTH BLDG BY ATM	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
=1145664	=3892	=0	=159586	=159586	[NULL]	[NULL]	=431-040782	=FREEZER BRKRM	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=10/01/2012 01:55:00	
=1145665	=3323	=0	=159663	=159663	[NULL]	[NULL]	=60414	=CAFETERIA	=01/01/2000 00:00:00	=0	=F	[NULL]	[NULL]	=08/18/2011 08:38:00	
=1145666	=3939	=21006	=159697	=159697	[NULL]	[NULL]	=022310F14966	=LOWER LEVEL MAIN BRKRM	=01/01/2000 00:00:00	=1	=F	[NULL]	[NULL]	=11/07/2012 19:12:00	
