Id	MachineId	Name	GroupName	Inventory	Par	AlertLevel	Capacity	PriceInCents	DesiredPriceInCents	ItemId	VendsSinceInitializationQuantity	LastSaleDateTime	
=917	=1	=E8	[NULL]	=12	=15	=2	=15	=100	=100	=1246	=0	=08/21/2013 10:55:46	
=918	=1	=F0	[NULL]	=3	=9	=1	=11	=125	=125	=1076	=0	=08/21/2013 11:55:42	
=919	=1	=F2	[NULL]	=6	=9	=1	=9	=125	=125	=1077	=0	=08/21/2013 12:55:50	
=920	=1	=F4	[NULL]	=7	=15	=2	=15	=75	=75	=854	=0	=08/21/2013 17:55:51	
=921	=1	=F6	[NULL]	=13	=13	=1	=13	=100	=100	=1155	=0	=08/21/2013 07:55:50	
=922	=1	=F8	[NULL]	=12	=13	=2	=13	=80	=80	=862	=0	=08/21/2013 11:55:42	
=923	=22	=1	[NULL]	=8	=12	=4	=32	=175	=175	=1028	=5714	=08/21/2013 18:14:43	
=924	=22	=2	[NULL]	=7	=12	=4	=32	=175	=175	=947	=5080	=08/20/2013 14:14:35	
=925	=22	=3	[NULL]	=10	=10	=4	=48	=175	=175	=946	=1856	=06/26/2013 13:43:27	
=926	=22	=4	[NULL]	=5	=10	=4	=32	=175	=175	=1012	=4587	=08/19/2013 14:14:27	
=927	=22	=5	[NULL]	=5	=10	=4	=32	=175	=175	=929	=2898	=08/16/2013 14:12:18	
=928	=22	=6	=A	=24	=24	=4	=64	=125	=125	=910	=3556	=08/16/2013 14:12:18	
=929	=22	=7	=A	=0	=0	=-1000	=0	=125	=125	=910	=2227	=08/16/2013 14:12:18	
=930	=22	=8	[NULL]	=5	=10	=4	=32	=175	=175	=995	=2761	=08/05/2013 10:07:21	
=931	=22	=9	[NULL]	=8	=10	=4	=32	=175	=175	=1146	=3527	=08/19/2013 18:14:30	
=932	=22	=10	[NULL]	=10	=10	=4	=32	=175	=175	=1154	=2855	=07/10/2013 13:51:26	
=933	=11	=101	[NULL]	=9	=9	=1	=9	=100	=100	=869	=656	=07/18/2013 20:46:24	
=934	=11	=103	[NULL]	=9	=9	=1	=9	=100	=100	=1362	=434	=07/12/2013 16:39:24	
=935	=11	=105	[NULL]	=8	=9	=1	=9	=100	=100	=868	=405	=07/24/2013 20:51:20	
=936	=11	=107	[NULL]	=9	=9	=1	=9	=100	=100	=966	=300	=07/11/2013 20:40:30	
=937	=11	=109	[NULL]	=8	=9	=1	=9	=100	=100	=866	=358	=06/25/2013 12:24:28	
=938	=11	=111	[NULL]	=9	=9	=1	=9	=100	=100	=870	=288	=06/19/2013 12:21:45	
=939	=11	=201	[NULL]	=10	=11	=2	=11	=150	=150	=843	=351	=07/19/2013 12:44:07	
=940	=11	=203	[NULL]	=5	=6	=2	=11	=150	=150	=1076	=403	=08/15/2013 17:01:41	
=941	=11	=205	[NULL]	=6	=6	=2	=11	=125	=125	=1077	=376	=08/15/2013 17:01:41	
=942	=11	=207	[NULL]	=11	=11	=1	=11	=125	=125	=1083	=196	=08/16/2013 13:01:56	
=943	=11	=209	[NULL]	=9	=11	=2	=11	=175	=175	=958	=313	=06/28/2013 12:26:38	
=944	=11	=211	[NULL]	=6	=6	=2	=11	=225	=225	=1186	=208	=05/16/2013 20:05:57	
=945	=11	=301	[NULL]	=9	=9	=2	=13	=100	=100	=1246	=343	=06/21/2013 16:22:06	
=946	=11	=303	[NULL]	=10	=10	=2	=13	=80	=80	=844	=256	=05/01/2013 15:58:52	
=947	=11	=305	[NULL]	=11	=13	=2	=13	=100	=100	=851	=550	=08/21/2013 17:04:06	
=948	=11	=307	[NULL]	=9	=10	=2	=13	=80	=80	=957	=383	=06/28/2013 12:26:38	
=949	=11	=309	[NULL]	=12	=13	=2	=13	=80	=80	=829	=657	=08/15/2013 17:01:41	
=950	=11	=311	[NULL]	=10	=10	=2	=13	=175	=175	=812	=288	=06/28/2013 16:26:39	
=951	=11	=401	[NULL]	=10	=12	=2	=17	=125	=125	=815	=232	=06/27/2013 12:24:44	
=952	=11	=402	[NULL]	=5	=6	=1	=17	=125	=125	=1352	=147	=05/09/2013 16:03:14	
=953	=11	=403	[NULL]	=7	=8	=2	=17	=125	=125	=797	=160	=07/22/2013 20:45:06	
=954	=11	=404	[NULL]	=5	=6	=2	=17	=125	=125	=1370	=161	=06/17/2013 12:22:43	
=955	=11	=405	[NULL]	=8	=10	=2	=20	=125	=125	=811	=369	=06/28/2013 16:26:39	
=956	=11	=406	[NULL]	=10	=10	=2	=20	=125	=125	=799	=336	=08/02/2013 16:55:04	
=957	=11	=407	[NULL]	=8	=6	=1	=20	=75	=75	=837	=210	=06/06/2013 16:15:12	
=958	=11	=408	[NULL]	=6	=6	=1	=20	=75	=75	=1337	=185	=06/19/2013 08:21:53	
=959	=11	=409	[NULL]	=10	=10	=2	=15	=150	=150	=1241	=202	=06/12/2013 12:20:18	
=960	=11	=410	[NULL]	=10	=10	=2	=15	=125	=125	=819	=312	=06/28/2013 16:26:39	
=961	=11	=411	[NULL]	=7	=8	=2	=15	=125	=125	=1277	=135	=07/25/2013 20:52:48	
=962	=11	=412	[NULL]	=11	=10	=2	=15	=125	=125	=807	=231	=06/28/2013 16:26:39	
=963	=11	=501	[NULL]	=9	=10	=2	=17	=75	=75	=831	=283	=06/26/2013 12:24:21	
=964	=11	=502	[NULL]	=8	=8	=2	=17	=100	=100	=1367	=170	=06/24/2013 12:23:54	
=965	=11	=503	[NULL]	=8	=8	=2	=17	=100	=100	=1366	=145	=06/14/2013 12:19:28	
=966	=11	=504	[NULL]	=25	=25	=5	=30	=100	=100	=1289	=552	=07/09/2013 08:39:35	
=967	=11	=505	[NULL]	=15	=25	=5	=30	=500	=500	=1290	=432	=05/06/2013 16:03:07	
=968	=11	=506	[NULL]	=10	=10	=2	=20	=100	=125	=1172	=173	=05/16/2013 12:05:34	
=969	=11	=507	[NULL]	=10	=10	=2	=20	=100	=100	=1334	=135	=08/16/2013 13:01:56	
=970	=11	=508	[NULL]	=6	=6	=2	=20	=200	=200	=1350	=126	=07/23/2013 12:47:35	
=971	=11	=509	[NULL]	=6	=6	=0	=15	=200	=200	=1351	=132	=07/18/2013 16:41:52	
=972	=11	=510	[NULL]	=5	=6	=2	=17	=200	=200	=1338	=191	=07/25/2013 08:50:48	
=973	=11	=511	[NULL]	=12	=12	=2	=15	=100	=100	=828	=348	=06/11/2013 12:17:20	
=974	=11	=512	[NULL]	=6	=6	=2	=9	=300	=300	=903	=229	=03/12/2013 19:31:11	
=975	=11	=601	[NULL]	=13	=13	=2	=13	=80	=80	=825	=531	=07/01/2013 16:27:22	
=976	=11	=603	[NULL]	=9	=10	=2	=13	=125	=125	=1017	=339	=06/10/2013 12:17:24	
=977	=11	=605	[NULL]	=12	=13	=2	=13	=100	=100	=964	=421	=08/15/2013 17:01:41	
=978	=11	=607	[NULL]	=11	=12	=2	=15	=80	=80	=1158	=490	=08/13/2013 20:59:28	
=979	=11	=609	[NULL]	=10	=10	=2	=15	=100	=100	=1213	=357	=06/27/2013 12:24:44	
=980	=11	=611	[NULL]	=11	=12	=2	=15	=75	=75	=1010	=325	=06/28/2013 16:26:39	
=981	=11	=702	[NULL]	=8	=9	=2	=13	=100	=100	=842	=309	=06/26/2013 16:24:27	
=982	=11	=703	[NULL]	=8	=8	=1	=20	=150	=150	=820	=201	=06/05/2013 12:14:59	
=983	=11	=704	[NULL]	=11	=12	=1	=15	=150	=150	=822	=231	=05/15/2013 16:05:33	
=984	=11	=705	=A	=12	=12	=2	=20	=75	=75	=1184	=82	=06/19/2013 12:21:45	
=985	=11	=706	=A	=0	=0	=-1000	=0	=75	=75	=1184	=43	=03/27/2013 11:41:27	
=986	=11	=707	=B	=12	=12	=2	=15	=75	=75	=1178	=266	=08/08/2013 16:57:15	
=987	=11	=708	=B	=0	=0	=-1000	=0	=75	=75	=1178	=173	=03/28/2013 15:39:27	
=988	=11	=709	=C	=12	=12	=2	=15	=75	=75	=1181	=117	=08/09/2013 16:59:11	
=989	=11	=710	=C	=0	=0	=-1000	=0	=75	=75	=1181	=74	=03/28/2013 07:39:29	
=990	=11	=711	[NULL]	=10	=10	=1	=13	=75	=75	=854	=160	=06/28/2013 16:26:39	
=1000	=50	=1	[NULL]	=16	=24	=4	=36	=175	=175	=929	=5421	=08/21/2013 13:36:46	
=1001	=50	=3	[NULL]	=18	=24	=4	=36	=175	=175	=931	=2904	=08/20/2013 13:36:39	
=1002	=50	=5	[NULL]	=17	=24	=4	=32	=175	=175	=921	=1620	=08/20/2013 13:36:39	
=1003	=50	=6	[NULL]	=17	=18	=4	=32	=175	=175	=1146	=2566	=07/23/2013 09:59:20	
=1004	=50	=7	[NULL]	=14	=18	=4	=32	=175	=175	=947	=3896	=08/20/2013 17:36:02	
=1005	=50	=8	[NULL]	=5	=12	=2	=32	=175	=175	=927	=1730	=08/16/2013 21:32:50	
=1006	=50	=9	[NULL]	=5	=12	=4	=32	=175	=175	=914	=2685	=08/21/2013 21:36:17	
=1007	=50	=10	[NULL]	=10	=12	=4	=32	=175	=175	=922	=521	=07/29/2013 10:07:26	
=1008	=50	=11	[NULL]	=8	=12	=4	=32	=175	=175	=926	=2794	=07/29/2013 13:51:35	
=1009	=50	=12	[NULL]	=8	=12	=4	=32	=175	=175	=996	=855	=08/20/2013 21:36:10	
=1368	=46	=1	[NULL]	=85	=120	=24	=360	=125	=125	=910	=7218	=08/21/2013 13:49:35	
=3108	=13	=1	=A	=23	=24	=4	=72	=175	=175	=929	=1339	=08/05/2013 21:04:56	
=3109	=13	=5	=B	=13	=24	=4	=72	=175	=175	=931	=1444	=08/19/2013 13:09:48	
=3110	=13	=7	[NULL]	=15	=18	=4	=36	=175	=175	=921	=1417	=08/09/2013 09:07:09	
=3111	=13	=8	[NULL]	=11	=12	=4	=36	=190	=190	=1146	=986	=06/28/2013 12:39:16	
=3112	=13	=9	[NULL]	=12	=12	=4	=36	=175	=175	=923	=683	=06/26/2013 16:31:08	
=3113	=13	=10	[NULL]	=7	=12	=4	=36	=175	=175	=946	=663	=06/28/2013 12:39:16	
=3114	=13	=11	[NULL]	=16	=18	=4	=36	=175	=175	=947	=776	=08/09/2013 09:07:09	
=3115	=13	=12	[NULL]	=8	=12	=4	=36	=175	=175	=995	=1042	=08/02/2013 21:02:37	
=3116	=55	=1	=B	=12	=18	=4	=48	=175	=175	=929	=1500	=08/21/2013 19:39:24	
=3117	=55	=5	=C	=19	=24	=6	=48	=175	=175	=931	=1973	=08/21/2013 11:39:27	
=3118	=55	=7	[NULL]	=9	=12	=4	=48	=175	=175	=996	=1906	=08/16/2013 11:37:05	
=3119	=55	=8	[NULL]	=17	=18	=4	=48	=175	=175	=921	=2380	=08/20/2013 11:39:30	
=3120	=55	=9	[NULL]	=18	=18	=4	=48	=175	=175	=947	=2002	=08/12/2013 15:34:43	
=3121	=55	=10	=A	=71	=72	=4	=144	=125	=125	=910	=1858	=08/19/2013 11:37:18	
=3122	=12	=1	[NULL]	=9	=12	=4	=32	=175	=175	=996	=2259	=04/22/2013 07:57:02	
=3123	=12	=2	[NULL]	=12	=12	=4	=32	=175	=175	=993	=1989	=04/18/2013 11:54:35	
=3124	=12	=3	=A	=68	=72	=4	=192	=125	=125	=910	=2501	=08/21/2013 16:50:45	
=3194	=40	=1	=A	=0	=96	=20	=224	=125	[NULL]	=910	=7163	=01/10/2013 12:31:48	
=3195	=40	=8	[NULL]	=0	=12	=2	=32	=175	[NULL]	=992	=3804	=12/07/2012 15:13:40	
=3196	=40	=9	[NULL]	=0	=12	=2	=32	=175	[NULL]	=995	=4012	=11/30/2012 13:05:07	
=3197	=40	=10	[NULL]	=0	=12	=2	=32	=175	[NULL]	=996	=3213	=12/11/2012 11:17:54	
=3550	=4	=D1	[NULL]	=7	=8	=0	=8	=100	[NULL]	=1215	=0	[NULL]	
=3552	=2	=1	[NULL]	=5	=5	=0	=10	=0	[NULL]	=1219	=0	[NULL]	
=3553	=2	=2	[NULL]	=2	=2	=0	=4	=0	[NULL]	=1220	=0	[NULL]	
=3554	=2	=3	[NULL]	=2	=2	=0	=6	=0	[NULL]	=1221	=0	[NULL]	
=3555	=2	=4	[NULL]	=2	=2	=0	=2	=0	[NULL]	=1231	=0	[NULL]	
=3556	=2	=5	[NULL]	=5	=5	=0	=8	=0	[NULL]	=1222	=0	[NULL]	
=3557	=2	=6	[NULL]	=2	=2	=0	=3	=0	[NULL]	=1223	=0	[NULL]	
=3558	=2	=7	[NULL]	=2	=2	=0	=3	=0	[NULL]	=1218	=0	[NULL]	
=3559	=2	=8	[NULL]	=250	=200	=0	=350	=0	[NULL]	=1225	=0	[NULL]	
=3560	=2	=9	[NULL]	=150	=150	=0	=200	=0	[NULL]	=1224	=0	[NULL]	
=3561	=18	=1	[NULL]	=5	=5	=0	=10	=0	[NULL]	=1219	=0	[NULL]	
=3562	=18	=2	[NULL]	=2	=2	=0	=4	=0	[NULL]	=1220	=0	[NULL]	
=3563	=18	=3	[NULL]	=2	=2	=0	=3	=0	[NULL]	=1221	=0	[NULL]	
=3564	=18	=4	[NULL]	=1	=1	=0	=2	=0	[NULL]	=1231	=0	[NULL]	
=3565	=18	=5	[NULL]	=4	=5	=0	=8	=0	[NULL]	=1222	=0	[NULL]	
=3566	=18	=6	[NULL]	=2	=2	=0	=3	=0	[NULL]	=1223	=0	[NULL]	
=3567	=18	=7	[NULL]	=1	=1	=0	=3	=0	[NULL]	=1218	=0	[NULL]	
=3568	=18	=8	[NULL]	=175	=300	=0	=350	=0	[NULL]	=1225	=0	[NULL]	
=3569	=18	=9	[NULL]	=125	=150	=0	=200	=0	[NULL]	=1224	=0	[NULL]	
=3570	=25	=1	[NULL]	=5	=5	=0	=10	=0	[NULL]	=1219	=0	[NULL]	
=3571	=25	=2	[NULL]	=2	=3	=0	=4	=0	[NULL]	=1220	=0	[NULL]	
=3572	=25	=3	[NULL]	=2	=2	=0	=3	=0	[NULL]	=1221	=0	[NULL]	
=3573	=25	=4	[NULL]	=2	=2	=0	=2	=0	[NULL]	=1231	=0	[NULL]	
=3574	=25	=5	[NULL]	=4	=5	=0	=8	=0	[NULL]	=1222	=0	[NULL]	
=3575	=25	=6	[NULL]	=2	=2	=0	=3	=0	[NULL]	=1223	=0	[NULL]	
=3576	=25	=7	[NULL]	=2	=2	=0	=3	=0	[NULL]	=1218	=0	[NULL]	
=3577	=25	=8	[NULL]	=225	=300	=0	=350	=0	[NULL]	=1225	=0	[NULL]	
=3578	=25	=9	[NULL]	=150	=150	=0	=200	=0	[NULL]	=1224	=0	[NULL]	
=3579	=4	=D2	[NULL]	=0	=0	=0	=8	=0	[NULL]	=2	=0	[NULL]	
=3580	=4	=D3	[NULL]	=9	=8	=0	=12	=150	[NULL]	=1248	=0	[NULL]	
=3581	=4	=D4	[NULL]	=2	=2	=0	=2	=175	[NULL]	=1249	=0	[NULL]	
=3582	=4	=D5	[NULL]	=2	=2	=0	=2	=250	[NULL]	=1252	=0	[NULL]	
=3583	=4	=D6	[NULL]	=8	=12	=0	=18	=125	[NULL]	=1247	=0	[NULL]	
=3584	=4	=D7	[NULL]	=5	=8	=0	=8	=200	[NULL]	=1250	=0	[NULL]	
=3585	=4	=D8	[NULL]	=7	=8	=0	=12	=150	[NULL]	=1248	=0	[NULL]	
=3586	=4	=D9	[NULL]	=12	=12	=0	=12	=250	[NULL]	=932	=0	[NULL]	
=3588	=32	=D1	[NULL]	=4	=4	=0	=4	=100	[NULL]	=1215	=0	[NULL]	
=3589	=32	=D2	[NULL]	=4	=4	=0	=4	=150	[NULL]	=1215	=0	[NULL]	
=3590	=32	=D3	[NULL]	=0	=2	=0	=2	=200	[NULL]	=1250	=0	[NULL]	
=3591	=32	=D4	[NULL]	=1	=2	=0	=2	=200	[NULL]	=1250	=0	[NULL]	
=3592	=32	=D5	[NULL]	=4	=6	=0	=6	=125	[NULL]	=1247	=0	[NULL]	
=3593	=32	=D6	[NULL]	=2	=6	=0	=6	=300	[NULL]	=1248	=0	[NULL]	
=3594	=32	=D7	[NULL]	=4	=4	=0	=6	=150	[NULL]	=1248	=0	[NULL]	
=3595	=32	=D8	[NULL]	=5	=6	=0	=6	=350	[NULL]	=932	=0	[NULL]	
=3596	=32	=D9	[NULL]	=3	=3	=0	=3	=250	[NULL]	=934	=0	[NULL]	
=3598	=23	=D1	[NULL]	=4	=4	=0	=4	=100	[NULL]	=1215	=0	[NULL]	
=3599	=23	=D2	[NULL]	=6	=6	=0	=6	=150	[NULL]	=1248	=0	[NULL]	
=3600	=23	=D3	[NULL]	=4	=4	=0	=4	=200	[NULL]	=1250	=0	[NULL]	
=3601	=23	=D4	[NULL]	=4	=4	=0	=4	=125	[NULL]	=1247	=0	[NULL]	
=3603	=23	=D6	[NULL]	=2	=2	=0	=2	=300	[NULL]	=1254	=0	[NULL]	
=3604	=23	=D7	[NULL]	=2	=2	=0	=2	=250	[NULL]	=1252	=0	[NULL]	
=3605	=23	=D8	[NULL]	=6	=6	=0	=6	=150	[NULL]	=1248	=0	[NULL]	
=3606	=23	=D9	[NULL]	=6	=6	=0	=6	=250	[NULL]	=1252	=0	[NULL]	
=3608	=14	=D1	[NULL]	=4	=4	=0	=12	=100	[NULL]	=1215	=0	[NULL]	
=3609	=14	=D2	[NULL]	=4	=4	=0	=12	=100	[NULL]	=1215	=0	[NULL]	
=3610	=14	=D3	[NULL]	=2	=2	=0	=4	=200	[NULL]	=1251	=0	[NULL]	
=3611	=14	=D4	[NULL]	=2	=2	=0	=2	=200	[NULL]	=1250	=0	[NULL]	
=3612	=14	=D5	[NULL]	=6	=6	=0	=12	=125	[NULL]	=1247	=0	[NULL]	
=3613	=14	=D6	[NULL]	=6	=3	=0	=3	=150	[NULL]	=1248	=0	[NULL]	
=3614	=14	=D7	[NULL]	=6	=4	=0	=4	=150	[NULL]	=1248	=0	[NULL]	
=3615	=14	=D8	[NULL]	=6	=6	=0	=6	=250	[NULL]	=932	=0	[NULL]	
=3616	=14	=D9	[NULL]	=6	=6	=0	=6	=250	[NULL]	=934	=0	[NULL]	
=3618	=27	=1	[NULL]	=0	=0	=-1000	[NULL]	=200	[NULL]	=1	=7059	[NULL]	
=3619	=27	=2	[NULL]	=0	=0	=-1000	[NULL]	=200	[NULL]	=1	=1634	[NULL]	
=3620	=27	=3	[NULL]	=0	=0	=-1000	[NULL]	=200	[NULL]	=1	=2342	[NULL]	
=3621	=30	=1	[NULL]	=23	=96	=20	=192	=250	=250	=932	=7752	=08/19/2013 13:33:38	
=3622	=30	=2	[NULL]	=31	=48	=12	=96	=250	=250	=1368	=1767	=08/06/2013 13:28:42	
=3623	=30	=3	[NULL]	=24	=48	=12	=96	=250	=250	=1261	=2598	=08/17/2013 13:33:28	
=4596	=24	=1	[NULL]	=1	=2	=0	=4	=0	[NULL]	=1286	=0	[NULL]	
=4597	=24	=2	[NULL]	=1	=1	=0	=3	=0	[NULL]	=1287	=0	[NULL]	
=4598	=24	=3	[NULL]	=2	=2	=0	=4	=0	[NULL]	=1233	=0	[NULL]	
=4599	=24	=4	[NULL]	=2	=2	=0	=4	=0	[NULL]	=1236	=0	[NULL]	
=4600	=24	=5	[NULL]	=2	=2	=0	=4	=0	[NULL]	=1237	=0	[NULL]	
=4601	=24	=6	[NULL]	=2	=2	=0	=4	=0	[NULL]	=1232	=0	[NULL]	
=4602	=24	=7	[NULL]	=2	=2	=0	=2	=0	[NULL]	=1231	=0	[NULL]	
=4603	=24	=8	[NULL]	=3	=3	=0	=4	=0	[NULL]	=1234	=0	[NULL]	
=4604	=24	=9	[NULL]	=350	=400	=0	=400	=0	[NULL]	=1227	=0	[NULL]	
=4605	=24	=10	[NULL]	=400	=500	=0	=500	=0	[NULL]	=1226	=0	[NULL]	
=4606	=33	=1	[NULL]	=2	=2	=0	=4	=0	[NULL]	=1286	=0	[NULL]	
=4607	=33	=2	[NULL]	=1	=1	=0	=3	=0	[NULL]	=1287	=0	[NULL]	
=4608	=33	=3	[NULL]	=2	=2	=0	=4	=0	[NULL]	=1233	=0	[NULL]	
=4609	=33	=4	[NULL]	=2	=2	=0	=4	=0	[NULL]	=1236	=0	[NULL]	
=4610	=33	=5	[NULL]	=2	=2	=0	=4	=0	[NULL]	=1237	=0	[NULL]	
=4611	=33	=6	[NULL]	=2	=2	=0	=4	=0	[NULL]	=1232	=0	[NULL]	
=4612	=33	=7	[NULL]	=1	=1	=0	=1	=0	[NULL]	=1231	=0	[NULL]	
=4613	=33	=8	[NULL]	=2	=3	=0	=4	=0	[NULL]	=1234	=0	[NULL]	
=4614	=33	=9	[NULL]	=325	=400	=0	=400	=0	[NULL]	=1227	=0	[NULL]	
=4615	=33	=10	[NULL]	=300	=300	=0	=700	=0	[NULL]	=1226	=0	[NULL]	
=4616	=8	=1	[NULL]	=5	=5	=0	=5	=0	[NULL]	=1219	=0	[NULL]	
=4617	=8	=2	[NULL]	=2	=2	=0	=3	=0	[NULL]	=1220	=0	[NULL]	
=4618	=8	=3	[NULL]	=2	=2	=0	=4	=0	[NULL]	=1221	=0	[NULL]	
=4619	=8	=4	[NULL]	=2	=1	=0	=4	=0	[NULL]	=1231	=0	[NULL]	
=4620	=8	=5	[NULL]	=5	=5	=0	=5	=0	[NULL]	=1222	=0	[NULL]	
=4621	=8	=6	[NULL]	=2	=2	=0	=4	=0	[NULL]	=1223	=0	[NULL]	
=4622	=8	=7	[NULL]	=2	=2	=0	=2	=0	[NULL]	=1218	=0	[NULL]	
=4624	=8	=9	[NULL]	=175	=300	=0	=700	=0	[NULL]	=1225	=0	[NULL]	
=4625	=8	=10	[NULL]	=150	=150	=0	=200	=0	[NULL]	=1224	=0	[NULL]	
=5608	=17	=A0	[NULL]	=7	=9	=1	=9	=100	=100	=1009	=3	=08/15/2013 09:32:39	
=5609	=17	=A2	[NULL]	=9	=9	=1	=9	=100	=100	=868	=0	=07/24/2013 22:14:33	
=5610	=17	=A4	[NULL]	=8	=9	=1	=9	=100	=100	=1362	=5	=08/19/2013 21:34:42	
=5611	=17	=A6	[NULL]	=4	=9	=1	=9	=100	=100	=869	=3	=08/20/2013 17:34:44	
=5612	=17	=B0	[NULL]	=10	=11	=2	=11	=80	=80	=957	=3	=08/20/2013 13:34:37	
=5613	=17	=B2	[NULL]	=10	=11	=2	=11	=80	=80	=829	=1	=08/20/2013 17:34:44	
=5614	=17	=B4	[NULL]	=13	=13	=2	=13	=80	=80	=825	=3	=08/19/2013 09:32:54	
=5615	=17	=B6	[NULL]	=9	=11	=2	=11	=100	=100	=851	=2	=08/20/2013 17:34:44	
=5616	=17	=C0	[NULL]	=10	=11	=2	=11	=150	=150	=843	=1	=08/19/2013 17:34:49	
=5617	=17	=C2	[NULL]	=15	=15	=2	=15	=80	=80	=1158	=6	=08/19/2013 17:34:49	
=5618	=17	=C4	[NULL]	=10	=13	=2	=13	=80	=80	=827	=1	=08/21/2013 09:34:56	
=5619	=17	=C6	[NULL]	=10	=11	=2	=11	=80	=80	=844	=1	=08/15/2013 13:32:32	
=5620	=17	=D0	[NULL]	=7	=12	=2	=17	=150	=150	=822	=3	=08/20/2013 11:57:02	
=5621	=17	=D1	[NULL]	=8	=10	=2	=17	=125	=125	=815	=1	=08/12/2013 17:30:30	
=5622	=17	=D2	[NULL]	=4	=6	=2	=17	=200	=200	=1338	=2	=08/20/2013 11:57:02	
=5623	=17	=D3	[NULL]	=10	=10	=4	=10	=80	=80	=1365	=3	=08/19/2013 13:34:42	
=5624	=17	=D4	[NULL]	=8	=10	=2	=20	=125	=125	=796	=4	=08/13/2013 13:30:22	
=5625	=17	=D5	[NULL]	=7	=10	=2	=20	=125	=125	=1277	=0	=07/30/2013 18:16:43	
=5626	=17	=D6	[NULL]	=10	=10	=2	=15	=125	=125	=807	=0	=07/31/2013 10:33:39	
=5627	=17	=D7	[NULL]	=10	=10	=2	=15	=125	=125	=799	=4	=08/20/2013 09:34:47	
=5628	=17	=E0	[NULL]	=11	=12	=2	=17	=75	=75	=855	=3	=08/20/2013 11:57:02	
=5629	=17	=E2	[NULL]	=8	=8	=2	=13	=100	=100	=1213	=0	=07/31/2013 18:23:50	
=5630	=17	=E4	[NULL]	=8	=8	=2	=20	=125	=125	=1340	=5	=08/12/2013 17:30:30	
=5631	=17	=E6	[NULL]	=13	=15	=2	=15	=75	=75	=860	=6	=08/21/2013 21:34:46	
=5632	=17	=F0	[NULL]	=6	=6	=2	=11	=75	=75	=857	=2	=08/14/2013 17:32:29	
=5633	=17	=F2	[NULL]	=5	=6	=2	=15	=125	=125	=1077	=0	=07/19/2013 14:04:07	
=5634	=17	=F4	[NULL]	=9	=9	=2	=17	=100	=100	=842	=9	=08/20/2013 09:34:47	
=5635	=17	=F6	[NULL]	=8	=8	=2	=15	=100	=100	=1246	=2	=08/17/2013 13:32:36	
=5636	=17	=H0	=9	=0	=0	=0	[NULL]	=50	=50	=2	=0	[NULL]	
=5637	=17	=H1	=9	=0	=0	=-1000	[NULL]	=50	=50	=2	=0	[NULL]	
=5638	=17	=H2	=9	=0	=0	=-1000	[NULL]	=50	=50	=2	=0	[NULL]	
=5639	=17	=H3	=9	=0	=0	=-1000	[NULL]	=50	=50	=2	=0	[NULL]	
=5640	=17	=H4	=9	=0	=0	=-1000	[NULL]	=50	=50	=2	=0	[NULL]	
=5789	=34	=A0	[NULL]	=6	=9	=1	=9	=100	=100	=866	=2	=08/20/2013 13:50:12	
=5790	=34	=A2	[NULL]	=7	=9	=1	=9	=100	=100	=868	=2	=08/16/2013 17:49:46	
=5791	=34	=A4	[NULL]	=6	=9	=1	=9	=100	=100	=1362	=3	=08/21/2013 17:52:16	
=5792	=34	=A6	[NULL]	=8	=9	=1	=9	=100	=100	=869	=6	=08/19/2013 17:50:14	
=5793	=34	=A8	[NULL]	=8	=9	=1	=9	=100	=100	=966	=1	=08/19/2013 21:50:08	
=5794	=34	=B0	[NULL]	=5	=13	=2	=13	=100	=100	=1328	=1	=08/20/2013 13:50:12	
=5795	=34	=B2	[NULL]	=6	=6	=1	=6	=100	=100	=870	=1	=08/10/2013 13:45:36	
=5796	=34	=B4	[NULL]	=14	=15	=2	=15	=175	=175	=812	=1	=08/09/2013 17:45:16	
=5797	=34	=B6	[NULL]	=9	=11	=2	=11	=125	=125	=847	=1	=08/15/2013 13:47:50	
=5798	=34	=B8	[NULL]	=10	=11	=2	=11	=100	=100	=851	=0	=07/29/2013 13:31:34	
=5799	=34	=C0	[NULL]	=10	=11	=2	=11	=80	=80	=845	=1	=08/15/2013 09:47:46	
=5800	=34	=C2	[NULL]	=142	=13	=2	=13	=80	=80	=829	=3	=08/20/2013 08:10:50	
=5801	=34	=C4	[NULL]	=12	=15	=2	=15	=80	=80	=1158	=2	=08/17/2013 13:49:50	
=5802	=34	=C6	[NULL]	=9	=11	=2	=11	=150	=150	=843	=1	=08/16/2013 17:49:46	
=5803	=34	=C8	[NULL]	=12	=15	=2	=15	=125	=125	=1017	=3	=08/20/2013 17:50:08	
=5804	=34	=D0	[NULL]	=24	=25	=4	=30	=100	=100	=1289	=0	=07/29/2013 13:31:34	
=5805	=34	=D1	[NULL]	=12	=17	=2	=17	=150	=150	=1241	=5	=08/22/2013 01:52:08	
=5806	=34	=D2	[NULL]	=16	=17	=2	=17	=125	=125	=797	=1	=08/07/2013 13:45:18	
=5807	=34	=D3	[NULL]	=16	=17	=2	=17	=125	=125	=799	=0	=07/31/2013 17:42:55	
=5808	=34	=D4	[NULL]	=14	=17	=2	=17	=125	=125	=811	=3	=08/20/2013 17:50:08	
=5809	=34	=D5	[NULL]	=18	=20	=2	=20	=125	=125	=807	=1	=08/15/2013 13:47:50	
=5810	=34	=D6	[NULL]	=14	=15	=2	=15	=125	=125	=815	=1	=08/20/2013 13:50:12	
